,match_id,team_0_win,p_total_time_played_min_diff,p_total_time_played_max_diff,p_total_time_played_q25_diff,p_total_time_played_median_diff,p_total_time_played_q75_diff,ph_wins_min_diff,ph_wins_max_diff,ph_wins_q25_diff,ph_wins_median_diff,ph_wins_q75_diff,ph_kills_min_diff,ph_kills_max_diff,ph_kills_q25_diff,ph_kills_median_diff,ph_kills_q75_diff,ph_deaths_min_diff,ph_deaths_max_diff,ph_deaths_q25_diff,ph_deaths_median_diff,ph_deaths_q75_diff,ph_assists_min_diff,ph_assists_max_diff,ph_assists_q25_diff,ph_assists_median_diff,ph_assists_q75_diff,ph_damage_per_min_min_diff,ph_damage_per_min_max_diff,ph_damage_per_min_q25_diff,ph_damage_per_min_median_diff,ph_damage_per_min_q75_diff,ph_time_played_min_diff,ph_time_played_max_diff,ph_time_played_q25_diff,ph_time_played_median_diff,ph_time_played_q75_diff,ph_total_kd_min_diff,ph_total_kd_max_diff,ph_total_kd_q25_diff,ph_total_kd_median_diff,ph_total_kd_q75_diff,ph_kd_ratio_min_diff,ph_kd_ratio_max_diff,ph_kd_ratio_q25_diff,ph_kd_ratio_median_diff,ph_kd_ratio_q75_diff,ph_time_played_ratio_min_diff,ph_time_played_ratio_max_diff,ph_time_played_ratio_q25_diff,ph_time_played_ratio_median_diff,ph_time_played_ratio_q75_diff,ph_damage_per_min_ratio_min_diff,ph_damage_per_min_ratio_max_diff,ph_damage_per_min_ratio_q25_diff,ph_damage_per_min_ratio_median_diff,ph_damage_per_min_ratio_q75_diff,ph_assists_ratio_min_diff,ph_assists_ratio_max_diff,ph_assists_ratio_q25_diff,ph_assists_ratio_median_diff,ph_assists_ratio_q75_diff,ph_win_rate_ratio_min_diff,ph_win_rate_ratio_max_diff,ph_win_rate_ratio_q25_diff,ph_win_rate_ratio_median_diff,ph_win_rate_ratio_q75_diff
0,38648445,Y,-82317,-714954,-63787.25,-15897.5,28579.75,-10,352,-0.75,27.5,40.75,-131,4417,17.75,355.0,383.25,-88,4720,81.5,176.0,201.5,-177,7987,32.75,506.5,801.75,-1.313,170.688,-36.86,-28.047,-34.907,-31730,1324140,12513.75,102692.5,158330.0,-0.075,2.839,-0.376,-0.302,-0.098,-0.219,-0.045,-0.046,0.162,0.039,-0.376,16.384,0.081,1.019,4.922,-0.047,0.185,0.043,-0.013,-0.104,-0.343,17.151,0.078,0.957,4.969,-0.006,0.538,0.004,-0.113,-0.146
1,38648734,Y,47902,446956,962662.25,991897.5,655119.25,16,-8,-35.75,-1.0,30.75,80,225,-741.75,732.0,2502.75,-2,-876,-134.75,-82.0,197.25,250,852,-486.5,-87.0,-528.25,-49.333,-71.576,-4.174,44.063,156.844,24361,85131,-95610.75,140.5,1793.0,-0.22,0.555,0.578,0.503,-0.016,-0.256,-0.059,-0.016,-0.156,-0.116,0.157,-6.409,-0.618,-3.108,-8.433,0.118,-0.02,-0.061,-0.077,0.054,0.441,-6.585,-1.115,-2.702,-7.955,0.548,0.011,0.062,0.02,0.015
2,38648877,N,119570,2154940,-425985.25,-365769.0,-151904.0,-5,-166,-15.75,-38.0,-405.25,-64,-2449,-157.25,-532.0,-4341.75,-66,-4702,-77.25,-298.0,-3298.25,-101,-768,-299.75,-580.5,-6811.0,-20.079,208.633,155.304,97.415,122.658,-12011,-742577,-34574.25,-106086.5,-1304278.75,-0.668,0.706,0.108,0.243,0.399,-0.133,0.642,-0.127,-0.164,0.134,-0.166,-13.985,-0.006,-1.123,-12.78,0.186,0.208,0.153,0.164,0.282,-0.234,-12.813,-0.275,-1.402,-13.83,-0.127,0.116,-0.023,-0.057,0.028
3,38649032,N,197434,-1635950,-526148.25,-312911.5,-392193.5,-1,-263,-7.75,16.5,-250.25,-8,-4698,-77.75,277.5,-4199.5,-34,-2475,-3.75,211.5,-2408.25,-79,-6836,-32.0,263.0,-5479.5,58.629,21.423,55.067,32.759,44.69,-11216,-792367,-6472.0,62475.0,-919330.25,0.083,-0.446,-0.387,-0.272,-0.167,0.057,-0.676,0.036,-0.049,0.178,-0.071,-8.911,-0.139,0.501,-6.416,-0.02,0.014,0.073,0.052,0.032,-0.125,-10.065,-0.157,0.386,-6.454,-0.188,-0.114,0.013,-0.014,-0.075
4,38649125,N,197654,-873113,333224.75,-448923.0,-527019.5,-13,-122,35.75,55.5,58.0,-54,-11978,231.75,-45.5,-1260.25,-286,-4575,211.25,583.5,561.25,-289,-2519,981.25,2272.0,2352.25,-438.637,-18.862,-327.312,-181.672,-79.649,-91285,-405379,130895.25,235415.0,195413.5,-0.489,0.308,-0.507,-0.375,-0.039,-0.077,0.259,0.055,0.112,0.372,-0.563,12.815,2.295,3.528,4.282,-0.305,-0.057,-0.145,-0.072,-0.111,-0.454,4.199,2.505,3.754,3.974,0.069,0.108,-0.018,0.051,0.033
5,38649416,N,524051,2811712,-62467.5,249379.0,1193201.75,28,250,40.0,78.0,58.25,315,1437,660.5,749.5,4.5,152,2174,555.75,580.0,1407.5,422,5084,1004.75,1894.0,1626.75,-24.93,-60.748,-46.43,-175.354,-159.548,62298,872513,178616.5,247334.0,101373.0,0.341,-1.213,0.231,-0.063,-0.382,0.356,-1.321,0.201,-0.142,-0.361,0.877,10.741,1.843,1.625,1.852,0.105,-0.176,0.088,-0.147,-0.175,0.99,9.925,1.789,1.821,3.307,-0.093,-0.208,0.04,0.061,0.028
6,38649760,Y,-1151026,-152157,-435201.75,661861.5,-70242.75,5,16,1.0,114.0,-76.75,194,4367,64.25,1278.0,483.25,79,8721,144.0,1062.5,799.75,16,4223,-58.75,1019.0,-4034.5,134.978,6.262,125.137,124.026,127.414,18872,191300,21674.0,349743.0,-451160.0,0.096,0.195,-0.157,-0.217,0.006,0.141,-0.428,0.078,0.125,0.106,0.111,-9.177,0.417,4.054,-4.672,0.14,-0.003,0.183,0.179,0.165,0.047,-2.639,0.432,4.167,-2.484,0.021,-0.339,-0.063,-0.062,-0.028
7,38649994,Y,-566235,-439453,-559477.0,-980408.5,-596452.75,-18,225,-29.25,-28.0,-140.0,-133,3734,-509.0,-405.0,-1083.25,-254,778,-306.5,-256.5,-1901.5,-528,3591,-522.0,-563.5,-4122.5,238.356,247.934,71.544,28.733,125.506,-109519,694331,-109991.5,-66390.0,-595959.5,0.313,0.262,0.201,0.412,0.567,0.028,-0.377,-0.151,-0.244,-0.205,-1.059,-3.575,-1.33,-1.01,-8.427,0.175,0.301,0.076,-0.066,0.026,-0.957,-3.566,-1.17,-1.425,-7.982,0.098,0.23,0.021,0.074,0.167
8,38649996,Y,1079349,101949,830087.75,578154.0,91469.5,25,7,27.0,13.0,9.5,330,1609,293.5,-25.0,-161.25,232,852,322.25,75.5,-1222.75,542,-968,634.75,551.0,1333.5,-237.212,-188.893,-66.841,-53.27,-166.606,84899,254526,106020.25,46075.5,8691.5,-0.184,0.364,-0.049,-0.106,-0.043,0.136,-0.085,0.06,0.053,0.199,1.052,2.201,0.807,0.841,-0.611,-0.253,-0.168,-0.085,-0.166,-0.213,1.071,0.66,0.824,1.15,-0.221,-0.042,0.104,-0.04,0.071,0.088
9,38650514,N,-933606,-1970314,-1374917.25,-1362452.0,-442039.0,-40,237,-36.25,16.0,117.75,-293,3978,-218.25,403.5,1863.75,-328,3221,-273.0,311.0,1183.75,-740,5684,-741.75,675.0,1980.0,296.431,202.148,267.84,91.126,112.106,-132058,688579,-126956.25,92164.0,369226.25,0.517,0.179,0.383,0.162,-0.016,-0.012,-0.226,-0.183,-0.263,-0.12,-1.622,1.779,-1.647,-0.026,2.388,0.109,0.332,0.183,0.2,0.286,-1.392,2.273,-1.55,0.066,3.075,0.024,0.304,0.106,0.058,0.052
10,38650643,Y,-789330,1578899,-265692.0,573313.5,1389850.5,-3,548,-7.75,-11.0,81.75,25,10540,-30.75,-145.5,1026.0,-90,6702,-118.25,-131.5,303.75,-169,9082,-322.75,-185.0,701.25,72.568,-170.703,5.973,34.418,-51.256,-11621,1903049,-50181.75,-16845.0,345982.5,0.655,-0.229,0.407,-0.009,-0.001,0.087,-0.505,-0.078,-0.15,-0.184,-0.361,22.673,-1.149,-0.155,16.178,-0.026,-0.053,0.051,0.037,0.102,-0.479,18.724,-1.286,-0.397,16.41,0.081,0.041,0.027,0.052,0.088
11,38650735,N,247496,-813297,-229657.5,-179104.5,-1061579.25,-6,-69,1.5,-20.0,136.25,-41,-6025,-52.5,-352.5,1661.25,-26,-861,25.75,-20.5,1329.0,-49,7520,-4.5,-283.0,1615.75,-224.627,-106.777,-219.538,-201.449,-143.661,-3702,-292091,6676.25,-54342.0,443835.25,-0.171,-0.332,-0.405,-0.743,-0.479,0.26,0.444,0.383,0.437,0.396,-0.029,4.133,0.121,-0.396,4.329,-0.199,-0.041,-0.249,-0.247,-0.169,0.001,10.228,0.052,-0.251,4.238,-0.406,0.058,-0.135,-0.095,-0.06
12,38650959,N,-1233479,420687,-1182383.75,-105658.5,86239.25,-18,294,-48.0,-82.5,-87.75,-95,6992,-477.75,-536.5,-614.0,-282,3054,-869.25,-1057.0,-1015.25,-408,6440,-1025.0,-1814.5,-1503.0,310.887,-30.758,244.568,-4.746,-14.969,-57794,995511,-168491.0,-263384.0,-275776.25,0.281,0.899,0.495,0.454,0.691,-0.626,-1.168,-0.473,-0.48,-0.849,-0.629,0.362,-1.607,-2.828,-3.372,0.389,0.071,0.203,0.109,0.161,-0.705,0.259,-1.635,-3.15,-3.274,-0.04,-0.158,-0.123,0.029,-0.067
13,38651160,N,-723834,-2248594,-835683.0,-575728.5,-36026.25,-52,386,-53.0,-51.5,-71.75,-588,7258,-679.25,-710.5,-988.5,-440,5206,-475.25,-570.5,-1299.5,-1059,6493,-1074.5,-1216.5,-835.0,41.054,-17.798,20.246,-35.418,86.187,-180321,1257616,-189868.75,-193443.5,-261871.5,-0.313,-0.167,-0.224,0.028,0.107,-0.178,0.972,0.003,0.115,0.671,-1.558,33.858,-1.531,-2.594,-2.408,0.007,0.133,0.04,0.113,0.168,-1.438,41.867,-1.522,-2.304,-2.13,-0.921,-0.033,-0.435,-0.079,-0.04
14,38651650,Y,373563,-2892099,164078.0,-157002.5,-813550.5,11,216,35.5,96.0,292.25,324,3852,361.0,1654.0,3979.0,144,3532,381.5,859.5,3304.0,9,6888,508.0,1792.0,3773.5,79.753,325.697,41.063,-40.716,58.03,25988,974921,111415.75,318622.0,1014690.25,0.293,-0.157,0.177,-0.054,0.063,-0.038,-0.585,0.033,0.221,0.214,0.494,6.241,0.867,4.897,8.216,0.015,0.313,-0.001,-0.01,0.045,0.312,5.928,0.747,5.328,8.946,0.164,-0.009,0.03,0.051,0.073
15,38651668,N,-261399,83285,-198307.75,15341.5,151676.25,-5,-289,-19.5,-27.0,-260.25,-11,-1332,-234.5,-497.0,-2773.25,-19,-2307,-192.25,-263.0,-2234.25,-54,-7883,-434.25,-365.0,-3735.25,-291.452,260.129,-133.375,88.067,185.027,-4708,-1029168,-74162.0,-98037.5,-830429.0,-0.297,1.018,-0.362,0.063,0.789,-0.422,0.692,-0.168,0.074,0.385,-0.023,-19.448,-0.521,-0.71,-8.733,-0.183,0.251,-0.109,0.034,0.241,-0.05,-19.967,-0.531,-0.813,-8.943,-0.123,-0.14,-0.011,0.08,0.039
16,38651751,N,-492115,2577762,231663.25,996153.0,1079895.5,-33,14,-41.25,-8.0,50.0,-460,1370,-582.25,-98.0,1186.5,-155,-824,-293.75,-121.0,176.25,-593,1755,-538.0,-192.5,291.0,211.279,-243.01,91.649,99.616,97.766,-85105,50229,-103361.75,-87646.0,139954.5,0.914,-0.398,0.43,-0.273,-0.308,0.094,-1.505,0.064,0.028,-0.7,-0.605,3.396,-0.7,-0.433,1.555,0.294,-0.05,0.151,0.016,-0.007,-0.683,5.345,-0.616,-0.14,0.988,-0.145,0.157,0.124,0.154,0.086
17,38651763,N,12045,-704527,-702599.25,139447.5,272823.75,-9,194,-9.5,-16.0,-20.25,-89,3760,-231.5,-235.5,-114.25,-153,2134,-41.75,-9.0,-139.0,-208,3139,-227.75,-215.0,-133.25,65.479,-86.476,141.904,72.102,11.265,-34618,712046,-19775.25,-50381.0,-32107.0,0.062,0.251,-0.266,-0.224,-0.102,-0.097,0.065,-0.082,0.143,0.069,-0.227,10.249,-0.46,-0.371,-0.8,0.074,-0.018,0.192,0.19,0.053,-0.376,7.438,-0.648,-0.402,-0.909,-0.106,-0.09,-0.046,0.047,0.109
18,38651968,Y,545802,-529728,187504.0,-486149.0,-513843.5,18,225,21.0,37.5,36.75,279,5135,271.25,564.0,585.25,220,1769,280.0,309.0,638.0,392,1742,477.25,699.5,76.5,63.116,-257.441,134.736,98.464,11.6,63993,617370,81280.75,123333.5,78586.5,0.152,-1.072,0.12,-0.175,0.268,0.252,0.282,0.042,-0.143,-0.293,0.661,12.978,1.141,1.451,0.209,0.074,-0.347,0.056,0.074,-0.04,0.721,9.352,1.149,1.348,0.114,0.002,-0.391,-0.008,-0.125,-0.017
19,38652017,Y,671180,1391231,396966.25,786919.5,743200.25,99,383,181.75,209.0,355.5,756,7510,1612.75,3666.5,6548.25,823,5627,1819.25,2914.5,3841.0,2573,5559,3565.25,4487.0,5393.0,149.424,97.071,90.274,96.088,44.125,386234,1270834,561671.75,738946.0,1194109.5,0.404,-0.393,0.139,0.152,0.082,0.151,-0.586,-0.089,-0.029,-0.082,4.305,30.812,5.574,5.107,11.913,0.179,-0.019,0.077,0.015,-0.042,4.687,37.65,5.642,5.829,10.514,0.044,0.001,-0.008,0.002,0.009
20,38652743,Y,-994380,-275634,-405884.75,-493537.0,-601182.0,-3,-316,-132.5,-179.0,-291.5,-67,-8804,-1752.5,-2147.0,-4027.25,-20,-3856,-1217.25,-2502.0,-2136.75,-205,-3961,-2171.25,-3018.0,-3897.0,-244.465,272.697,-27.737,7.348,-36.964,-28561,-1106951,-383695.25,-607946.0,-834673.25,-0.07,0.141,-0.315,-0.565,-0.202,0.11,0.19,0.221,0.541,0.534,-1.058,-8.975,-3.857,-4.378,-9.056,0.002,0.077,-0.094,-0.057,0.058,-1.185,-10.233,-4.152,-4.159,-9.764,0.196,0.009,-0.07,-0.029,0.011
21,38653227,Y,233758,-1249911,-65662.25,404823.5,829286.25,-5,-176,-3.0,18.5,-53.75,121,-3181,2.5,637.0,-1043.0,-49,-172,19.75,81.5,-338.25,90,-4868,-260.5,-820.5,-2561.0,-58.539,94.378,124.572,169.452,161.234,-2422,-676838,-27355.0,-857.0,-181237.5,-0.171,0.77,-0.28,-0.197,0.067,-0.033,0.682,0.221,0.125,0.108,0.561,-11.708,-0.117,-1.115,-1.935,0.199,0.208,0.028,-0.043,0.086,0.497,-12.841,0.023,-2.193,-3.689,-0.011,-0.016,0.047,-0.017,-0.005
22,38653373,Y,-1090100,-1230152,-1203973.25,-987676.5,-388070.5,13,-220,20.0,-92.0,-249.75,257,-4566,326.75,-1003.5,-3542.0,173,-1856,145.25,-646.0,-2406.25,313,-4600,99.75,-1295.0,-4433.5,104.627,192.724,11.987,28.735,120.207,62802,-864168,45522.25,-271855.0,-724714.5,0.045,0.313,-0.096,0.022,0.261,-0.168,0.458,0.031,-0.049,0.036,0.331,-2.083,0.43,-2.366,-5.939,-0.033,0.105,-0.079,0.059,0.047,0.294,-3.953,0.253,-2.797,-5.228,-0.13,-0.003,0.096,0.068,0.067
23,38653482,N,273521,851482,580898.25,-269747.5,71027.5,1,280,-0.25,82.0,408.75,-18,6307,-1.25,1645.5,4983.5,28,4292,-15.25,1016.0,3063.5,84,5112,129.0,1306.5,6575.25,-73.732,-131.151,-56.47,-119.583,-90.751,-2041,912068,10089.75,330539.0,1186840.0,-0.08,-0.013,-0.179,0.244,0.073,-0.006,-0.21,-0.133,-0.074,0.06,0.126,3.981,0.248,2.029,11.516,0.011,-0.164,-0.028,-0.015,-0.101,0.184,7.39,0.271,1.8,13.086,0.145,-0.149,0.039,0.037,0.049
24,38653823,Y,-1888064,-1878597,-1800222.5,-1666626.5,-1859983.25,-5,-147,12.75,-22.0,-49.25,-59,-1718,75.25,-626.0,-407.0,-98,-1037,44.75,-342.0,-462.5,-72,-2277,72.0,-845.5,-1901.75,49.27,158.26,-79.469,5.204,153.373,-20717,-370179,20605.5,-149921.0,-244791.25,0.09,-0.116,0.31,-0.04,-0.065,-0.046,-0.067,0.074,0.033,0.033,-0.008,-3.139,0.06,-0.079,-0.559,-0.189,0.092,-0.065,0.012,0.05,0.224,-2.463,0.477,0.045,-1.724,0.167,0.293,0.111,0.072,0.211
25,38653895,Y,288915,-1594739,-833838.25,-635779.5,-575007.5,3,-392,-68.5,-139.5,-129.5,18,-8153,-871.75,-1108.0,-914.5,70,-6374,-846.25,-1257.5,-1803.75,117,-6241,-1336.25,-2632.0,-3411.75,-175.486,80.673,3.555,-82.23,-161.36,13734,-1260132,-210113.75,-416874.5,-419781.5,0.056,-0.397,0.053,0.068,0.019,0.013,0.203,0.014,0.018,0.075,0.089,-31.981,-1.756,-4.721,-5.115,-0.388,0.109,-0.089,-0.099,-0.073,0.109,-40.728,-1.619,-4.789,-4.955,-0.152,-0.113,-0.076,-0.106,-0.036
26,38654092,Y,-66071,-769092,-561307.75,-610314.5,-721263.0,11,96,64.75,78.0,92.75,158,1564,858.0,1122.0,1139.25,14,1180,678.25,818.0,955.5,68,1748,1380.0,1657.0,2297.75,381.954,64.909,189.596,104.672,134.774,14363,333164,207740.25,218767.0,303884.0,0.76,1.153,0.37,-0.077,-0.34,-0.198,-0.748,0.176,-0.089,-0.621,0.07,4.65,2.549,2.46,2.247,0.514,0.001,0.183,0.04,0.157,0.129,5.054,2.633,2.876,2.579,0.555,0.643,0.399,0.206,0.163
27,38654291,N,240886,2109710,34511.5,-118108.5,-34666.75,-24,-115,-18.75,-3.0,-6.75,-302,-1742,-176.0,-109.0,-240.0,-306,-282,-217.0,249.0,-218.0,-432,-1733,-375.0,-146.0,34.25,106.45,3.933,11.702,-226.447,-50.403,-109192,-242656,-54155.25,36490.0,59399.75,0.062,0.432,-0.039,-0.327,-0.4,-0.116,-0.485,0.071,0.277,0.251,-0.786,-3.022,-0.532,0.151,2.976,0.104,-0.047,-0.093,-0.204,-0.159,-0.705,-0.334,-0.657,0.077,2.522,-0.379,0.131,-0.022,-0.027,0.002
28,38654358,N,-930937,-382998,-803581.25,51218.5,574806.25,12,98,12.5,1.0,-25.5,127,1411,236.75,352.5,451.0,142,1289,159.5,140.5,126.75,290,1481,150.0,-71.0,-511.75,44.27,128.483,-45.109,-35.366,-42.21,45281,362530,49491.75,38374.0,-40546.75,0.04,0.407,-0.247,0.272,0.568,-0.189,0.845,-0.285,-0.091,0.314,0.215,10.186,0.349,0.476,-0.623,-0.079,0.254,-0.109,-0.075,-0.064,0.318,9.196,0.399,0.547,-0.467,0.015,-0.095,-0.081,0.024,0.038
29,38654590,N,1569284,776078,1636655.5,518486.5,-119233.25,58,255,83.0,105.5,224.0,771,5128,1002.75,1454.5,3203.0,863,4147,1003.25,1639.0,3149.25,1329,4616,2051.5,2455.0,3660.25,-101.717,-282.738,-0.383,-20.136,-43.638,224471,811278,270083.25,334633.5,674286.75,-0.299,-2.149,-0.211,-0.288,-0.236,0.555,0.053,0.033,0.037,-0.006,3.329,31.787,3.478,4.324,7.29,-0.058,-0.149,0.123,0.121,0.077,2.892,39.194,3.716,5.995,7.73,-0.04,-0.085,0.012,-0.054,-0.08
30,38654711,N,-160187,-72028,549322.75,463867.0,504067.0,-14,10,-28.25,-27.5,-5.0,-120,209,-293.5,-503.5,-5.5,-63,-279,-307.5,-463.5,-237.0,-258,-329,-448.75,-540.5,-300.75,-388.93,157.848,-117.735,37.347,127.251,-32780,9155,-87043.0,-111293.5,-30697.75,-0.547,1.883,-0.216,0.815,1.059,-0.457,0.75,-0.352,-0.309,0.04,-0.911,-0.569,-0.899,-0.973,-1.06,-0.305,0.05,-0.021,0.035,0.157,-0.874,-1.036,-1.238,-1.186,-1.061,-0.414,0.188,-0.104,0.049,0.061
31,38654863,Y,400090,-2367618,699081.25,-529227.5,-1370978.75,18,55,28.5,-60.5,20.75,196,680,318.25,-500.0,-663.5,382,-209,216.75,-380.0,-442.0,339,2285,657.25,-801.0,270.5,378.315,-23.292,55.994,28.809,40.385,68945,176976,57574.0,-235774.5,46199.75,0.004,-0.302,-0.056,-0.014,0.025,0.077,-0.084,0.162,-0.041,-0.174,0.602,2.421,0.663,-3.271,-1.612,0.436,0.191,0.107,0.1,0.14,0.618,5.474,1.357,-2.5,-0.64,0.162,0.136,0.081,0.045,0.098
32,38655046,Y,292782,1458789,-1116982.75,125132.0,2171252.75,11,-35,31.25,24.5,-78.25,98,-1353,516.5,449.0,-438.25,84,48,549.0,513.5,-649.25,174,-1440,713.5,606.5,-1380.75,-116.296,-163.792,-19.896,43.177,22.809,22739,-229412,126133.0,108971.0,-125980.5,-0.101,-1.759,-0.207,-0.305,-0.29,0.289,0.608,0.063,0.185,0.213,0.224,8.39,1.728,0.515,-2.349,-0.162,-0.152,-0.059,-0.052,0.015,0.28,7.686,1.572,0.369,-2.948,-0.231,0.163,-0.134,-0.12,-0.044
33,38655302,N,314472,-1391231,812810.75,285628.0,-112031.25,53,50,153.5,156.5,116.75,468,1526,1761.75,1797.0,-531.75,699,1469,1256.5,1207.0,1094.5,1488,-507,2280.75,3294.5,2947.0,-216.245,-171.499,-270.886,-238.097,-214.624,185393,228766,455345.25,564128.5,350396.75,-0.634,0.221,-0.5,-0.01,0.343,-0.063,1.209,-0.152,-0.044,0.246,2.136,-5.413,4.491,7.337,1.939,-0.28,-0.044,-0.243,-0.18,-0.13,2.56,-5.198,4.781,6.781,2.143,0.102,-0.171,0.054,0.024,-0.025
34,38655418,N,717631,863018,-798461.0,-297474.0,201893.75,28,581,27.0,80.0,379.75,516,8819,438.75,990.5,4516.0,410,2813,389.25,604.0,2547.5,712,10104,492.0,1485.0,7037.25,80.282,4.84,42.789,82.146,172.359,87811,1770793,71105.5,216271.5,1046579.0,0.311,-0.8,0.121,0.234,-0.077,0.093,0.072,-0.006,-0.095,-0.088,1.062,12.73,0.496,2.318,7.78,-0.026,-0.117,0.007,-0.046,0.073,1.487,14.825,1.292,2.829,6.941,0.11,-0.138,0.077,0.046,0.094
35,38655459,N,-480441,110366,-43119.0,-11678.0,95193.5,-6,175,34.0,26.5,79.0,-63,2461,396.25,284.0,398.25,97,1682,404.25,439.0,1196.75,59,5226,978.0,784.5,1090.5,-374.427,-419.961,-289.132,-311.489,-423.4,12848,656108,152425.25,132081.0,272533.0,-0.879,-1.4,-1.404,-1.324,-1.23,0.32,1.242,0.205,0.497,0.817,0.092,-1.892,1.148,1.145,2.671,-0.384,-0.291,-0.229,-0.288,-0.336,-0.02,0.23,1.343,1.24,2.331,-0.553,-0.332,-0.222,-0.221,-0.31
36,38655530,N,-136730,-3497261,33787.5,-301488.5,-958864.75,-4,-92,-17.25,5.0,100.0,-23,428,-218.75,-176.5,271.5,-58,-38,-88.75,-287.0,339.75,-71,-1517,-464.0,-463.0,2391.0,-108.811,18.922,9.946,62.068,64.652,-8199,-286753,-69097.75,-54844.0,231577.25,-0.135,0.082,-0.017,0.114,0.11,-0.135,0.335,-0.146,-0.1,-0.154,-0.045,-6.84,-1.045,-0.583,5.335,-0.0,0.156,0.098,0.041,0.085,-0.053,-3.048,-1.164,-0.598,5.437,0.09,0.059,0.138,0.065,0.032
37,38655670,N,-681478,-1404220,-549316.25,-915370.0,-1421098.5,-1,-170,9.0,-40.5,-62.25,32,-4110,110.25,-429.5,-496.75,4,-2371,-62.25,-495.0,-569.25,-29,-3705,53.75,-651.0,-2574.5,0.044,236.892,36.89,54.475,50.166,-7211,-718686,-8704.0,-135569.5,-216764.5,-0.369,0.465,0.269,0.423,0.468,-0.208,0.896,-0.359,-0.2,-0.018,-0.033,-4.486,0.157,-1.168,-2.166,-0.105,0.244,0.019,0.12,0.14,0.007,-5.511,0.319,-1.094,-3.295,-0.002,0.347,0.027,0.141,0.203
38,38655736,N,554305,1103072,468614.5,748743.0,472362.5,-4,113,-8.5,80.0,165.5,3,1735,-142.5,1134.0,2445.75,29,1975,-53.0,757.0,1642.0,-2,1382,-164.0,1034.5,2227.75,-56.717,-211.697,19.124,17.538,-93.978,3601,342706,-20250.25,254110.5,502446.25,-0.218,-1.728,0.026,-0.224,-0.706,0.387,0.649,0.204,0.058,0.121,0.11,11.907,-0.308,2.727,5.226,-0.016,-0.194,0.091,-0.032,-0.175,0.058,11.319,-0.389,2.295,5.827,-0.59,0.026,-0.117,-0.107,-0.063
39,38655776,Y,396227,-672957,21377.25,-654875.0,-817508.5,7,463,26.5,25.0,43.75,86,4119,85.5,-651.0,56.25,149,3846,254.75,681.0,46.0,138,9454,695.25,1962.5,2546.5,-36.827,-57.302,-41.792,17.348,-54.218,31911,1664068,71737.75,50758.0,76299.25,-0.305,-1.359,-0.087,-0.549,-0.416,0.386,-0.252,0.277,0.2,0.03,0.138,15.269,0.487,0.149,-0.174,-0.052,-0.108,0.004,0.013,-0.066,0.195,14.833,1.108,2.545,2.202,0.01,0.15,0.045,0.083,0.102
40,38656005,Y,-516400,739227,407174.0,662697.0,1028728.75,-6,231,-16.75,8.0,52.25,-140,3161,-264.5,239.0,952.5,-129,2326,-137.5,-33.0,276.25,-130,2339,-121.25,201.5,809.25,-166.894,109.142,39.77,50.219,51.439,-24451,517021,-47235.0,12093.0,124727.25,-0.194,0.537,-0.143,0.236,0.583,-0.084,0.3,-0.267,-0.168,-0.175,-0.095,5.323,-0.078,0.307,2.988,-0.064,0.139,0.095,0.081,0.006,-0.053,5.308,-0.038,0.323,3.424,-0.016,0.021,0.094,0.116,0.111
41,38656283,Y,184959,4423621,353129.25,-183832.5,-105846.75,6,-232,-65.25,-26.5,-24.5,-36,-1257,-801.0,77.0,-739.25,213,-918,-584.5,665.0,-762.25,235,-5922,-833.25,-1548.0,-736.5,108.811,-206.293,77.283,-8.353,-79.497,38049,-785895,-231991.75,-60354.0,-12617.0,-0.194,-3.84,-0.116,-0.292,-0.274,0.709,0.252,0.111,0.18,0.352,0.587,-7.114,-2.016,-3.626,-1.626,0.028,-0.199,-0.13,-0.115,-0.128,0.58,-8.607,-1.988,-4.227,-3.654,-0.216,-0.099,-0.107,-0.026,-0.048
42,38656284,N,1862712,1626730,1405643.25,1259762.0,1735670.5,22,11,47.25,77.0,110.5,409,-656,616.5,1549.5,2058.75,231,-565,577.25,1316.5,1299.75,460,1263,939.25,1628.5,1730.5,4.498,-215.455,-47.718,-143.247,-196.725,72918,114000,159507.0,296674.0,332416.25,0.125,-1.404,0.187,-0.038,-0.326,0.29,0.245,0.022,0.117,-0.02,1.26,0.928,1.598,2.81,2.237,0.045,-0.363,-0.042,-0.114,-0.099,1.186,0.173,1.934,3.179,2.659,0.49,-0.432,0.209,0.071,-0.099
43,38656362,N,-126345,440560,-432265.25,-182723.5,687613.5,1,480,47.5,150.0,335.75,77,7694,713.75,2218.0,3767.25,-6,6075,299.0,1360.0,5610.0,50,6759,793.0,2097.5,4602.75,73.155,-141.55,137.848,73.275,18.64,12834,1784412,142843.25,408004.0,1101767.25,-0.022,1.945,0.007,0.125,0.678,-0.591,-0.041,-0.356,0.075,-0.007,0.111,17.851,1.095,7.507,16.706,0.08,-0.007,0.176,0.058,0.146,0.105,14.459,1.09,7.74,16.136,0.185,-0.39,0.106,0.046,-0.012
