Unnamed: 0,match_id,p_total_time_played_min_diff,p_total_time_played_max_diff,p_total_time_played_mean_diff,p_total_time_played_std_diff,ph_wins_min_diff,ph_wins_max_diff,ph_wins_mean_diff,ph_wins_std_diff,ph_kills_min_diff,ph_kills_max_diff,ph_kills_mean_diff,ph_kills_std_diff,ph_deaths_min_diff,ph_deaths_max_diff,ph_deaths_mean_diff,ph_deaths_std_diff,ph_assists_min_diff,ph_assists_max_diff,ph_assists_mean_diff,ph_assists_std_diff,ph_damage_per_min_min_diff,ph_damage_per_min_max_diff,ph_damage_per_min_mean_diff,ph_damage_per_min_std_diff,ph_time_played_min_diff,ph_time_played_max_diff,ph_time_played_mean_diff,ph_time_played_std_diff,ph_total_kd_min_diff,ph_total_kd_max_diff,ph_total_kd_mean_diff,ph_total_kd_std_diff,ph_kd_ratio_min_diff,ph_kd_ratio_max_diff,ph_kd_ratio_mean_diff,ph_kd_ratio_std_diff,ph_time_played_ratio_min_diff,ph_time_played_ratio_max_diff,ph_time_played_ratio_mean_diff,ph_time_played_ratio_std_diff,ph_damage_per_min_ratio_min_diff,ph_damage_per_min_ratio_max_diff,ph_damage_per_min_ratio_mean_diff,ph_damage_per_min_ratio_std_diff,ph_assists_ratio_min_diff,ph_assists_ratio_max_diff,ph_assists_ratio_mean_diff,ph_assists_ratio_std_diff,ph_win_rate_ratio_min_diff,ph_win_rate_ratio_max_diff,ph_win_rate_ratio_mean_diff,ph_win_rate_ratio_std_diff,target
571,38721421,344828,-1695229,-345924.5,-838383.23,11,25,3.33,-0.19,203,-1029,-278.5,-499.16,103,-165,-66.17,-301.17,256,2009,546.67,526.27,-239.91,94.13,-41.41,145.79,42795,125314,29520.83,8844.18,-0.44,0.1,-0.15,0.14,-0.04,0.81,0.15,0.32,0.63,2.34,0.58,0.44,-0.16,0.01,-0.01,0.08,0.67,3.17,0.72,0.77,-0.12,-0.21,-0.13,-0.04,N
707,38735600,153612,2541930,856913.17,778449.27,14,304,47.0,101.67,327,596,306.5,180.14,171,5339,981.83,1912.18,361,12049,2266.83,4472.45,-270.92,14.29,13.51,59.51,59038,1181126,196195.5,394621.76,-0.21,-0.38,-0.07,-0.1,0.1,0.17,-0.0,-0.0,0.3,15.68,2.6,5.67,-0.18,-0.12,-0.06,0.01,0.28,19.87,3.39,7.19,-0.09,-0.41,-0.19,-0.16,N
548,38719367,597574,-159443,-233893.17,-276584.55,22,-374,-4.5,-139.46,321,-4671,-363.33,-1700.27,165,-2890,-294.0,-1154.11,239,-4677,456.17,-1767.18,-310.21,-148.32,-205.32,54.56,66436,-1165158,-8064.0,-412116.28,-0.1,0.11,0.02,0.17,0.03,0.18,0.05,0.06,0.61,-6.92,1.49,-2.01,-0.23,-0.0,-0.1,0.09,0.52,-7.67,1.4,-2.18,0.02,0.22,0.11,0.1,Y
176,38673339,-154190,6958,-580694.83,129192.85,26,-359,-82.17,-164.02,280,-4759,-1078.17,-1950.67,57,263,-45.0,-9.08,264,-10657,-2266.5,-4450.75,122.06,224.17,177.15,-0.2,62709,-1386112,-307066.0,-573774.15,-0.21,-0.7,-0.19,-0.22,0.34,0.36,0.11,-0.02,0.53,-16.67,-3.82,-6.96,0.04,0.01,0.06,-0.03,0.38,-16.83,-3.74,-6.98,-0.02,0.03,0.11,0.02,Y
291,38690827,712620,-1352722,-3957.0,-693707.41,1,-345,-8.67,-130.66,-6,-7131,-595.83,-2753.8,11,-3511,-179.83,-1370.9,-46,-4571,11.0,-1661.31,89.14,107.33,9.91,3.94,4807,-1202129,-59550.33,-473303.65,0.37,0.3,0.0,0.03,-0.13,-0.66,-0.14,-0.17,-0.03,1.41,1.27,0.3,-0.03,0.02,-0.0,0.04,-0.14,1.45,1.26,0.36,0.11,0.01,0.04,-0.02,N
645,38727783,-1541585,7765,-1392794.0,631042.72,-3,-412,-152.67,-158.11,-65,-7213,-2249.33,-2763.86,-63,-3102,-1452.83,-1164.06,-159,-8460,-3208.5,-3341.23,-20.94,121.18,44.66,49.22,-17339,-1519500,-548920.17,-575140.77,-0.04,0.6,0.05,0.28,-0.11,0.77,0.33,0.37,-0.14,-13.36,-5.17,-5.16,-0.07,0.15,-0.05,0.11,-0.2,-14.73,-5.51,-5.86,-0.09,0.11,0.03,0.03,N
478,38711655,-473861,-1538347,-1307413.17,-422708.75,-8,-166,-122.67,-90.37,-222,-1218,-1896.17,-1029.17,-204,-1527,-1281.83,-774.21,-377,-6024,-2454.17,-2220.31,152.66,177.18,118.28,2.2,-48407,-701959,-441290.17,-328227.23,-0.07,-0.11,-0.1,-0.0,-0.1,0.05,0.01,0.02,-0.96,-6.74,-3.6,-2.45,-0.02,-0.1,0.04,-0.02,-1.1,-6.02,-3.43,-2.04,-0.12,0.27,0.07,0.15,Y
547,38719315,429773,195090,154595.33,-8310.79,11,-112,56.17,-70.99,274,266,2057.83,-112.58,121,1027,1226.83,5.95,255,-2230,853.33,-1358.86,222.11,340.69,287.19,49.06,39912,-435288,216193.0,-234974.83,0.03,0.68,0.42,0.18,-0.25,-0.05,-0.14,0.08,0.22,-1.14,1.49,-1.48,0.35,0.24,0.25,-0.02,0.35,-2.21,1.68,-1.69,0.18,-0.19,-0.02,-0.15,Y
664,38729362,162745,2119994,504125.0,686004.63,28,538,251.5,193.94,483,6917,2584.33,2218.02,291,6383,2719.83,2282.53,513,13732,5786.0,5274.73,-415.92,-103.12,-160.93,123.75,100278,2167199,875333.83,758499.34,0.06,-0.44,-0.19,-0.19,-0.09,-0.75,-0.19,-0.24,0.91,15.78,7.94,5.6,-0.11,-0.01,-0.05,0.04,0.93,16.05,8.16,5.58,0.04,0.05,0.06,-0.0,N
163,38671461,728607,162050,253821.5,-61294.82,2,-394,-116.83,-197.44,90,-8347,-1984.83,-3602.6,95,-4389,-599.5,-1688.55,136,-9625,-2588.5,-4464.39,201.8,-28.79,6.71,-80.89,35836,-1219105,-394307.33,-686523.88,0.35,-1.17,-0.55,-0.56,0.33,-0.12,0.24,-0.15,0.59,-15.68,-4.83,-8.64,-0.08,-0.06,-0.1,-0.0,0.51,-14.83,-4.61,-8.17,-0.09,-0.26,-0.17,-0.04,N
629,38726591,-519344,-68082,-12885.33,55887.62,9,-9,-15.83,-0.32,61,-1347,-628.0,-446.62,-4,24,-132.17,-2.01,48,1247,7.17,493.02,76.22,-113.98,9.37,-78.5,8351,-10757,-36490.67,2429.48,-0.08,1.68,0.09,0.63,-0.16,0.68,0.18,0.27,0.08,5.76,0.82,2.3,0.01,-0.02,-0.02,-0.02,0.07,3.41,0.45,1.43,-0.08,0.46,0.01,0.18,Y
621,38725905,-862011,-431162,-914357.17,157217.76,-4,539,136.33,216.79,23,1835,709.67,1038.69,-40,562,272.17,406.04,-323,14045,3139.83,5444.44,51.65,122.02,82.77,27.84,-34471,1927196,427295.83,763317.44,0.68,-0.79,0.11,-0.48,0.01,-0.28,-0.26,-0.11,-0.47,34.94,6.88,13.37,-0.05,0.27,0.12,0.11,-0.53,31.22,6.02,11.81,0.03,0.5,0.17,0.16,Y
503,38714616,108572,184449,249976.67,227719.48,0,198,94.5,67.78,32,2820,1324.5,900.42,-105,2080,1069.0,745.35,-260,5480,1823.83,1941.11,301.07,42.62,-11.19,-87.64,-27044,610499,323789.33,228412.86,0.49,0.52,0.1,0.09,-0.21,-0.23,-0.01,-0.01,-0.13,9.3,3.37,3.13,0.2,0.18,-0.03,-0.01,-0.14,11.41,3.61,3.95,0.22,0.02,0.01,-0.08,Y
356,38697938,722138,-1122738,-59456.83,-612537.64,-8,-382,-80.5,-146.45,-88,-4790,-1003.17,-1820.22,-57,-6340,-1174.17,-2413.62,-82,-7877,-1402.33,-3107.31,28.81,187.71,81.97,80.62,-23988,-1490779,-284510.17,-576010.88,-0.19,0.06,-0.12,0.07,-0.07,0.49,0.16,0.23,-0.25,-16.91,-3.77,-6.66,-0.04,0.26,0.08,0.11,-0.23,-16.45,-3.72,-6.56,-0.21,-0.04,-0.08,0.06,Y
286,38690524,-522108,1819349,449864.17,719378.13,2,-286,-34.0,-105.29,85,-3455,-429.0,-1374.1,35,-3565,-491.83,-1271.53,-130,-5137,-501.33,-1628.17,-173.5,116.51,-37.94,75.32,-1217,-1142074,-135804.67,-425146.67,0.09,-0.22,-0.0,-0.11,0.15,-0.27,-0.11,-0.16,-0.2,-12.06,-1.54,-4.26,-0.15,-0.02,-0.03,0.04,-0.43,-10.64,-1.31,-3.74,0.01,0.05,0.04,0.01,Y
420,38704990,-613685,1021,-157299.67,281684.97,-12,229,6.17,88.72,-184,1818,93.33,959.7,-237,2558,240.17,1225.24,-240,5181,70.67,1928.3,83.24,92.37,89.83,-0.26,-62923,883638,31366.83,354133.97,-0.02,-0.57,-0.06,-0.22,0.08,-0.45,-0.14,-0.19,-0.84,11.64,-0.11,5.47,0.08,0.3,0.13,0.07,-0.58,8.3,-0.25,4.22,0.05,0.06,0.02,0.0,Y
104,38664675,1031794,257993,381833.17,-207031.05,33,10,12.33,-4.18,550,3518,900.5,1054.72,445,-400,-10.33,-181.71,585,66,483.5,-134.91,96.86,134.27,171.0,12.4,95999,150046,72617.67,42627.73,0.57,0.74,0.39,0.11,-0.02,-1.16,-0.34,-0.37,0.5,3.25,1.01,1.19,0.1,0.09,0.14,-0.04,0.8,4.07,1.33,1.39,0.15,-0.09,0.06,-0.08,Y
114,38666163,-555317,-1138357,-740291.5,-116096.74,-10,-277,-87.33,-108.79,-142,-4001,-1252.67,-1529.19,-91,-4119,-979.17,-1536.67,-290,-5305,-1466.5,-1995.16,-109.61,11.29,-69.14,26.7,-37579,-1007827,-291088.0,-386205.07,0.08,-0.43,-0.23,-0.19,0.07,0.21,0.22,0.02,-0.45,-10.81,-4.21,-5.23,-0.17,-0.18,-0.11,-0.0,-0.52,-10.9,-4.28,-5.3,-0.02,0.47,0.09,0.17,Y
636,38727120,24326,-870771,319643.0,-165660.51,11,-327,23.67,-153.47,80,-3940,266.67,-1918.35,74,-334,733.83,-377.15,145,-8305,540.67,-3393.05,165.56,63.96,27.92,-20.82,15425,-1576776,-15156.83,-695952.68,-0.0,0.59,0.09,0.21,-0.11,-0.11,-0.07,0.0,0.18,-21.26,-0.13,-8.5,0.22,0.08,0.12,-0.04,0.36,-20.32,0.42,-7.56,0.15,0.14,0.15,-0.01,Y
635,38727036,251932,-1110270,302401.17,-477037.35,-26,223,42.33,83.34,-349,4167,969.33,1680.02,-310,3284,666.83,1301.93,-348,4014,595.17,1351.26,133.04,77.6,2.45,-9.02,-98719,292213,76026.5,115544.06,0.12,-0.28,0.01,-0.14,-0.03,-0.08,0.04,-0.02,-0.95,4.41,0.75,1.62,-0.03,0.15,-0.02,0.06,-0.76,6.43,1.04,2.27,0.09,-0.02,0.04,-0.01,N
314,38693907,-675339,3017378,586430.33,1360225.75,0,-2,27.83,1.53,6,-59,298.0,-100.44,38,159,372.5,-22.24,65,1283,844.33,536.69,190.26,-97.7,36.53,-112.64,8636,-270791,57391.83,-93033.94,-0.13,-0.67,-0.29,-0.22,0.4,0.23,0.23,-0.08,0.04,-3.95,0.54,-1.02,0.03,-0.34,-0.04,-0.13,0.06,-2.19,0.91,-0.37,-0.07,-0.19,-0.08,-0.05,N
92,38662545,266407,-113409,340003.17,-245381.89,3,392,136.33,161.28,65,7531,2249.83,2881.28,19,5414,1789.33,2249.25,114,7408,2287.33,2893.45,59.3,-93.39,32.31,-54.2,14247,1273935,413524.33,521840.28,-0.16,0.78,0.05,0.32,-0.26,0.28,-0.0,0.21,0.3,34.89,7.58,13.39,0.06,0.04,0.08,-0.0,0.25,43.32,9.03,16.68,-0.04,0.08,0.04,0.02,Y
7,38649994,-566235,-439453,-642356.5,26907.64,-18,225,-9.33,86.45,-133,3734,156.33,1575.16,-254,778,-460.33,163.25,-528,3591,-646.83,1168.74,238.36,247.93,131.22,16.25,-109519,694331,-74162.67,244750.47,0.31,0.26,0.36,0.07,0.03,-0.38,-0.19,-0.12,-1.06,-3.58,-3.16,-2.2,0.18,0.3,0.09,0.04,-0.96,-3.57,-3.1,-2.02,0.1,0.23,0.11,0.07,Y
89,38662217,389092,1103072,1025684.5,299145.41,27,224,89.0,79.66,333,2960,1203.0,997.23,170,1554,828.83,493.49,397,3386,1495.33,1201.2,169.76,-99.73,-62.08,-95.96,76688,766830,293586.67,262552.64,0.2,-0.26,-0.06,-0.14,-0.13,-0.14,0.05,-0.0,0.7,6.95,2.9,2.29,0.06,-0.18,-0.09,-0.09,0.85,5.47,2.88,1.79,-0.14,-0.36,-0.16,-0.08,Y
537,38718517,-342771,-1102011,-182313.0,-166261.12,6,83,17.83,45.22,86,2973,749.5,1236.87,29,2546,366.33,891.89,79,1087,400.17,1002.84,65.25,54.19,95.52,-13.52,10560,317663,58761.0,156148.62,0.04,0.26,0.2,0.09,-0.08,-0.2,-0.08,-0.02,0.09,-7.5,-1.16,-3.06,0.13,0.09,0.13,-0.02,0.11,-10.67,-1.7,-4.2,-0.1,-0.14,0.05,-0.03,N
588,38723155,254016,424770,309538.33,-69521.92,4,128,62.67,50.65,50,1680,786.17,577.8,3,971,844.33,585.58,59,1164,904.5,580.8,146.8,335.54,27.72,62.39,6826,317273,195911.17,128698.9,-0.77,1.56,-0.14,0.76,-0.17,0.7,0.31,0.33,-0.04,3.63,2.09,1.47,0.11,0.23,-0.01,0.06,-0.05,3.94,1.93,1.48,-0.15,0.05,-0.08,0.03,N
530,38717476,212308,-1695248,-239011.67,-743588.74,3,-548,-83.33,-213.27,72,-7916,-1197.0,-3041.89,67,-6652,-1065.83,-2704.08,49,-9601,-1360.33,-3782.1,12.62,185.14,26.53,61.92,12377,-1920380,-286977.0,-740545.37,0.19,0.5,-0.01,0.16,-0.24,-0.31,-0.06,-0.04,0.11,-20.83,-3.09,-8.4,-0.01,0.24,0.07,0.1,0.15,-22.24,-3.26,-8.96,0.05,-0.12,0.0,-0.06,N
575,38721737,75049,795506,635210.33,83619.42,14,-414,-97.0,-166.3,-27,-4493,-1181.17,-1770.74,256,-3613,-751.17,-1492.88,229,-10030,-2188.83,-4009.69,73.21,-112.85,-106.6,-63.96,61330,-1358202,-299448.17,-555860.88,-0.46,-0.5,-0.43,-0.09,0.33,0.25,0.28,-0.04,0.31,-7.12,-1.88,-3.41,0.05,-0.36,-0.15,-0.15,0.34,-8.28,-2.17,-3.77,-0.01,-0.35,-0.15,-0.12,N
686,38731804,-492365,-1062084,-173344.33,-321323.53,-1,-84,-27.17,-10.43,-13,102,-17.0,412.6,-52,-1225,-411.17,-250.56,-103,-2341,-766.17,-502.54,312.54,110.54,145.19,-58.34,-11159,-238845,-93525.0,-11147.2,0.2,0.21,0.5,-0.03,-0.14,-0.22,-0.17,-0.01,-0.06,-1.19,-0.88,0.07,0.08,0.14,0.08,0.01,-0.08,-0.8,-0.76,0.26,0.11,0.3,0.13,0.07,Y
260,38687106,-55876,-1951002,-1176306.67,-685243.37,-2,-171,-58.33,-85.49,-31,-2393,-596.83,-1024.05,-112,-1433,-502.17,-738.7,-158,-4856,-1480.17,-2119.91,95.46,182.82,173.13,15.85,-25679,-550989,-183548.5,-274636.52,0.08,1.27,0.37,0.45,-0.13,0.08,0.0,0.06,-0.28,-5.67,-1.84,-2.75,-0.01,0.12,0.08,0.06,-0.34,-6.84,-2.13,-3.13,0.22,-0.13,-0.02,-0.14,Y
140,38668920,604030,-930773,-519656.83,-518421.24,4,-150,13.0,-55.85,59,1617,599.83,661.04,-17,-910,324.33,-213.3,20,-6582,-344.17,-2663.19,335.83,-93.06,7.59,-163.26,7095,-608320,31633.5,-218043.07,-0.25,0.52,0.12,0.27,-0.04,0.55,0.16,0.22,0.1,-12.09,-0.78,-4.67,0.18,-0.05,-0.02,-0.07,0.1,-15.55,-1.31,-5.98,0.11,0.04,0.08,-0.02,Y
28,38654358,-930937,-382998,-258446.17,396130.3,12,98,15.67,23.56,127,1411,487.5,416.28,142,1289,333.33,374.68,290,1481,199.0,457.38,44.27,128.48,1.53,39.86,45281,362530,78483.83,101688.54,0.04,0.41,0.21,0.28,-0.19,0.84,0.1,0.44,0.22,10.19,1.78,3.62,-0.08,0.25,-0.03,0.13,0.32,9.2,1.69,3.27,0.02,-0.1,-0.02,-0.0,N
43,38656362,-126345,440560,68508.0,354371.2,1,480,198.67,190.11,77,7694,2783.83,2787.54,-6,6075,2626.83,2803.46,50,6759,2800.0,2647.24,73.16,-141.55,39.66,-90.46,12834,1784412,666788.67,700500.69,-0.02,1.94,0.5,0.76,-0.59,-0.04,-0.17,0.25,0.11,17.85,8.62,8.26,0.08,-0.01,0.1,-0.04,0.1,14.46,7.98,7.34,0.18,-0.39,-0.0,-0.2,N
42,38656284,1862712,1626730,1559590.5,-19814.23,22,11,57.67,-2.33,409,-656,897.67,-235.26,231,-565,654.0,-243.3,460,1263,1242.33,186.22,4.5,-215.46,-121.31,-85.59,72918,114000,206396.83,8653.95,0.12,-1.4,-0.25,-0.6,0.29,0.24,0.12,-0.03,1.26,0.93,1.84,-0.24,0.04,-0.36,-0.11,-0.13,1.19,0.17,1.95,-0.42,0.49,-0.43,0.05,-0.32,N
73,38660335,1322696,-792299,214865.0,-829056.71,22,43,34.0,17.1,233,142,153.17,-54.14,228,596,268.5,153.5,251,1325,571.33,432.18,-306.14,-136.72,-182.41,60.14,58115,191375,102962.83,53350.68,0.06,-0.31,-0.15,-0.17,0.21,-0.68,0.02,-0.4,0.66,5.7,1.75,1.82,-0.23,-0.29,-0.21,0.01,0.94,5.14,1.58,1.64,0.06,-0.19,-0.05,-0.1,N
167,38672150,-213242,344960,303487.33,126706.15,-21,-160,-198.67,-66.14,-262,-381,-2815.83,-466.69,-70,-506,-1384.5,-468.09,-341,-5672,-3978.33,-1925.39,122.74,118.97,6.33,-7.03,-37853,-767818,-715568.5,-334065.77,-0.8,-0.57,-0.52,0.07,0.39,0.45,0.32,0.08,-0.74,-7.22,-6.84,-3.28,0.03,-0.04,-0.02,-0.01,-0.86,-5.23,-6.27,-1.81,-0.46,-0.16,-0.24,0.13,N
350,38697328,398259,1139202,16041.67,140147.77,2,-654,-111.33,-262.15,29,-6908,-1157.33,-2743.06,43,-6460,-1071.17,-2593.8,103,-13430,-2280.83,-5401.46,-241.87,-345.11,-86.96,-23.98,15225,-2289575,-387434.67,-919747.7,-0.12,-1.17,-0.39,-0.37,0.48,0.48,0.24,0.02,0.13,-23.52,-3.98,-9.47,-0.21,-0.78,-0.09,-0.23,0.12,-23.89,-4.01,-9.6,-0.05,-1.0,-0.4,-0.44,N
619,38725723,-811016,494974,-733114.17,418661.32,-8,103,-17.0,32.92,-262,1353,-215.5,473.22,-175,621,-338.0,195.21,-164,2567,-138.17,1010.22,-26.74,236.6,77.72,120.9,-44248,479200,-42204.0,165533.74,-0.0,0.88,0.22,0.36,-0.25,0.16,-0.06,0.19,-0.37,0.2,-1.27,0.17,0.0,0.2,0.05,0.12,-0.34,-0.86,-1.39,-0.19,0.18,0.38,0.22,0.12,Y
66,38659523,-318557,-1405575,-543614.67,-796457.98,-25,-31,-56.83,-11.06,-343,-667,-785.17,-281.37,-90,-527,-633.0,-172.89,-328,169,-827.67,84.27,-6.62,-40.68,-56.94,-11.14,-62248,-86928,-169473.0,-27758.54,0.15,-1.34,-0.23,-0.5,0.36,-0.08,0.0,-0.13,-0.69,-1.01,-1.55,-0.45,-0.0,0.12,0.02,0.05,-0.69,-1.51,-1.67,-0.49,-0.01,0.12,0.06,0.03,N
11,38650735,247496,-813297,-421042.67,-434256.98,-6,-69,13.67,-5.46,-41,-6025,-731.83,-1821.04,-26,-861,148.67,-248.16,-49,7520,1540.33,3007.7,-224.63,-106.78,-180.71,47.67,-3702,-292091,38738.83,-42559.64,-0.17,-0.33,-0.44,-0.04,0.26,0.44,0.39,0.05,-0.03,4.13,1.58,2.1,-0.2,-0.04,-0.19,0.06,0.0,10.23,2.6,4.29,-0.41,0.06,-0.12,0.15,N
367,38698685,-667780,837378,-789599.17,546896.06,-42,976,100.83,389.28,-370,14265,1607.17,6208.26,-252,15019,1920.17,5949.22,-810,25012,3535.67,9788.95,-214.33,-119.41,-67.97,53.66,-124791,3436745,345467.0,1368571.41,-0.34,-0.11,-0.23,0.08,-0.02,0.32,0.2,0.09,-1.28,21.12,1.84,9.34,-0.19,0.02,-0.06,0.08,-1.37,32.13,3.88,12.66,0.05,-0.08,-0.03,-0.05,Y
576,38721872,424239,-820316,402835.83,-527643.25,-7,-218,-53.83,-89.27,-114,-4760,-1156.0,-1919.67,-51,-1518,-386.67,-634.66,-204,-3673,-908.67,-1490.85,-216.9,-198.58,-225.02,9.61,-23597,-661930,-169809.83,-274771.08,-0.17,-0.08,-0.32,-0.04,-0.06,0.01,0.07,-0.01,-0.18,-15.15,-3.06,-6.14,-0.19,-0.2,-0.2,-0.02,-0.32,-16.52,-3.38,-6.57,0.02,-0.11,-0.03,-0.03,Y
178,38673734,1003926,-1278331,419408.83,-797589.99,-1,158,-5.33,38.1,245,-2447,-942.17,-999.1,93,1023,-84.33,90.82,309,5478,679.67,1893.27,-509.47,-12.59,-109.1,169.61,55696,585393,22544.17,140486.34,-0.58,-0.48,-0.41,0.03,-0.04,0.42,0.19,0.17,0.31,10.67,1.35,3.14,-0.38,-0.21,-0.16,0.05,0.28,11.21,1.49,3.57,-0.07,-0.12,-0.12,-0.02,N
275,38689582,159415,-254509,-97070.0,61187.73,-6,502,107.83,197.64,-46,3265,886.5,1310.16,-21,4911,1118.17,1920.42,-51,12108,2523.33,4691.54,55.49,-58.45,-26.1,-51.33,-14221,1866744,399729.17,732764.98,-0.07,-1.0,-0.34,-0.48,0.41,0.59,0.23,0.02,-0.14,20.94,4.26,8.35,0.07,-0.22,-0.09,-0.12,-0.13,20.27,4.16,8.02,-0.34,-0.11,-0.11,0.08,N
473,38711319,829443,-20812,145042.5,-191396.35,-9,-63,-45.5,-23.14,-135,-995,-775.0,-332.92,-140,-787,-547.67,-290.68,-209,-1915,-793.17,-537.45,-206.46,-20.32,-144.15,65.07,-39158,-243337,-155285.5,-79858.88,-0.11,-0.7,-0.26,-0.19,0.29,0.1,0.08,-0.03,-0.38,-1.95,-1.19,-0.61,-0.12,-0.07,-0.13,0.01,-0.44,-1.68,-1.19,-0.51,0.08,0.11,0.0,0.02,Y
544,38719037,-189124,-93326,-178152.83,98480.66,26,120,51.33,31.61,327,3075,896.0,968.7,344,964,803.67,284.57,478,994,794.83,155.22,-8.71,-283.07,-59.85,-94.61,87353,339129,175492.17,93317.98,-0.07,-1.51,-0.59,-0.6,0.4,0.21,0.28,-0.06,0.73,1.74,1.21,0.39,0.04,-0.58,-0.12,-0.23,0.85,1.4,1.13,0.28,-0.06,-0.06,0.0,0.0,Y
300,38691857,-488389,-1097657,-622666.83,-258788.68,8,4,16.0,9.19,47,70,219.33,60.76,36,-1124,-9.5,-195.61,116,563,400.83,317.62,202.4,-74.55,122.43,-94.04,10867,-107582,33545.0,-3648.53,0.43,-0.37,0.29,-0.34,0.14,-0.71,-0.26,-0.32,0.05,-1.81,0.16,-0.47,0.25,-0.24,0.04,-0.15,0.14,-3.65,0.09,-1.03,0.38,0.3,0.19,-0.01,N
432,38706305,-404221,-1034137,-836303.67,22335.08,-1,45,-2.0,19.64,-21,1891,58.5,750.51,-51,963,39.0,381.31,-74,78,-178.5,77.69,-161.28,-150.64,-102.87,-1.18,-14935,177070,-17273.67,76269.47,0.0,-0.33,-0.12,-0.19,-0.04,0.85,0.12,0.32,-0.17,-5.27,-1.18,-2.01,-0.33,0.04,-0.09,0.12,-0.16,-6.37,-1.34,-2.47,-0.1,0.83,0.24,0.29,Y
177,38673518,-30394,1711407,386230.17,783600.82,-3,-40,-7.67,-15.8,-111,-4323,-769.5,-1730.8,47,-444,-113.5,-159.42,-132,-188,-107.67,-41.61,-141.79,107.62,27.56,101.95,-3705,-43168,-16923.5,-12596.8,-0.22,-2.23,-0.5,-0.75,0.36,0.48,0.17,0.05,-0.2,-1.22,-0.41,-0.39,-0.26,0.14,0.0,0.11,-0.3,-5.1,-1.1,-1.96,0.01,-0.16,0.02,-0.05,Y
468,38710800,-678528,567663,-163794.0,394248.07,-13,-43,-26.83,-11.33,-249,-343,-365.33,-36.71,-37,-310,-280.5,-107.86,-164,-1488,-662.0,-518.63,-220.62,20.68,-85.07,70.78,-33189,-121418,-82159.0,-32612.58,-0.32,-0.46,-0.19,0.0,0.23,0.24,0.11,0.02,-0.61,-1.6,-0.86,-0.41,-0.08,-0.0,-0.04,0.01,-0.65,-2.31,-1.24,-0.71,0.12,0.01,0.01,-0.02,N
456,38709312,1160826,-223608,614558.0,-583023.3,-11,-72,-28.83,-36.84,-130,-1278,-362.67,-507.39,-31,-728,-195.67,-361.23,-188,-2300,-813.67,-1134.36,-540.36,145.35,-94.38,251.06,-17665,-349488,-109672.67,-158223.94,-1.27,0.26,-0.85,0.53,-0.31,0.61,0.2,0.33,-0.17,-3.01,-0.71,-1.19,-0.69,-0.06,-0.21,0.22,-0.29,-3.81,-0.86,-1.36,-1.05,-0.65,-0.31,0.12,N
83,38661418,-308149,-182715,124375.83,123418.32,3,38,39.33,15.18,21,402,661.5,151.45,97,1473,648.0,504.15,199,-438,471.17,-228.1,184.69,66.32,109.14,-13.18,17617,101881,120607.17,43749.82,-0.03,0.0,-0.19,0.06,-0.1,0.67,0.18,0.19,0.14,-1.78,0.71,-0.72,0.09,0.19,0.01,0.02,0.42,-3.14,0.52,-1.33,0.08,0.16,0.02,0.0,Y
218,38682026,110276,3569842,1019165.83,1317297.56,-16,399,92.5,153.14,-267,5475,1276.67,2114.02,-225,2975,811.0,1120.64,-285,6121,1866.33,2442.52,43.15,-209.28,-115.26,-87.35,-53403,1151172,297892.17,439162.48,0.28,0.13,0.08,-0.05,-0.14,-0.42,-0.21,-0.06,-0.48,9.45,3.04,3.5,-0.05,0.03,-0.02,0.01,-0.55,10.8,3.62,4.0,0.03,0.22,0.05,0.06,Y
465,38710648,698046,447212,818479.33,-420108.92,5,-164,-14.67,-96.62,-98,2579,1001.5,818.73,20,-2404,-435.5,-1343.64,508,-4486,-817.0,-2369.66,215.45,-154.32,-11.47,-159.73,54666,-413043,-54003.67,-313608.96,0.52,1.12,0.4,0.12,-0.12,-1.17,-0.39,-0.41,0.49,-13.55,-3.04,-6.17,0.2,-0.29,-0.05,-0.21,0.64,-13.68,-3.48,-6.57,0.15,-0.2,-0.01,-0.12,Y
436,38706756,36802,-1468819,-215661.83,-426452.18,-6,-86,-16.83,-28.83,1,-1480,-281.5,-555.23,-51,-1230,-178.83,-443.37,-41,-1631,-356.0,-590.22,342.13,-228.64,-47.0,-176.56,4521,-283506,-51209.33,-102705.17,0.49,-0.08,-0.23,-0.2,-0.04,-0.87,0.13,-0.42,0.08,-4.01,-0.81,-1.57,0.28,-0.1,-0.06,-0.15,0.07,-4.25,-0.87,-1.64,0.01,-0.2,-0.06,-0.1,N
606,38724722,-774076,-252887,-185996.33,69436.46,-4,60,2.33,62.18,-85,571,310.33,648.8,-185,-582,-399.33,220.98,-217,521,-651.5,678.99,76.5,-15.64,2.51,-41.28,-47002,330796,58170.67,287494.35,0.56,0.06,0.44,-0.09,-0.0,-0.32,-0.32,-0.1,-1.72,-19.72,-3.84,-5.56,-0.01,0.15,0.0,0.04,-1.69,-27.53,-5.61,-8.12,0.11,0.01,0.1,-0.01,N
