Unnamed: 0,match_id,p_total_time_played_min_diff,p_total_time_played_max_diff,p_total_time_played_mean_diff,p_total_time_played_std_diff,ph_wins_min_diff,ph_wins_max_diff,ph_wins_mean_diff,ph_wins_std_diff,ph_kills_min_diff,ph_kills_max_diff,ph_kills_mean_diff,ph_kills_std_diff,ph_deaths_min_diff,ph_deaths_max_diff,ph_deaths_mean_diff,ph_deaths_std_diff,ph_assists_min_diff,ph_assists_max_diff,ph_assists_mean_diff,ph_assists_std_diff,ph_damage_per_min_min_diff,ph_damage_per_min_max_diff,ph_damage_per_min_mean_diff,ph_damage_per_min_std_diff,ph_time_played_min_diff,ph_time_played_max_diff,ph_time_played_mean_diff,ph_time_played_std_diff,ph_total_kd_min_diff,ph_total_kd_max_diff,ph_total_kd_mean_diff,ph_total_kd_std_diff,ph_kd_ratio_min_diff,ph_kd_ratio_max_diff,ph_kd_ratio_mean_diff,ph_kd_ratio_std_diff,ph_time_played_ratio_min_diff,ph_time_played_ratio_max_diff,ph_time_played_ratio_mean_diff,ph_time_played_ratio_std_diff,ph_damage_per_min_ratio_min_diff,ph_damage_per_min_ratio_max_diff,ph_damage_per_min_ratio_mean_diff,ph_damage_per_min_ratio_std_diff,ph_assists_ratio_min_diff,ph_assists_ratio_max_diff,ph_assists_ratio_mean_diff,ph_assists_ratio_std_diff,ph_win_rate_ratio_min_diff,ph_win_rate_ratio_max_diff,ph_win_rate_ratio_mean_diff,ph_win_rate_ratio_std_diff,target
226,38683062,318735,-620409,-110954.5,-329933.03,-21,120,75.0,72.4,-118,2802,1109.17,1309.44,-318,176,370.33,286.36,-225,2202,1430.5,1515.08,94.13,286.0,116.75,62.49,-51678,373944,262220.33,270898.52,0.19,0.4,0.4,0.09,-0.25,-0.19,-0.16,-0.0,-0.4,5.12,2.08,2.05,-0.01,0.02,0.01,0.02,-0.3,7.86,2.41,2.96,0.11,-0.01,0.06,-0.04,Y
469,38710901,1706900,316124,1243914.83,-548388.57,7,105,46.5,60.64,147,4695,738.83,1613.0,257,1803,371.67,556.17,159,1816,562.17,856.56,-318.43,-158.12,-197.89,47.23,52006,427007,165041.17,233862.53,-0.24,-0.35,-0.24,0.04,-0.1,0.53,0.19,0.19,0.44,3.11,1.82,1.78,-0.17,-0.08,-0.17,0.03,0.3,-0.28,0.99,0.35,-0.22,-0.06,-0.09,0.08,N
670,38730032,933853,2663538,1314558.33,645245.21,-2,1389,286.67,523.12,-43,20416,3831.0,7792.5,40,19466,3773.33,7441.77,110,34442,6851.17,13074.53,-216.38,-345.3,-180.92,-87.24,18877,4998282,1010163.5,1873025.18,-0.03,-0.42,-0.39,-0.19,0.12,-0.06,0.09,-0.09,0.34,39.43,10.57,14.44,0.09,-0.17,-0.06,-0.11,0.28,47.44,11.76,17.64,0.2,-0.39,-0.09,-0.21,N
103,38664459,639155,-1227461,-392882.0,-982202.48,13,56,39.17,10.56,266,1169,859.5,357.05,187,165,355.33,-36.49,123,118,535.33,-143.08,470.1,145.77,135.02,-87.63,41273,368970,185545.0,104068.0,0.52,0.39,0.32,0.06,-0.17,-0.8,-0.2,-0.22,0.28,1.9,2.42,1.52,0.49,0.13,0.17,-0.11,0.2,-0.21,1.96,0.82,-0.16,-0.13,-0.1,0.0,N
421,38705046,-1115,884207,559379.83,307483.0,-1,515,94.67,204.5,-32,3552,711.33,1392.33,-56,4280,779.5,1705.94,-137,9303,1632.83,3725.73,-194.25,92.8,-54.35,133.7,-15133,1802106,327868.17,718809.67,-0.44,0.73,0.14,0.52,-0.18,0.32,-0.0,0.2,-0.17,23.3,3.79,8.88,0.0,-0.17,-0.07,-0.05,-0.21,20.79,3.06,7.82,0.12,-0.07,-0.03,-0.06,N
506,38715075,1467527,3032028,1994908.67,824763.26,-20,182,-11.17,67.16,-249,2538,-8.83,1117.71,-87,3459,346.5,1300.5,-308,3146,-3.5,1224.94,-77.44,-78.93,-41.09,20.85,-47770,465797,-9958.33,177709.97,-0.39,-0.98,-0.55,-0.22,0.27,0.39,0.23,0.05,-0.45,3.49,-0.2,1.35,-0.09,-0.04,-0.03,0.01,-0.51,4.09,-0.21,1.64,-0.27,-0.23,-0.24,0.02,N
536,38718311,183907,-195942,228673.67,28035.91,18,21,-4.33,-24.09,324,1241,521.5,305.91,165,-756,-226.5,-630.0,242,-551,-273.83,-781.51,387.24,55.51,292.85,-88.74,61410,-8870,-25888.83,-118455.71,0.94,-0.09,0.62,-0.36,-0.05,-1.86,-0.5,-0.68,0.88,-6.34,-0.88,-2.92,0.34,-0.09,0.19,-0.12,0.7,-5.65,-0.73,-2.68,1.01,0.1,0.19,-0.35,Y
74,38660473,194563,-1588327,-122632.5,-643372.3,-5,-157,5.33,-61.66,-28,-108,495.5,117.87,-61,-1102,211.17,-503.8,-91,-3795,-273.83,-1576.49,5.11,168.82,17.48,53.22,-17319,-689897,-7033.67,-281420.86,0.13,-0.56,-0.21,-0.28,0.23,-0.16,0.16,-0.18,-0.12,-6.04,0.66,-1.96,0.13,-0.23,-0.05,-0.12,-0.04,-4.28,0.87,-1.15,0.02,-0.01,0.03,-0.02,N
115,38666259,-1134295,3736286,-795858.83,1843709.82,-14,-108,-108.5,-17.18,-154,-2299,-1503.5,-519.05,-169,-2570,-1471.83,-619.65,-225,-4715,-2254.0,-958.48,133.64,217.26,105.94,42.01,-36819,-371590,-376100.33,-58426.73,0.01,0.63,0.32,0.19,-0.14,-0.1,-0.17,0.04,-0.34,2.21,-2.87,1.52,0.05,0.22,0.14,0.06,-0.38,1.22,-2.94,1.56,-0.03,0.0,-0.04,0.01,N
407,38702841,315778,1625233,-145834.0,537485.26,1,-59,-36.0,-23.79,31,-480,-251.5,-103.91,48,-639,-296.67,-229.95,3,-1624,-677.0,-623.79,-47.53,102.14,109.25,60.06,10935,-251665,-117735.0,-106148.12,0.06,-0.28,-0.12,-0.14,-0.12,0.2,0.01,0.14,0.12,-7.47,-2.51,-3.17,-0.13,0.03,0.09,0.05,-0.02,-8.01,-2.6,-3.14,-0.14,-0.12,-0.11,0.02,N
682,38731161,-1752552,-1554408,-1301993.33,78416.86,-32,-378,-239.5,-124.33,-633,-11555,-4096.33,-3831.92,-590,-8373,-3049.83,-2702.28,-749,-3657,-4217.83,-1490.64,165.49,58.65,76.91,-64.86,-130753,-1412117,-789182.5,-484966.73,-0.19,0.87,0.17,0.38,-0.13,0.24,0.0,0.12,-1.95,-14.69,-9.23,-5.76,0.08,0.08,-0.01,-0.01,-2.14,-14.63,-9.6,-5.46,0.0,0.07,0.0,0.03,N
119,38666485,363483,3236775,1530006.5,1244907.06,0,14,23.0,22.42,-40,-209,172.83,446.51,171,-571,618.0,188.07,171,3417,290.5,1367.18,-193.99,-103.75,-111.0,61.38,27215,129059,120414.5,122135.42,-0.6,-3.21,-1.18,-0.92,0.66,0.84,0.57,0.1,0.38,11.12,2.25,4.22,-0.06,-0.2,-0.05,-0.04,0.33,13.49,1.75,5.19,-0.26,-0.41,-0.18,-0.06,N
53,38657497,-573886,16400,-331866.67,466371.41,-1,-489,-205.5,-211.2,16,-9123,-2859.33,-3507.08,-5,-6082,-2223.5,-2495.81,53,-7367,-3339.0,-3287.33,-10.56,182.79,58.66,77.25,3892,-1636764,-685003.5,-703526.63,0.24,-0.36,0.1,-0.16,-0.02,-0.15,-0.04,-0.04,0.02,-20.77,-7.93,-8.54,-0.02,0.27,0.09,0.12,0.03,-16.4,-7.64,-7.72,0.1,-0.21,-0.06,-0.1,Y
151,38669978,161163,-2839096,-679893.0,-1024170.2,27,108,17.5,25.08,353,-2545,-300.67,-880.53,495,1809,422.5,579.67,463,4435,748.5,1400.01,-218.81,-2.42,-44.25,96.0,116591,249420,17830.67,40643.7,-0.26,-0.4,-0.18,-0.03,-0.07,0.28,0.23,0.1,0.61,5.72,-0.1,1.02,-0.26,0.13,-0.07,0.12,0.68,7.38,0.35,1.5,-0.04,-0.03,-0.03,0.01,Y
403,38702549,-598494,341116,-122364.0,432603.59,-8,-100,-44.5,-38.78,-212,-1291,-601.67,-476.83,-189,-926,-512.5,-453.54,-124,-3117,-833.5,-1051.05,-146.92,-65.88,-13.26,23.4,-41056,-385682,-169498.5,-142669.12,-0.28,-0.11,-0.09,0.14,-0.09,0.19,0.01,0.1,-0.39,0.35,-0.81,0.24,0.12,-0.01,0.08,-0.06,-0.31,0.6,-0.56,0.48,0.07,0.36,0.22,0.07,Y
667,38729718,98970,-1266752,-720507.5,-272633.52,8,26,-82.17,3.98,70,276,-1187.83,-5.02,144,589,-680.67,164.97,129,1391,-1638.83,261.85,28.51,51.4,18.77,8.0,29265,-32390,-322907.17,-51719.51,-0.03,-0.93,-0.16,-0.37,0.24,0.24,0.16,0.04,0.1,-6.95,-4.39,-3.79,-0.05,-0.01,-0.01,-0.0,0.16,-6.07,-3.96,-3.66,-0.18,-0.16,-0.09,-0.02,N
207,38679116,766415,-2705741,-265190.33,-1100092.01,12,132,57.17,47.44,228,2473,1129.0,1088.95,48,1277,489.0,445.6,94,1258,651.67,298.75,189.42,-99.2,161.27,-65.85,28710,407381,155693.83,126878.31,0.36,0.25,0.42,-0.06,0.04,-1.12,-0.52,-0.38,0.2,13.22,2.8,4.57,0.21,-0.07,0.17,-0.11,0.21,10.58,2.69,3.72,0.03,0.29,0.2,0.07,Y
470,38710998,-47584,487403,-59575.83,215274.16,2,-108,-36.33,-31.13,13,-4057,-1059.67,-1412.95,38,-348,-184.5,-10.73,8,-120,-288.0,86.44,-291.98,-126.93,-159.13,79.39,11744,-234179,-103776.83,-82102.2,0.0,1.0,0.06,0.5,-0.1,0.06,0.14,0.09,0.08,-6.11,-2.41,-2.92,-0.33,-0.08,-0.18,0.08,0.11,-3.65,-1.88,-1.78,-0.18,-0.53,-0.2,-0.12,N
590,38723296,-476173,-1123719,-1152506.67,-153946.89,-36,-462,-112.33,-154.17,-525,-7491,-1745.0,-2485.06,-419,-5685,-1566.17,-1890.96,-584,-7390,-1981.5,-2490.94,-48.85,161.45,46.67,64.95,-132709,-1466426,-404365.5,-485128.96,-0.05,0.66,0.38,0.3,-0.28,-0.22,-0.31,0.05,-1.4,-11.65,-2.94,-3.9,-0.09,0.23,0.03,0.12,-1.21,-11.19,-2.73,-3.92,0.06,0.35,0.17,0.12,Y
480,38711957,332410,102995,15506.17,-60012.69,6,7,-7.0,7.01,-30,-2041,-611.83,-670.1,50,1237,-66.17,588.64,91,1137,-76.0,555.84,-86.61,-75.8,-169.54,19.56,16546,-61691,-68963.5,-3921.67,-0.14,0.86,-0.14,0.39,-0.07,-0.11,0.1,-0.04,0.33,0.6,-0.09,0.3,-0.13,-0.06,-0.12,0.03,0.24,-0.67,-0.3,-0.21,0.19,0.12,0.11,-0.04,Y
594,38723831,1258401,-836830,150740.67,-777018.14,3,166,57.5,62.78,33,1038,420.33,363.53,101,1398,549.17,479.34,80,3798,1298.33,1362.17,-37.8,-87.79,-23.41,-8.4,9262,478775,172871.67,178229.8,-0.27,-1.72,-0.65,-0.57,0.36,0.35,0.26,-0.07,0.08,5.32,2.08,2.43,0.01,-0.05,0.06,-0.02,0.14,6.36,2.48,2.82,0.31,-0.1,0.07,-0.13,Y
8,38649996,1079349,101949,530152.17,-364572.09,25,7,16.33,-6.39,330,1609,347.0,373.74,232,852,-2.67,-49.99,542,-968,488.83,-376.33,-237.21,-188.89,-134.73,15.77,84899,254526,92301.33,45854.17,-0.18,0.36,-0.01,0.17,0.14,-0.08,0.08,-0.05,1.05,2.2,0.77,0.38,-0.25,-0.17,-0.17,0.0,1.07,0.66,0.68,-0.22,-0.04,0.1,0.04,0.06,Y
572,38721425,28625,-764076,-423984.67,-10100.3,-35,-562,-162.33,-203.47,-387,-11148,-2798.83,-4134.47,-223,-10069,-2335.83,-3724.39,-565,-4648,-2423.0,-1630.53,-9.98,-29.72,-9.49,-10.93,-100142,-1591639,-506441.0,-574462.0,0.22,0.01,0.22,-0.0,-0.12,-0.08,-0.25,0.05,-1.08,-12.9,-5.62,-5.09,0.12,0.33,0.14,0.08,-1.19,-9.82,-6.08,-4.68,0.03,0.1,0.01,0.04,N
36,38655530,-136730,-3497261,-878235.33,-1334265.08,-4,-92,3.5,-21.84,-23,428,40.0,220.07,-58,-38,-24.0,42.07,-71,-1517,60.67,168.31,-108.81,18.92,15.39,39.41,-8199,-286753,-25239.67,-72263.16,-0.14,0.08,0.04,0.1,-0.14,0.34,-0.06,0.17,-0.04,-6.84,-0.32,-1.56,-0.0,0.16,0.08,0.04,-0.05,-3.05,0.3,-0.19,0.09,0.06,0.08,-0.03,N
452,38708824,-328124,-427097,201286.0,-121715.94,-1,-177,-97.17,-72.78,-28,-1739,-1230.67,-757.48,35,-2216,-816.67,-753.77,-23,-3996,-1968.67,-1713.09,-110.58,130.87,-18.55,77.64,9680,-751154,-367649.0,-298004.7,-0.45,0.04,-0.34,0.25,-0.1,0.28,0.28,0.14,0.0,-25.58,-8.28,-9.33,-0.07,0.3,-0.02,0.11,-0.11,-22.54,-7.78,-8.07,-0.38,0.21,0.03,0.17,N
139,38668877,448594,539561,238754.33,-180533.99,15,-123,-73.67,-63.68,125,-1254,-1103.5,-820.87,140,-1262,-622.17,-641.93,281,-645,-645.17,-384.3,-69.86,-174.4,-73.94,-59.21,39854,-339597,-209527.83,-171464.93,-0.02,-0.41,-0.17,-0.15,0.09,-0.16,-0.02,-0.08,0.43,-17.37,-6.84,-7.94,-0.02,-0.19,-0.07,-0.05,0.48,-18.53,-6.44,-7.51,0.09,0.02,0.04,-0.04,Y
253,38686066,-1140820,-1030285,-474583.17,127064.65,-28,236,46.67,94.82,-172,3295,765.83,1290.4,-258,2310,347.67,914.63,-694,2902,403.0,1249.93,75.59,327.98,201.39,73.28,-97857,536542,81730.83,219121.52,0.08,0.58,0.55,0.17,-0.0,0.59,-0.14,0.22,-0.99,5.09,1.32,2.61,-0.13,0.22,0.19,0.13,-1.32,7.1,1.96,3.7,0.08,0.24,0.27,0.05,N
303,38691981,217851,-2147881,-693536.33,-763373.61,3,218,48.5,87.33,92,395,-73.67,217.56,57,2239,340.5,918.97,-27,-54,567.33,188.27,-45.57,95.26,-28.16,53.5,12484,317688,72842.67,135372.49,0.02,1.13,0.13,0.47,-0.21,-0.53,-0.14,-0.13,0.09,9.36,3.35,3.64,0.04,-0.03,0.01,-0.03,-0.05,8.07,3.64,3.47,-0.03,-0.05,0.07,-0.02,Y
532,38717650,-69382,-1200581,-791099.0,-465462.93,-15,-97,-31.0,-30.8,-286,-1643,-465.67,-514.53,-144,-1591,-503.17,-491.62,-234,-995,-470.17,-297.34,-269.52,17.0,36.92,107.95,-42437,-407878,-121064.0,-126844.04,0.05,0.67,0.31,0.2,-0.12,-0.32,-0.21,-0.05,-0.35,-2.2,-0.59,-0.67,-0.15,-0.02,0.07,0.04,-0.47,-1.11,-0.35,-0.34,-0.27,0.16,0.08,0.13,N
535,38718000,668467,225743,97552.67,115782.56,-15,82,-3.17,46.61,-210,3763,201.67,1339.8,-202,1649,139.17,779.8,-376,3279,-49.17,1425.5,228.68,1.26,107.8,-64.27,-54553,257802,-31746.83,139743.09,0.11,-0.77,0.02,-0.34,0.08,-0.11,-0.04,-0.08,-0.4,-11.64,-2.69,-3.64,0.28,-0.05,0.08,-0.1,-0.5,-11.84,-2.98,-3.58,-0.06,0.13,0.05,0.07,Y
368,38698764,30627,863490,67072.33,460326.81,14,135,42.5,48.37,180,2246,698.83,801.38,186,1797,509.67,658.98,219,3795,877.5,1250.32,67.31,-59.39,8.89,-41.11,45940,617736,185573.33,222134.26,0.12,0.21,0.01,0.05,0.1,-0.17,0.01,-0.1,0.4,0.6,1.45,0.18,0.16,-0.04,0.04,-0.08,0.38,-0.18,1.3,-0.03,-0.04,-0.9,-0.26,-0.32,N
59,38658361,-470314,-4527661,-2066553.67,-1646473.22,-27,-182,-79.0,-59.6,-230,-2198,-1160.33,-814.25,-253,-2970,-1039.83,-1015.42,-695,-3069,-1521.67,-1008.69,0.46,465.29,35.51,173.87,-81804,-753315,-316116.67,-256382.69,0.03,-0.18,-0.09,-0.09,0.21,-0.39,-0.13,-0.26,-1.09,-7.31,-2.8,-2.44,-0.04,0.44,0.07,0.15,-0.93,-5.73,-2.48,-1.83,0.13,0.21,0.12,0.02,Y
111,38665592,104062,-324006,-728915.0,-75256.91,-7,20,-6.17,7.07,49,829,-40.67,297.1,-10,455,9.33,167.78,-156,-503,-266.33,-236.57,-29.98,-280.02,-76.89,-146.87,-37134,53834,-18553.5,22927.8,0.14,-1.19,-0.31,-0.63,0.32,0.18,0.16,-0.11,-0.07,-0.82,-0.56,-0.49,0.04,-0.29,-0.1,-0.14,-0.08,-1.51,-0.74,-0.65,0.03,-0.16,-0.02,-0.1,Y
668,38729885,76871,252641,-104139.5,-121367.28,7,164,31.5,-0.43,85,6360,1320.0,1874.09,69,3585,1379.83,1345.52,165,1498,-191.67,-973.56,132.12,3.06,30.32,-53.79,29410,723352,148470.5,66408.05,-0.58,-0.77,-0.36,-0.01,0.28,1.01,0.41,0.31,0.38,10.11,-0.1,0.36,-0.06,-0.02,-0.08,0.02,0.38,8.98,-0.31,-0.07,0.11,-0.24,-0.02,-0.09,N
517,38716284,-1337127,1357688,-535269.5,1036303.12,2,191,37.17,72.92,67,976,299.0,358.96,20,964,182.5,368.56,-6,5274,838.83,2023.09,208.34,81.95,108.2,-6.52,13803,555946,108726.67,213393.91,0.24,-0.06,0.38,-0.12,-0.07,-0.32,-0.2,-0.08,0.06,8.8,1.52,3.43,0.1,0.04,0.1,-0.02,0.03,11.41,1.88,4.46,0.02,-0.08,0.01,-0.02,N
649,38728080,1366553,113409,1017965.0,-451273.46,19,-379,-76.17,-145.73,266,-6779,-1361.5,-2715.48,154,-5467,-955.83,-2108.1,256,-6139,-1202.83,-2289.62,132.83,-70.89,74.4,-38.32,46065,-1024647,-201309.0,-394007.35,0.7,-0.04,0.26,-0.32,0.22,-2.21,-0.42,-0.9,0.47,-32.76,-5.41,-13.06,-0.1,-0.29,-0.04,-0.07,0.46,-40.94,-6.8,-16.3,0.87,-0.33,0.05,-0.4,Y
262,38687471,-804387,-2771242,-1228707.5,-592241.7,-16,-80,-22.33,-36.9,-124,707,6.17,159.12,-199,3231,807.33,1496.98,-491,-768,-308.33,-243.34,307.49,64.08,100.48,-83.82,-70285,-617045,-167927.5,-227824.39,0.59,-0.37,0.05,-0.32,-0.02,-1.18,-0.28,-0.39,-0.66,12.13,2.1,5.25,0.23,0.12,0.1,-0.04,-0.7,24.27,3.65,8.86,0.17,0.3,0.13,0.04,Y
595,38723869,407566,-462610,74217.0,-744431.96,2,-521,-108.5,-205.57,31,-12373,-2402.5,-4894.93,46,-6226,-1234.67,-2438.46,111,-7602,-1362.0,-2925.8,50.46,-240.68,-98.92,-94.86,12852,-1852757,-348503.33,-728908.93,-0.18,1.18,-0.03,0.46,-0.15,-0.02,0.1,-0.0,0.09,-16.08,-2.0,-6.21,0.12,-0.2,-0.09,-0.1,0.15,-15.17,-1.74,-5.63,-0.07,-0.04,-0.08,0.02,N
297,38691388,-239106,-870005,-1076612.67,19290.24,-9,-295,-76.67,-112.75,-98,-3756,-879.83,-1443.92,-154,-3147,-975.67,-1189.52,-194,-5997,-1488.17,-2223.63,166.2,214.49,126.54,-1.57,-37721,-997649,-274165.5,-380950.06,0.19,1.14,0.66,0.4,-0.38,-0.43,-0.36,0.02,-0.36,-12.02,-2.72,-4.74,0.3,0.24,0.25,-0.04,-0.32,-12.99,-2.67,-5.14,-0.12,0.29,0.12,0.17,Y
477,38711637,829443,863662,273109.83,-152965.73,-16,176,49.5,67.57,-187,2539,663.0,908.7,-71,2512,626.67,932.81,-173,3087,947.17,1253.85,-251.23,-42.41,-108.14,61.55,-32987,484857,149228.33,178845.3,-0.35,0.85,-0.02,0.41,-0.38,0.31,-0.08,0.21,-0.34,4.81,1.54,1.71,-0.06,0.07,-0.0,0.05,-0.38,5.81,1.84,2.15,-0.11,-0.02,-0.03,0.03,N
414,38704062,-9517,-623077,-713776.17,-25567.68,11,-356,-228.67,-132.08,89,-4520,-2787.5,-1560.81,185,-3513,-2111.33,-1385.21,208,-7298,-4888.67,-2692.86,37.29,365.61,76.17,135.72,42487,-1317181,-828957.5,-484975.48,-0.18,0.16,-0.2,0.19,-0.07,0.56,0.19,0.23,0.34,-9.68,-7.86,-4.14,-0.11,0.41,0.07,0.23,0.24,-9.44,-7.8,-4.04,0.02,0.07,0.13,0.02,Y
150,38669722,724931,-1278331,215275.33,-712806.8,-3,-289,-134.0,-123.16,-35,-4274,-1904.83,-1777.13,-38,-1704,-986.67,-761.79,-83,-5871,-1985.0,-2081.98,48.96,-73.16,-28.87,-57.64,-9007,-999400,-405413.83,-382946.86,0.01,-0.24,-0.17,-0.14,0.14,-0.16,0.13,-0.11,-0.26,-16.37,-7.09,-6.62,-0.05,-0.19,-0.16,-0.07,-0.24,-13.08,-6.32,-5.21,-0.15,-0.1,-0.14,0.01,Y
433,38706334,165012,633437,324954.17,12966.25,16,173,14.83,49.82,180,1217,347.33,325.81,100,5962,1133.0,2203.97,276,510,-424.5,-305.67,162.46,-283.03,-23.26,-152.9,56907,577048,102328.83,188814.93,0.36,-0.39,-0.29,-0.17,0.11,-0.26,0.32,-0.14,0.73,-0.23,-0.17,-0.62,-0.04,-0.12,-0.1,-0.01,0.62,0.37,-0.24,-0.61,-0.02,-0.25,-0.16,-0.13,Y
671,38730188,393876,500199,563974.33,54287.89,5,-374,-182.83,-120.58,65,-2314,-1949.83,-891.64,60,-3627,-1836.0,-1327.5,48,-10158,-4082.0,-3492.98,312.04,230.17,57.12,-33.2,19376,-1251597,-576693.17,-423231.31,0.26,-1.54,-0.28,-0.56,0.07,-0.12,0.13,-0.06,0.15,-14.52,-4.8,-4.64,0.18,0.03,-0.02,-0.04,0.14,-15.81,-5.57,-5.07,-0.14,-0.3,-0.15,-0.06,N
440,38707530,-828619,-1526848,-762171.83,-308431.42,-7,-326,-146.33,-123.97,-117,-4618,-1969.33,-2007.36,-141,-2920,-1175.83,-1056.84,-173,-5878,-2404.0,-2081.43,280.96,146.68,86.67,-52.79,-31218,-1144598,-464262.67,-420207.53,0.18,2.17,0.44,0.68,-0.28,0.45,-0.0,0.22,-0.31,-18.08,-5.69,-6.45,0.09,0.08,0.08,-0.03,-0.31,-16.0,-5.24,-5.64,-0.06,0.49,0.01,0.18,Y
673,38730305,-390536,-473028,-152629.33,175265.26,-5,-318,-106.17,-150.66,-97,-4838,-1616.0,-2088.36,-99,-2581,-882.67,-1213.46,-174,-5938,-1821.33,-2574.43,-102.18,-36.98,-96.77,27.34,-25457,-1102752,-373954.67,-528067.92,-0.26,0.05,-0.33,0.13,-0.0,0.35,0.2,0.15,-0.17,-12.8,-3.62,-5.38,-0.08,-0.03,-0.05,0.01,-0.2,-12.54,-3.62,-5.29,0.05,0.37,0.13,0.11,N
266,38688137,369901,-545568,-28652.0,-353397.99,5,82,31.0,0.1,223,147,414.67,-38.73,149,841,299.83,72.96,528,-86,221.17,-268.62,12.08,-179.47,-79.38,-56.64,68914,207723,54990.0,-58253.0,0.08,-0.78,-0.13,-0.27,0.08,-0.01,0.04,-0.06,1.1,1.5,-1.17,-0.74,-0.04,-0.43,-0.13,-0.15,1.12,-0.79,-2.11,-2.01,0.03,-0.22,-0.02,-0.1,N
616,38725653,-103401,-1443914,161720.33,-541290.02,27,166,47.0,52.96,464,4474,1013.83,1505.21,308,2818,613.5,914.46,303,1396,315.33,451.33,135.04,253.21,91.92,57.77,69844,584280,141512.0,192870.07,0.26,0.46,0.14,0.04,0.05,-0.56,-0.06,-0.26,0.8,2.6,0.96,0.72,0.07,-0.04,-0.02,-0.02,0.82,2.33,0.74,0.64,0.05,0.03,0.09,-0.01,N
359,38698157,553767,515621,578929.17,145001.53,-6,-345,-173.17,-141.8,18,-6318,-2620.5,-2346.72,31,-2622,-1710.33,-1020.97,-99,-3383,-2157.33,-1219.99,15.04,-47.85,-96.6,-7.38,-2100,-909929,-487602.0,-378203.64,-0.12,-0.38,-0.16,-0.07,-0.08,0.06,0.04,0.01,-0.06,-15.8,-6.45,-6.52,0.01,-0.01,-0.08,-0.0,-0.15,-12.86,-5.87,-5.23,-0.19,-0.09,-0.15,0.04,N
628,38726519,-56751,-1919573,-1133747.0,-808373.77,-1,-21,-15.17,-7.23,-39,-572,-361.17,-225.0,11,-1051,-320.83,-366.3,24,-1237,-378.33,-457.82,-226.37,-297.14,-172.89,-78.83,760,-134304,-71977.33,-50226.84,-0.26,-1.89,-0.64,-0.55,0.27,0.65,0.34,0.1,-0.02,0.68,-0.12,0.13,-0.15,-0.14,-0.11,-0.04,-0.04,0.24,-0.01,0.04,0.05,-0.44,-0.01,-0.17,N
38,38655736,554305,1103072,651722.83,169725.56,-4,113,70.83,73.39,3,1735,1053.5,1127.29,29,1975,855.33,905.71,-2,1382,918.5,906.37,-56.72,-211.7,-57.47,-61.84,3601,342706,221341.5,225305.12,-0.22,-1.73,-0.52,-0.6,0.39,0.65,0.26,0.1,0.11,11.91,3.7,4.79,-0.02,-0.19,-0.06,-0.09,0.06,11.32,3.62,4.64,-0.59,0.03,-0.16,0.21,N
127,38667373,-442210,-1202779,-875959.67,-592506.73,0,-314,-111.17,-109.57,33,4083,-254.67,1734.39,79,-1737,-699.33,-640.71,-21,-9960,-2643.0,-3675.71,75.98,111.34,40.87,23.19,9600,-1137109,-379099.5,-401815.34,-0.22,-2.02,-0.59,-0.69,0.25,0.38,0.21,0.08,0.13,-13.28,-5.01,-4.7,0.05,0.29,0.08,0.06,0.06,-17.69,-5.69,-6.37,-0.11,-0.29,-0.07,-0.05,N
423,38705296,902328,269705,409789.83,-173676.1,-6,-53,-79.33,-61.21,-92,-2182,-1596.5,-1333.52,-42,743,-511.0,-133.22,-124,-871,-1084.0,-1064.46,-243.44,-274.25,-132.57,-7.86,-18202,-136372,-259091.5,-206095.38,-0.51,-0.32,-0.55,0.08,0.23,0.6,0.48,0.14,-0.16,-0.72,-2.35,-1.58,-0.24,-0.31,-0.25,-0.02,-0.19,-0.97,-2.34,-1.8,-0.12,-0.16,-0.07,-0.02,N
416,38704209,-290231,-653428,-343911.17,-126721.78,-5,-103,11.67,-34.65,-67,-618,199.17,-295.91,-49,-2059,-29.5,-777.92,-73,-966,618.5,-239.19,-159.46,150.65,-26.0,128.9,-14960,-240121,34961.67,-85929.48,-0.3,-0.09,-0.09,0.02,0.0,0.63,0.12,0.2,-0.14,18.7,4.48,7.47,-0.28,0.27,0.05,0.2,-0.16,19.47,4.57,7.75,-0.82,0.06,-0.15,0.39,N
488,38712641,1451886,913795,1127775.0,-136281.46,-7,212,29.0,83.59,-65,5743,865.17,2228.95,0,3907,549.83,1385.04,-66,2405,345.83,946.25,127.52,-94.8,-92.45,-52.18,-7304,631638,102702.33,245901.48,-0.32,-0.11,-0.16,0.16,0.38,0.28,0.18,-0.02,-0.1,-3.53,-0.36,-1.54,-0.19,-0.08,-0.12,0.02,-0.24,-3.98,-0.55,-1.72,-0.54,-0.11,-0.15,0.18,Y
307,38692793,736476,1367384,1209008.83,232509.49,8,478,151.33,228.28,139,7625,2457.33,3814.57,127,5501,1947.17,2838.89,160,4975,1990.67,2515.1,144.67,-252.08,-41.31,-115.93,26798,1600080,523105.5,753041.27,-0.14,-0.62,-0.33,-0.16,0.22,0.45,0.18,0.1,0.36,11.28,4.1,5.29,0.02,-0.04,0.0,-0.02,0.44,7.39,3.55,4.17,-0.27,-0.24,-0.13,0.02,N
