,match_id,team,p_total_time_played_min,p_total_time_played_max,p_total_time_played_mean,p_total_time_played_std,ph_wins_min,ph_wins_max,ph_wins_mean,ph_wins_std,ph_kills_min,ph_kills_max,ph_kills_mean,ph_kills_std,ph_deaths_min,ph_deaths_max,ph_deaths_mean,ph_deaths_std,ph_assists_min,ph_assists_max,ph_assists_mean,ph_assists_std,ph_damage_per_min_min,ph_damage_per_min_max,ph_damage_per_min_mean,ph_damage_per_min_std,ph_time_played_min,ph_time_played_max,ph_time_played_mean,ph_time_played_std,ph_total_kd_min,ph_total_kd_max,ph_total_kd_mean,ph_total_kd_std,ph_kd_ratio_min,ph_kd_ratio_max,ph_kd_ratio_mean,ph_kd_ratio_std,ph_time_played_ratio_min,ph_time_played_ratio_max,ph_time_played_ratio_mean,ph_time_played_ratio_std,ph_damage_per_min_ratio_min,ph_damage_per_min_ratio_max,ph_damage_per_min_ratio_mean,ph_damage_per_min_ratio_std,ph_assists_ratio_min,ph_assists_ratio_max,ph_assists_ratio_mean,ph_assists_ratio_std,ph_win_rate_ratio_min,ph_win_rate_ratio_max,ph_win_rate_ratio_mean,ph_win_rate_ratio_std,pm_win_first
195,38803784,Team1,1567.0,22275.0,10014.166666666666,7961.7291191465865,1.0,7.0,4.333333333333333,3.0550504633038935,13.0,39.0,25.666666666666668,13.012814197295423,3.0,57.0,36.666666666666664,29.36551265231604,14.0,102.0,67.33333333333333,46.875722216658524,761.2254483636679,1041.4016736401677,895.514918554933,140.44768444239628,1912.0,13002.0,8529.333333333334,5847.796280081355,0.5,4.333333333333333,1.8391812865497075,2.161961887697745,0.35093939484751635,2.438076252383323,1.6524324589582047,1.1351697749989806,0.4933863190328669,3.170208632140908,2.271630199895202,1.5400334087628398,0.9102099037483833,1.1528717916935487,0.9970196297099468,0.13526396949731637,0.7246782316731953,4.551267916207277,3.091055608678334,2.067981746365224,1.3998386297135192,2.0607694310762197,1.8003406216445894,0.3520266373289478,N
196,38803787,Team0,3778.0,46546.0,17709.0,17177.04332823318,1.0,17.0,5.0,6.928203230275509,15.0,140.0,54.6,52.1756648256637,9.0,104.0,39.6,40.24052683551745,22.0,186.0,75.0,69.39020103732227,442.5300875555897,1186.961492737126,852.2197396723001,270.13392769935183,3778.0,42072.0,15127.8,15633.749012952714,0.8421052631578947,3.888888888888889,1.713577747788274,1.2313531519262344,0.42207506754266705,1.2403963990157885,1.0559786726645075,0.35587416292931273,0.9979210946620445,9.74515114482083,3.651324012827653,3.578344840810671,0.7677479666733219,1.1014980807884223,0.9930587127516844,0.13434708249366956,0.6915776986951364,9.556328605833556,3.673435612034001,3.7309174029979943,0.5099429786867744,1.5598885793871868,0.9399992546117926,0.4395410166731877,Y
197,38803787,Team1,4750.0,11246.0,8093.0,3472.378435597134,0.0,1.0,0.5,0.7071067811865476,11.0,26.0,18.5,10.606601717798213,9.0,13.0,11.0,2.8284271247461903,13.0,18.0,15.5,3.5355339059327378,1022.7555261572044,1121.3892538620798,1072.072390009642,69.74457771382485,3846.0,4615.0,4230.5,543.765114732455,0.8461538461538461,2.888888888888889,1.8675213675213675,1.4444318008853405,0.5808073575303689,1.7532995804296552,1.167053468980012,0.8290772017005743,0.9392887450359162,1.1185378724720887,1.0289133087540026,0.1267482735318891,1.2229257587522708,1.2893517685763398,1.2561387636643053,0.04697028199376341,0.4448735019973369,0.7053918843802113,0.5751326931887741,0.18421431480668043,0.0,0.739205258721535,0.3696026293607675,0.5226970511307537,N
198,38804067,Team0,4563.0,20859.0,10873.0,7195.265480392877,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,745.121107266436,745.121107266436,745.121107266436,,1445.0,1445.0,1445.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.38072847128448994,0.38072847128448994,0.38072847128448994,,0.8287684209139053,0.8287684209139053,0.8287684209139053,,0.2056148675365757,0.2056148675365757,0.2056148675365757,,0.0,0.0,0.0,,N
199,38804067,Team1,10038.0,17649.0,13924.0,3808.053439751076,0.0,3.0,1.5,2.1213203435596424,9.0,22.0,15.5,9.192388155425117,12.0,21.0,16.5,6.363961030678928,18.0,65.0,41.5,33.23401871576773,780.5112221990858,1187.719821162444,984.1155216807649,287.939961684464,2013.0,7259.0,4636.0,3709.4821741046285,0.75,1.0476190476190477,0.8988095238095238,0.21044844678171062,0.9970650480126911,1.883878495170814,1.4404717715917525,0.6270718021329267,0.46507792359301764,1.7004909139662963,1.082784418779657,0.8735689030588963,1.2481186744951025,1.354113360108611,1.3011160173018568,0.07494956096704809,0.762104380632991,2.043297746144721,1.402701063388856,0.9059405167645593,0.0,1.529828936060323,0.7649144680301615,1.0817524147436557,Y
200,38804172,Team0,6139.0,16719.0,12506.75,4967.05965167858,0.0,1.0,0.5,0.7071067811865476,2.0,11.0,6.5,6.363961030678928,8.0,9.0,8.5,0.7071067811865476,2.0,24.0,13.0,15.556349186104045,743.325,859.1256189594802,801.2253094797402,81.88340293184795,1600.0,2897.0,2248.5,917.1174951989522,0.25,1.2222222222222223,0.7361111111111112,0.6874649261535879,0.8845265932055686,6.565612161774821,3.7250693774901946,4.017134130036351,0.4079797750310577,0.7139583661056054,0.5609690705683316,0.2163595366467183,0.6898042319923732,1.1115641377580456,0.9006841848752094,0.29822928939950627,0.09260478384902349,0.9667880865652454,0.5296964352071345,0.618140941350693,0.0,1.0798336407685374,0.5399168203842687,0.7635576899407911,Y
201,38804172,Team1,3822.0,24228.0,13617.4,7513.598259156527,1.0,5.0,2.6666666666666665,2.0816659994661326,12.0,48.0,27.333333333333332,18.583146486355137,1.0,29.0,18.666666666666668,15.37313674346694,26.0,56.0,43.666666666666664,15.695009822658072,887.9849181832998,1112.1957913998172,984.3329958980634,115.37985957273271,2186.0,10229.0,6853.666666666667,4174.333040538731,0.7586206896551724,12.0,4.868258178603006,6.200160332355783,0.10797353446510426,1.606913893616281,0.9114014518224901,0.7552746933882085,0.527217183029873,2.7227886326934256,1.8897970643448356,1.189740027723433,0.9663251689159288,1.6129282905433615,1.1931885678866967,0.36390226215774646,0.8888015717092338,2.8670773442847364,2.1163477312776666,1.0718718544657422,0.7839096326395708,1.9874038134676597,1.4444359246943363,0.6102987337839805,N
202,38804280,Team0,6474.0,16849.0,11439.4,4422.287451082301,0.0,3.0,2.0,1.7320508075688772,13.0,51.0,33.666666666666664,19.2180470738661,7.0,38.0,26.666666666666668,17.09775813764288,17.0,77.0,46.0,30.04995840263344,966.8967891161616,1251.1376947887334,1139.947898143737,151.8826507263493,1824.0,9651.0,6880.0,4385.362128718676,0.9736842105263158,1.8571428571428572,1.4293233082706767,0.4423858502992286,0.7419231773075031,1.9326757542122859,1.1701751408212597,0.6620155170461853,0.5293397285437289,2.4395696371722795,1.7824580167718873,1.0856622573462376,1.0521988424966426,1.618761869316365,1.3877209607983545,0.2973813347171956,0.7428571428571429,3.101778444396829,2.032446404968755,1.19478548694844,0.0,1.4057948951782009,0.9005317547001486,0.7818201710553806,Y
203,38804280,Team1,1405.0,17517.0,9654.333333333334,7139.303486101895,0.0,2.0,1.0,0.7071067811865476,1.0,34.0,17.6,13.315404612703288,3.0,40.0,16.4,14.638989036132243,9.0,82.0,35.0,28.71410803072246,619.84496124031,1411.6014234875445,952.3214190020378,314.118677056648,1405.0,12713.0,5143.8,4547.415936551219,0.3333333333333333,1.8333333333333333,1.0980701754385964,0.5782898978103548,0.7848341222059697,4.344113890848988,1.9602341089608921,1.4287389881833517,0.31615199609577055,3.138708603287404,1.2832659639582613,1.1164860805843473,0.7610717791867205,1.6606978090819964,1.0863111630057851,0.3566511985638449,0.33706225680933855,3.0510401029380225,1.3982709505082538,1.055461284529256,0.0,1.8944503521048208,1.06485678933663,0.8817485216154531,N
204,38804436,Team0,6284.0,16742.0,11599.2,4727.695601453207,2.0,4.0,3.0,1.4142135623730951,18.0,33.0,25.5,10.606601717798213,15.0,30.0,22.5,10.606601717798213,27.0,57.0,42.0,21.213203435596427,862.9763286313765,1165.91066144672,1014.4434950390482,214.2069209879519,3825.0,6971.0,5398.0,2224.5579336128785,1.1,1.2,1.15,0.07071067811865459,1.1698214574222878,1.3835349619050814,1.2766782096636846,0.15111826825092498,0.8859860032548887,2.0547772680500773,1.470381635652483,0.8264602291282795,1.0380838269221435,1.1496487127447157,1.0938662698334296,0.0788882873074437,1.3872089911693872,2.8911773747310177,2.139193182950202,1.0634662427065995,1.917861294072065,2.2021956414877932,2.060028467779929,0.20105474518191307,N
