account_id,hero_id,matches_played,wins,kills,deaths,assists,damage_per_min,time_played
366829568,11,1,1,5,1,13,572.3622047244095,1778
366829568,13,138,81,1626,1103,1070,1148.552526648859,249314
366829568,14,71,35,524,381,861,927.5582822941226,130815
366829568,17,6,1,20,35,30,846.9850227188111,9760
366829568,18,3,2,26,28,31,1055.544584155437,6772
366829568,19,57,26,601,432,442,1128.5634930825036,110977
366829568,20,1,0,4,11,3,796.2077922077922,1540
366829568,25,3,2,30,16,22,1255.2780129619944,4331
366829568,27,2,0,11,20,5,932.906350523199,4164
366829568,31,2,0,25,12,19,1274.292252266519,3962
366829568,50,10,3,68,99,112,1199.241783998403,20251
366829568,52,46,25,417,264,528,1149.8419762611577,89814
366829568,58,6,4,91,44,36,1526.5701917177246,11407
366829568,60,1,1,5,12,12,1065.8211894446633,2539
1132011566,1,88,53,845,631,924,1128.5039934520514,173506
1132011566,2,4,2,43,21,45,1345.2204843180666,7630
1132011566,3,33,19,488,210,412,1350.2169473038607,67677
1132011566,4,3,1,25,22,19,1009.9240412304844,5574
1132011566,6,7,2,60,79,42,944.5813812094116,13274
1132011566,7,15,9,108,91,131,952.8414898612434,27147
1132011566,10,76,36,810,498,886,1144.7675478890542,150313
1132011566,11,5,2,39,36,70,856.82230304818,10675
1132011566,12,1,1,9,6,15,729.5018893850911,2911
1132011566,13,64,29,593,438,572,1027.7895937175049,120283
1132011566,14,75,38,589,392,936,968.8932740888484,145586
1132011566,15,5,2,33,40,46,874.8997493415029,10925
1132011566,16,9,6,144,81,107,1235.768499870507,20327
1132011566,19,4,2,46,30,30,1022.146891709443,8067
1132011566,25,26,13,349,219,272,1283.405298639905,53504
1132011566,27,10,5,82,76,96,1012.7408391978771,18278
1132011566,31,27,8,295,195,280,1102.0782034955032,56516
1132011566,50,321,205,3854,2087,3390,1509.4663197430318,641169
1132011566,52,4,2,34,32,49,1125.005240530908,9069
1132011566,58,4,2,51,30,41,933.1966988261453,9110
1132011566,60,1,0,13,6,7,1015.1244715829027,2129
1743454214,13,28,23,342,104,314,1268.2157694249456,50461
1743454214,16,1,1,8,1,14,691.7012914093207,1781
1743454214,25,1,0,8,5,4,1024.6216955332725,2194
1743454214,52,2,2,43,1,9,1737.80734498604,3327
1837383713,1,8,5,35,17,65,711.5325279863341,11542
1837383713,2,26,19,221,128,349,1298.1076060752425,53179
1837383713,3,10,7,111,45,98,1188.2492193933192,19301
1837383713,4,44,26,335,209,438,1091.7451998103243,85369
1837383713,6,1,1,18,8,18,1980.5131128848345,1754
1837383713,7,5,5,29,19,64,831.3706967102077,8080
1837383713,10,4,4,41,19,42,1086.1905712234857,6813
1837383713,11,4,2,20,19,34,593.057120582078,8012
1837383713,13,51,42,899,193,351,1355.9657238201453,82461
1837383713,15,2,2,22,19,30,1099.4400905296816,5383
1837383713,16,14,8,106,72,168,1053.5290631051944,26779
1837383713,17,6,3,76,28,42,1442.1596985445062,11856
1837383713,19,10,4,70,43,58,840.6670431158896,18345
1837383713,25,14,9,146,42,123,1030.5148633010463,25711
1837383713,27,2,1,24,9,22,1371.3405396776425,3701
1837383713,31,2,2,26,6,33,1296.20128503875,4054
1837383713,35,1,1,8,3,7,1262.5465838509317,1932
1837383713,52,14,7,73,44,134,970.8593385917713,24263
1837383713,58,14,9,137,87,129,976.2700702697375,26786
123502615,1,22,11,157,158,208,854.4423395346629,50517
123502615,2,2,1,4,12,21,790.9966778632446,3917
123502615,3,110,55,754,370,1489,923.6457526119073,246890
123502615,7,9,2,49,79,70,655.6300673396054,20258
123502615,10,45,23,225,197,510,790.4020308604672,95791
123502615,11,117,75,512,566,1922,683.9567106135005,249935
123502615,12,4,4,19,26,101,804.6350569483396,10369
123502615,13,88,46,661,582,966,838.0610988848407,189219
123502615,14,49,18,276,200,576,757.838114394231,107443
123502615,16,7,3,39,52,65,710.3855046579489,17737
123502615,17,45,18,261,148,440,811.5902914160501,92830
123502615,25,1,0,6,8,10,774.0058008378988,3103
123502615,27,107,60,820,698,1085,873.859861244595,235690
123502615,31,48,21,338,220,696,798.5953103955707,102034
123502615,35,8,1,20,47,41,514.9208690293907,13343
123502615,52,8,1,38,35,101,937.472665881646,16050
1844731916,1,45,35,406,214,636,1089.4742930087034,81823
1844731916,2,2,1,13,10,29,870.6239537784705,3744
1844731916,3,44,34,359,126,739,938.6546902975676,79405
1844731916,4,29,21,244,124,314,1111.9741712960688,51298
1844731916,6,3,1,16,18,41,577.022290530688,5847
1844731916,7,1,1,13,9,22,954.7402597402597,2464
1844731916,8,2,1,9,12,14,666.9676205182648,3228
1844731916,10,23,19,147,98,394,928.6959937679611,36706
1844731916,11,2,2,17,6,31,851.7421080791867,3225
1844731916,12,1,1,22,0,9,1752.2033898305085,1534
1844731916,13,20,18,257,89,208,1060.8409258276404,33456
1844731916,14,1,1,4,6,13,655.066974595843,2165
1844731916,15,2,2,52,9,38,1836.0657297822167,4035
1844731916,16,4,4,45,13,41,862.2285528386577,5406
1844731916,17,6,6,63,12,60,1041.912734993181,8909
1844731916,18,2,2,27,8,41,1104.03079173361,4552
1844731916,19,2,1,28,13,14,856.2022835810496,4271
1844731916,20,1,1,16,2,12,1198.014042126379,1994
1844731916,25,2,2,32,11,39,1271.2497020592764,3676
1844731916,27,275,185,2716,1359,3595,1164.426640332862,497754
1844731916,35,14,11,110,60,178,884.6711339464922,22714
445177910,1,66,39,563,396,721,1007.4587984131045,123928
445177910,2,73,43,545,513,887,1009.192065105973,137334
445177910,3,5,4,59,19,63,1043.2065156212618,9281
445177910,4,36,18,272,199,313,979.0929586155235,63334
445177910,6,24,9,202,174,223,841.1671193587642,46466
445177910,7,45,34,367,192,484,1035.85483780534,75084
445177910,8,2,1,17,21,22,753.6337389285754,3883
445177910,10,26,11,165,162,332,783.4568369830685,55753
445177910,11,23,9,139,145,299,618.2959321394225,43695
445177910,12,13,7,90,73,135,711.5808259089614,24101
445177910,13,20,12,178,97,137,842.2165777032961,32319
445177910,14,4,1,27,26,32,765.4934968262995,7086
445177910,15,90,52,689,528,955,823.386098218492,166371
445177910,16,27,20,253,132,396,1089.3602444926048,49994
445177910,17,55,24,445,225,535,1026.502134923997,105015
445177910,18,7,3,43,43,95,753.1967829041707,14370
445177910,19,69,35,681,406,580,916.805907111132,129013
445177910,20,86,45,496,468,1091,768.5669676961282,167812
445177910,25,11,8,113,70,116,1071.294776505619,19850
445177910,27,14,7,91,95,111,682.186586160823,28219
445177910,31,94,50,737,503,1110,960.8066341537361,170435
445177910,35,200,100,1331,836,2122,895.0192412110888,373733
445177910,50,9,6,80,49,92,1046.0041800916067,16244
445177910,52,19,13,151,90,228,972.7141569986997,36704
445177910,58,9,4,109,66,74,1189.2199446984455,16269
445177910,60,14,4,95,106,135,868.309821699865,28748
37036096,1,7,6,46,28,67,922.8176844872426,11568
37036096,2,1,0,3,10,25,1327.9249217935348,2877
37036096,3,10,4,72,48,58,899.3981017128293,18941
37036096,4,3,1,9,11,9,681.2156800436518,5315
37036096,6,1,0,1,8,10,449.6392785571142,1996
37036096,7,9,5,73,40,80,1022.3103702608348,17364
37036096,8,17,8,95,99,195,845.5510835711093,33545
37036096,10,1,0,10,7,8,1003.7485172004745,2529
37036096,13,2,0,27,12,9,1225.2700371057513,3865
37036096,14,47,23,338,309,566,856.9094528069363,97954
37036096,17,89,44,557,466,1076,1049.9634828320504,188244
37036096,18,1,1,3,5,12,463.9068564036222,2319
37036096,19,4,1,53,35,32,1220.302734211136,10069
37036096,20,8,5,56,32,82,951.7981595306182,17443
37036096,25,161,84,1273,1121,1574,999.0483823474908,331438
37036096,27,5,3,39,30,50,911.7037770419614,9573
37036096,31,79,41,682,515,845,981.1821698321138,164732
37036096,50,1,1,7,12,11,614.222833562586,2181
37036096,52,102,62,564,543,1185,1023.8213561482821,203061
37036096,58,82,45,660,530,705,803.9218226692009,162379
37036096,60,9,5,65,46,76,852.8199496653461,17140
280649808,1,3,2,28,29,39,998.1069064016085,7147
280649808,2,8,5,49,32,48,828.5166185215141,12709
280649808,4,14,5,84,96,155,948.5970794975888,29665
280649808,6,507,280,3988,3041,4709,784.8584537083711,992436
280649808,7,10,2,65,70,63,620.1114794875007,19603
280649808,8,7,3,30,56,43,592.4425402983383,13604
280649808,10,16,6,69,119,208,670.5200061263671,31870
280649808,11,17,12,56,85,229,412.20287515493806,31459
280649808,13,2,0,9,18,8,610.2987597665679,3126
280649808,14,2,1,6,13,22,536.0696910897435,3348
280649808,15,2,1,12,8,17,480.17789308488705,3847
280649808,16,21,10,136,84,195,763.7494113776523,38879
280649808,17,1,1,4,6,14,845.7571801566579,1532
280649808,18,44,17,196,293,422,535.1010735117272,84600
280649808,19,7,2,46,59,47,747.7907973129766,13419
280649808,20,1,0,1,8,3,417.5950668036999,1946
280649808,25,2,1,11,16,8,585.6913632486383,4014
280649808,27,10,2,45,81,74,536.2018074451233,18458
280649808,31,3,0,11,31,31,599.6007363339962,7751
280649808,35,2,1,6,10,11,434.59250722443926,3029
280649808,50,2,2,9,19,22,644.7663649290049,4471
280649808,52,5,2,15,39,28,694.4944949203366,8749
280649808,60,11,5,63,85,93,532.702857572247,24168
1747017815,13,166,92,1520,698,1090,942.6598525487018,339345
404054090,1,21,9,87,205,225,517.6481635703522,43862
404054090,3,78,46,491,452,803,689.803427805995,152025
404054090,7,47,23,369,373,476,777.3962209940001,91973
404054090,10,1,0,4,12,8,665.3691931540343,2045
404054090,11,6,3,29,50,70,602.0371509737442,12329
404054090,13,806,462,7431,5974,7542,832.9541098207757,1534645
404054090,14,10,6,49,72,77,555.5931291938889,20444
404054090,16,3,0,9,27,19,596.0440729574204,5058
404054090,19,1,0,7,13,8,466.67450058754406,2553
404054090,27,17,6,68,136,108,422.3154290861389,29470
404054090,31,1,1,6,8,10,574.3403093721564,2198
404054090,50,1,0,10,13,22,1142.6188490408674,3597
404054090,52,1,0,2,8,7,657.7206312098187,1711
404054090,58,24,17,215,208,240,713.0481678154057,46798
404054090,60,1,0,5,6,6,835.600882028666,1814
1776173125,1,2,0,8,15,16,996.4929821267207,3699
1776173125,2,1,1,6,6,14,1099.657458563536,1810
1776173125,6,6,5,51,49,77,922.9899498517261,12662
1776173125,7,10,7,63,69,85,678.625073248631,17964
1776173125,13,13,6,95,75,87,714.5172221438289,21385
1776173125,19,18,12,234,141,149,1145.348095622949,34396
1776173125,25,1,0,6,10,8,1275.0686070686072,2405
1776173125,31,17,9,141,111,201,936.8359957845087,30631
1776173125,52,3,3,41,20,40,1577.8949353313515,6290
1926422616,1,11,9,108,33,97,1009.8417573814617,19290
1926422616,3,2,1,16,8,24,754.6027195639582,3577
1926422616,6,12,9,137,32,130,1027.5829402630802,18971
1926422616,7,1,1,7,1,10,1024.788732394366,1491
1926422616,11,2,2,23,13,31,744.9197770962675,3671
1926422616,12,2,2,26,5,36,1421.8080402441178,3835
1926422616,16,1,1,18,1,13,1110.0364963503648,1644
1926422616,19,8,7,122,21,70,1200.9883990270575,14130
1926422616,27,7,5,82,24,59,1129.8354056733838,10999
1900535887,1,4,3,39,28,56,1285.6054889224383,8939
1900535887,3,19,15,115,73,227,843.2129351012593,36027
1900535887,7,1,0,1,5,5,692.0258367586612,1703
1900535887,13,1,1,12,1,14,1183.925327951564,1982
1900535887,14,62,34,381,242,810,762.5750587341879,128691
1900535887,15,3,1,14,16,35,650.9608915841713,5962
1900535887,17,12,6,63,32,120,829.5086072354268,20427
1900535887,18,7,5,35,25,92,697.2591192439503,14276
1900535887,20,1,0,8,9,16,1031.9550820616182,3473
1900535887,27,2,1,9,9,12,594.0913226639459,3489
1900535887,31,59,38,350,180,562,770.8322324316797,107924
1900535887,35,18,8,84,73,161,658.2239893293051,36697
1900535887,50,1,1,1,1,13,717.0105686965273,1987
1877508105,1,6,3,82,47,45,1265.3275132010967,10239
1877508105,2,62,46,688,517,758,1437.8985091791558,108152
1877508105,3,2,1,29,24,23,1551.2431716025137,4658
1877508105,4,3,2,37,28,39,1372.9328407998896,5931
1877508105,6,6,6,64,54,81,1041.832686737403,12508
1877508105,7,8,7,98,59,92,1516.8617311144694,11858
1877508105,8,6,5,77,47,60,1448.676708535,10795
1877508105,10,20,10,230,215,237,1349.5460705560085,39961
1877508105,11,4,1,37,41,43,1095.7640238031727,7153
1877508105,12,9,4,112,93,111,1333.339558348386,17664
1877508105,13,10,8,130,92,104,1282.27103899806,18915
1877508105,14,2,2,26,10,28,1579.5231588606082,3502
1877508105,15,6,2,52,71,72,995.2888452417008,11496
1877508105,16,1,1,10,11,12,1125.9953596287703,2155
1877508105,17,5,3,30,48,54,990.2279802858568,8875
1877508105,19,18,12,220,178,186,1176.644001504199,34806
1877508105,20,2,2,20,21,26,1179.9825664041196,4076
1877508105,25,2,1,15,12,19,1124.0354795242374,3484
1877508105,27,2,2,12,13,25,1089.38436567279,3126
1877508105,31,17,11,121,123,209,821.0093157211227,28600
1877508105,35,8,4,64,53,58,1084.0123553367484,12822
1877508105,50,5,3,58,45,58,1224.6467258941336,9871
1877508105,52,3,1,30,38,36,1128.641268622516,6327
1877508105,58,5,4,43,34,49,881.6676207423978,8306
1877508105,60,5,2,36,46,60,948.3800171452373,11130
388251702,1,29,13,131,208,263,663.3715826099594,54828
388251702,2,54,36,353,345,638,820.7649033777302,99362
388251702,6,104,62,729,705,1132,692.2012917831395,192888
388251702,10,3,3,6,7,26,469.9595757939909,3222
388251702,12,1,1,2,5,11,427.3052510098096,1733
388251702,15,65,26,393,460,928,682.3967884794953,124852
388251702,18,11,5,44,76,186,639.3605153358711,21768
388251702,19,355,180,3136,2105,3225,757.9706884983009,680973
388251702,25,23,10,180,176,255,943.7770069614901,46471
388251702,31,45,23,268,238,660,737.591475609135,80323
388251702,60,1,1,11,5,21,1007.8610971313537,1987
1028137021,1,20,12,148,154,173,814.3120862382226,41104
1028137021,2,56,31,449,361,616,1000.5326380520335,108812
1028137021,3,88,54,795,441,1009,995.432120537545,181752
1028137021,4,5,3,46,43,52,1040.688774887949,10220
1028137021,6,22,13,159,189,217,758.004034672963,41206
1028137021,7,24,12,202,169,162,839.4453488958152,43484
1028137021,8,46,24,391,324,439,878.1665866870541,93556
1028137021,10,26,12,161,182,337,853.4589410115941,50112
1028137021,11,1,1,9,6,16,630.8807669263032,1669
1028137021,13,72,42,671,465,594,870.0364469992892,141528
1028137021,14,6,4,52,26,69,968.4624760019847,10853
1028137021,15,14,7,78,87,161,675.0923629393938,26103
1028137021,16,1,1,9,2,11,867.2857142857142,1260
1028137021,17,159,88,1612,703,1599,1174.0699812944702,315105
1028137021,18,3,2,20,19,43,389.56793447069697,6147
1028137021,19,37,15,331,250,248,736.3301660182639,69298
1028137021,20,5,2,27,50,72,662.4602768188786,12742
1028137021,25,41,25,336,260,370,948.1635103729917,76566
1028137021,27,4,2,25,26,22,719.0985095616699,6976
1028137021,31,14,9,87,77,141,630.0217834873044,26983
1028137021,35,6,4,39,39,75,749.7436363473063,11433
1028137021,52,66,38,617,353,706,923.2650774197481,128353
1028137021,58,10,7,94,82,52,901.4991118381912,17934
1028137021,60,16,11,116,103,137,882.2812273149925,31210
143073372,1,23,10,183,138,263,928.061693890106,43336
143073372,2,5,3,56,31,66,1053.8216836426498,10945
143073372,4,8,4,61,51,100,1069.6575023089413,17077
143073372,7,12,5,97,61,99,814.7895546011398,21367
143073372,8,1,0,2,5,11,618.8882175226587,1655
143073372,10,128,76,1128,722,1828,1111.8183470890433,248478
143073372,12,24,12,152,119,310,921.8976490826219,43543
143073372,13,13,6,130,79,114,921.8145466310157,26042
143073372,14,75,44,739,394,1007,1012.5904724894807,136129
143073372,15,2,0,15,14,12,601.2072362988148,3567
143073372,18,1,0,3,7,6,462.8284518828452,1195
143073372,19,154,83,1880,899,1377,1147.414892507978,293303
143073372,20,28,15,185,131,334,963.912172583076,48630
143073372,25,66,43,689,382,849,1200.3868703970911,122732
143073372,31,4,0,34,29,72,1165.5309336875202,8633
143073372,52,1,1,10,2,12,1494.538258575198,1516
143073372,58,24,13,248,155,243,1124.4533086538656,46127
143073372,60,4,2,27,27,29,635.7710748842186,5511
1164034146,1,5,4,53,27,44,1207.7205807895618,7877
1164034146,3,13,10,145,42,175,1261.8118278724553,22738
1164034146,4,2,2,18,17,39,1045.5233149017952,4451
1164034146,6,15,10,163,99,163,1091.3624357036624,27803
1164034146,7,13,6,114,65,69,918.1567652930039,22411
1164034146,8,2,2,24,8,37,1462.7305538862267,3803
1164034146,10,11,6,121,78,167,1260.1464303048922,22661
1164034146,11,1,0,0,0,0,0.0,298
1164034146,12,1,0,3,6,6,291.8969072164948,1940
1164034146,13,6,4,94,55,50,1202.811244133746,12748
1164034146,14,8,5,97,47,103,1367.8910054135968,15661
1164034146,15,34,22,372,222,365,1218.919331892987,57323
1164034146,16,3,2,41,24,36,1401.460436914989,6439
1164034146,17,28,18,285,165,309,1292.7112159815529,54431
1164034146,18,1,1,8,14,20,664.5112781954888,2660
1164034146,19,15,7,138,87,79,987.9358030448936,24930
1164034146,20,7,4,62,35,94,1167.9592889381588,13798
1164034146,25,3,0,35,23,26,1073.5171267908568,5400
1164034146,27,36,26,306,213,302,1059.9358927796725,59488
1164034146,31,27,15,258,166,260,1072.75195345151,43726
1164034146,35,22,11,182,114,203,1159.2901328127177,36171
1164034146,50,7,3,65,48,51,1314.799679618662,12680
1164034146,52,6,5,61,27,56,1070.7359850876626,10041
1164034146,60,8,5,63,36,102,1179.900866068204,14299
1875697758,2,28,15,131,184,232,707.9316077400648,52703
1875697758,4,88,38,525,545,821,944.9745110056738,184727
1875697758,6,1,1,8,12,12,574.3453675511091,2299
1875697758,8,68,34,367,412,522,740.5713974842042,142765
1875697758,12,1,0,10,9,8,1040.320641282565,1996
1875697758,13,32,20,303,218,197,807.2320612405581,68878
1875697758,15,1,0,3,10,10,743.5393818544367,2006
1875697758,16,1,1,7,9,10,544.6436525612472,1796
1875697758,19,257,149,2915,1650,1928,980.3049832881306,551935
1875697758,25,18,10,140,110,127,906.0566874833049,33594
1875697758,52,22,13,171,125,217,1101.9932747097182,50065
111820919,1,9,6,40,39,81,712.506156595604,14856
111820919,2,15,8,93,108,198,1007.6733656122674,30444
111820919,3,42,25,253,171,475,850.7008648063701,76698
111820919,4,10,4,41,47,50,835.1867018296792,18525
111820919,6,2,0,7,16,8,654.6202422736026,2534
111820919,7,139,73,1084,734,1331,891.3380211980588,266685
111820919,10,41,19,225,219,509,860.6773317951518,78828
111820919,12,2,1,10,10,26,755.6413043478262,3134
111820919,13,54,28,429,342,434,778.3472795273069,100001
111820919,14,14,9,78,50,179,762.525140100965,27622
111820919,16,11,7,84,72,154,872.560536421612,24061
111820919,18,2,2,9,10,30,658.8996522558898,3763
111820919,19,11,5,81,79,124,813.0699484761159,22847
111820919,20,4,0,27,29,49,881.0028162403547,8966
111820919,25,320,179,2660,1904,2893,989.1726839456368,602477
111820919,27,134,70,945,770,1178,918.2341350316286,239779
111820919,35,4,1,14,17,38,550.7861346775754,6184
111820919,50,7,2,36,51,56,991.3385603245742,13180
111820919,52,106,54,734,506,1129,1037.641494222897,193013
111820919,58,7,4,59,40,61,769.1291793008935,14202
111820919,60,12,7,82,63,110,759.8353184982791,20642
64618621,1,94,53,524,665,959,826.9945616206151,204654
64618621,2,53,24,237,384,672,738.2510152079888,121358
64618621,3,86,38,511,490,1012,865.1222255495417,189949
64618621,4,47,20,252,335,483,1061.2549702556178,104330
64618621,6,16,8,104,157,178,662.7827691116348,39863
64618621,7,1,1,6,7,10,723.7340425531914,1880
64618621,8,7,1,12,44,57,490.27683020590047,15199
64618621,10,5,4,27,38,79,856.0401659447016,10972
64618621,11,13,6,61,99,154,850.2070878969703,29343
64618621,12,5,1,26,41,55,796.5779049431968,10876
64618621,13,27,15,225,221,282,887.3198523793228,61488
64618621,14,1,0,2,8,5,523.7180423666911,2738
64618621,15,3,2,16,21,19,590.0119626553259,4556
64618621,16,20,6,174,142,127,798.7008265548458,45281
64618621,17,7,3,32,32,64,658.3566828191696,15983
64618621,18,2,0,19,20,18,857.9038623598996,4768
64618621,19,13,6,71,115,87,701.649843742381,28472
64618621,20,138,77,539,843,1753,696.153379697531,297464
64618621,25,66,46,489,398,741,865.8589662029611,135097
64618621,31,2,1,12,10,23,612.9483811672881,3781
64618621,35,7,4,41,48,82,821.0147976857571,14763
64618621,52,37,15,185,221,357,693.546782506035,80670
1911644178,31,3,1,30,9,21,1066.3987177079123,5612
1911644178,50,1,0,5,4,3,1091.0718635809988,1642
1911644178,58,25,16,218,102,169,821.1362626552628,42586
1159381125,1,12,7,66,66,91,699.0203207908812,20432
1159381125,2,15,10,119,58,200,1048.2205238712381,27452
1159381125,3,25,15,214,96,338,1005.9824945790031,47877
1159381125,4,19,9,124,114,173,978.6586217793875,36902
1159381125,6,6,5,48,43,60,950.288820733316,10291
1159381125,7,37,18,275,239,293,859.0579852457669,69322
1159381125,8,1,1,7,7,14,756.4952153110048,1672
1159381125,10,24,8,135,146,228,813.4378513578249,41748
1159381125,13,8,5,59,51,55,816.6410399654301,13086
1159381125,15,51,33,321,259,622,910.1892994324228,88647
1159381125,17,1,1,11,0,4,1084.5513413506012,1081
1159381125,19,19,11,185,98,169,962.1610890259183,36499
1159381125,20,1,0,7,6,3,1060.948905109489,1370
1159381125,27,19,10,141,100,143,871.4145017606726,32859
1159381125,31,96,70,682,403,1137,996.702983727226,161715
1159381125,35,53,29,261,207,637,836.2458982567935,95263
1159381125,50,67,40,506,398,650,1125.3838191370337,119496
1159381125,52,16,8,100,69,138,863.0587636773906,23166
318619753,1,16,10,128,118,166,972.3744262601576,32271
318619753,2,71,42,567,432,815,1054.1503148047752,138250
318619753,3,8,4,61,40,66,909.6528573133918,13461
318619753,6,1,0,4,9,6,716.3418803418804,1755
318619753,7,70,43,620,283,524,909.797946406789,135058
318619753,13,2,0,25,18,18,934.5085189457805,4183
318619753,15,1,0,2,11,2,346.77083333333337,1152
318619753,17,35,22,455,216,384,1182.1794680341059,71645
318619753,20,1,1,6,4,14,543.5064935064935,2464
318619753,27,105,55,1095,749,839,988.4305172343278,206538
318619753,31,2,2,16,2,26,727.4241271155407,2779
318619753,50,1,0,7,6,4,621.246552675124,1813
318619753,58,29,17,292,232,194,806.6771399444893,59356
405946428,1,230,140,1758,1363,2386,831.8568579739883,434644
405946428,2,27,15,235,231,323,952.9757083941196,56914
405946428,3,89,46,803,558,1099,884.8460919961879,174939
405946428,4,32,15,220,189,352,876.9064718832481,65396
405946428,6,44,24,317,312,468,651.3219740844445,84402
405946428,7,103,52,772,654,1023,782.435582051592,203753
405946428,10,8,3,48,69,126,779.319038835283,18680
405946428,11,1,0,8,6,15,676.2819893771125,2071
405946428,12,2,1,10,6,13,549.0641594172815,2599
405946428,13,59,21,388,451,508,630.6801643977242,117965
405946428,14,6,3,34,42,70,666.0656553976175,12222
405946428,15,40,23,263,311,511,709.9345348434027,81776
405946428,16,1,1,9,5,22,816.8005445881552,2938
405946428,17,18,7,157,96,236,873.8852803896805,38631
405946428,18,8,3,29,53,113,422.2503373393341,16616
405946428,19,67,32,601,464,543,709.0179755878622,125746
405946428,20,1,0,3,10,12,599.812865497076,2565
405946428,25,34,18,264,197,394,942.2224998171316,68134
405946428,27,3,0,14,17,24,649.3109755775316,4794
405946428,31,66,30,483,463,679,769.8788316285714,127854
405946428,35,1,1,4,8,9,470.14774166314896,2369
405946428,50,10,2,48,80,113,775.1826527381257,20726
405946428,52,40,18,236,271,473,723.964824856968,82079
405946428,58,9,3,81,89,98,828.9153399493997,19382
884850823,1,18,14,154,106,190,1015.2745316116202,29876
884850823,2,14,11,144,97,185,1238.23029003988,26139
