Unnamed: 0,match_id,p_total_time_played_min_diff,p_total_time_played_max_diff,p_total_time_played_q25_diff,p_total_time_played_median_diff,p_total_time_played_q75_diff,ph_wins_min_diff,ph_wins_max_diff,ph_wins_q25_diff,ph_wins_median_diff,ph_wins_q75_diff,ph_kills_min_diff,ph_kills_max_diff,ph_kills_q25_diff,ph_kills_median_diff,ph_kills_q75_diff,ph_deaths_min_diff,ph_deaths_max_diff,ph_deaths_q25_diff,ph_deaths_median_diff,ph_deaths_q75_diff,ph_assists_min_diff,ph_assists_max_diff,ph_assists_q25_diff,ph_assists_median_diff,ph_assists_q75_diff,ph_damage_per_min_min_diff,ph_damage_per_min_max_diff,ph_damage_per_min_q25_diff,ph_damage_per_min_median_diff,ph_damage_per_min_q75_diff,ph_time_played_min_diff,ph_time_played_max_diff,ph_time_played_q25_diff,ph_time_played_median_diff,ph_time_played_q75_diff,ph_total_kd_min_diff,ph_total_kd_max_diff,ph_total_kd_q25_diff,ph_total_kd_median_diff,ph_total_kd_q75_diff,ph_kd_ratio_min_diff,ph_kd_ratio_max_diff,ph_kd_ratio_q25_diff,ph_kd_ratio_median_diff,ph_kd_ratio_q75_diff,ph_time_played_ratio_min_diff,ph_time_played_ratio_max_diff,ph_time_played_ratio_q25_diff,ph_time_played_ratio_median_diff,ph_time_played_ratio_q75_diff,ph_damage_per_min_ratio_min_diff,ph_damage_per_min_ratio_max_diff,ph_damage_per_min_ratio_q25_diff,ph_damage_per_min_ratio_median_diff,ph_damage_per_min_ratio_q75_diff,ph_assists_ratio_min_diff,ph_assists_ratio_max_diff,ph_assists_ratio_q25_diff,ph_assists_ratio_median_diff,ph_assists_ratio_q75_diff,ph_win_rate_ratio_min_diff,ph_win_rate_ratio_max_diff,ph_win_rate_ratio_q25_diff,ph_win_rate_ratio_median_diff,ph_win_rate_ratio_q75_diff,target
571,38721421,344828,-1695229,195411.25,224802.0,-964072.75,11,25,17.75,-17.0,-12.75,203,-1029,93.5,-128.5,-598.75,103,-165,375.0,-77.5,-548.75,256,2009,373.0,-145.0,533.25,-239.91,94.13,-174.68,52.38,45.28,42795,125314,60077.0,-38527.5,-14787.5,-0.44,0.1,-0.09,-0.18,-0.14,-0.04,0.81,0.0,0.05,0.04,0.63,2.34,0.5,-0.35,0.23,-0.16,0.01,-0.05,0.04,0.07,0.67,3.17,0.35,-0.34,0.36,-0.12,-0.21,-0.12,-0.11,-0.12,N
707,38735600,153612,2541930,407584.75,357830.0,1069038.0,14,304,35.5,-22.0,-40.5,327,596,590.0,-291.0,388.0,171,5339,352.5,-234.0,167.25,361,12049,747.75,-501.5,647.0,-270.92,14.29,109.88,160.66,-17.26,59038,1181126,119497.25,-100587.5,-66153.0,-0.21,-0.38,0.17,0.18,-0.2,0.1,0.17,-0.0,-0.12,-0.09,0.3,15.68,1.19,-2.56,1.11,-0.18,-0.12,0.01,-0.0,-0.06,0.28,19.87,1.39,-2.46,1.21,-0.09,-0.41,-0.07,-0.06,-0.34,N
548,38719367,597574,-159443,-258089.0,-557871.0,-565157.5,22,-374,40.0,61.0,142.75,321,-4671,53.0,37.0,1537.5,165,-2890,35.5,110.5,574.75,239,-4677,733.75,1770.5,2877.0,-310.21,-148.32,-214.99,-217.85,-147.19,66436,-1165158,52760.75,168814.0,566178.75,-0.1,0.11,-0.4,0.03,0.48,0.03,0.18,-0.04,0.04,0.05,0.61,-6.92,0.27,2.08,9.08,-0.23,-0.0,-0.14,-0.09,-0.02,0.52,-7.67,0.64,2.79,8.23,0.02,0.22,0.03,0.07,0.21,Y
176,38673339,-154190,6958,-1106223.0,-1011624.5,-384855.25,26,-359,8.5,23.5,-152.0,280,-4759,-194.5,101.5,-1399.5,57,263,-140.75,111.0,-412.75,264,-10657,290.75,373.0,-3068.25,122.06,224.17,250.7,160.13,126.65,62709,-1386112,-30220.75,46780.5,-405804.5,-0.21,-0.7,0.04,-0.03,-0.18,0.34,0.36,0.15,-0.07,-0.09,0.53,-16.67,-0.11,0.29,-5.24,0.04,0.01,0.12,0.08,0.02,0.38,-16.83,-0.3,0.73,-4.9,-0.02,0.03,0.17,0.16,0.16,Y
291,38690827,712620,-1352722,417498.5,242878.0,-198106.5,1,-345,16.5,93.0,109.5,-6,-7131,191.5,1111.5,1368.5,11,-3511,170.0,715.0,930.75,-46,-4571,51.75,1457.5,2003.0,89.14,107.33,-37.1,-34.17,-31.49,4807,-1202129,40638.5,281147.0,308229.5,0.37,0.3,-0.17,-0.18,-0.16,-0.13,-0.66,0.04,0.01,-0.08,-0.03,1.41,0.09,1.85,2.74,-0.03,0.02,-0.06,0.02,0.04,-0.14,1.45,0.12,1.62,2.94,0.11,0.01,0.02,0.04,0.05,N
645,38727783,-1541585,7765,-1979309.0,-1941206.0,-1196693.0,-3,-412,1.0,-119.5,-257.25,-65,-7213,-4.25,-1418.0,-3241.25,-63,-3102,-47.0,-1483.5,-2633.5,-159,-8460,-53.25,-2270.0,-5650.75,-20.94,121.18,38.8,7.26,79.72,-17339,-1519500,-19091.25,-445521.0,-852899.25,-0.04,0.6,-0.17,-0.2,0.16,-0.11,0.77,0.06,0.28,0.66,-0.14,-13.36,-0.12,-4.18,-8.85,-0.07,0.15,-0.22,-0.12,0.04,-0.2,-14.73,0.11,-3.95,-9.76,-0.09,0.11,0.1,0.02,-0.02,N
478,38711655,-473861,-1538347,-835550.0,-1730295.5,-1808357.75,-8,-166,-34.0,-88.5,-299.0,-222,-1218,-498.75,-1505.5,-5448.5,-204,-1527,-319.75,-1009.5,-3140.75,-377,-6024,-615.0,-1894.0,-3734.0,152.66,177.18,120.0,129.98,34.91,-48407,-701959,-109741.25,-342691.0,-970599.0,-0.07,-0.11,-0.16,-0.08,-0.09,-0.1,0.05,0.1,0.02,-0.04,-0.96,-6.74,-1.42,-2.98,-6.05,-0.02,-0.1,0.01,0.13,0.15,-1.1,-6.02,-1.24,-3.68,-5.17,-0.12,0.27,-0.06,0.11,0.17,Y
547,38719315,429773,195090,-178201.0,185496.5,219736.25,11,-112,116.75,175.0,36.75,274,266,2178.0,2971.0,3706.25,121,1027,1524.0,1832.5,1303.25,255,-2230,1704.5,3453.0,163.75,222.11,340.69,241.72,281.01,347.54,39912,-435288,391308.75,622133.0,255958.75,0.03,0.68,0.37,0.43,0.56,-0.25,-0.05,-0.24,-0.08,-0.1,0.22,-1.14,3.0,4.5,-0.12,0.35,0.24,0.17,0.19,0.31,0.35,-2.21,3.19,5.59,0.15,0.18,-0.19,0.11,-0.06,-0.13,Y
664,38729362,162745,2119994,260695.0,-114661.5,410474.75,28,538,132.0,194.0,381.25,483,6917,1524.75,2040.5,2514.25,291,6383,1353.5,1830.5,4049.75,513,13732,2248.25,3762.5,9342.5,-415.92,-103.12,-173.96,-87.47,-73.48,100278,2167199,426975.5,613493.0,1197926.0,0.06,-0.44,0.01,-0.28,-0.29,-0.09,-0.75,-0.09,-0.06,-0.06,0.91,15.78,3.8,7.91,11.5,-0.11,-0.01,-0.09,-0.02,-0.04,0.93,16.05,4.29,8.29,11.42,0.04,0.05,0.07,0.07,0.06,N
163,38671461,728607,162050,-79257.75,260915.0,292546.75,2,-394,-1.5,29.5,-259.75,90,-8347,223.25,303.0,-3265.25,95,-4389,198.75,305.0,19.0,136,-9625,213.5,446.5,-5191.5,201.8,-28.79,59.35,-81.26,-77.64,35836,-1219105,47716.0,92810.0,-1027457.25,0.35,-1.17,-0.36,-0.44,-1.05,0.33,-0.12,0.4,0.33,0.2,0.59,-15.68,0.67,1.44,-12.51,-0.08,-0.06,-0.1,-0.14,-0.11,0.51,-14.83,0.53,1.19,-11.74,-0.09,-0.26,-0.17,-0.19,-0.14,N
629,38726591,-519344,-68082,499228.0,3701.0,-120343.5,9,-9,-17.75,-36.5,-17.0,61,-1347,-311.5,-731.0,-819.0,-4,24,-11.25,-177.0,-421.5,48,1247,-28.25,-634.5,-276.25,76.22,-113.98,77.44,32.61,-39.57,8351,-10757,-24076.25,-92450.0,-45877.25,-0.08,1.68,-0.14,-0.18,-0.47,-0.16,0.68,0.12,0.09,0.19,0.08,5.76,-0.16,-0.88,0.36,0.01,-0.02,0.04,-0.06,-0.09,0.07,3.41,0.05,-1.23,0.61,-0.08,0.46,-0.06,-0.08,-0.1,Y
621,38725905,-862011,-431162,-933541.5,-1128264.0,-1082922.0,-4,539,-24.5,45.5,191.25,23,1835,-522.25,421.0,1901.25,-40,562,-210.0,88.0,955.25,-323,14045,-483.0,1417.0,2903.75,51.65,122.02,60.98,75.61,105.64,-34471,1927196,-97501.25,91646.5,509142.25,0.68,-0.79,0.2,0.24,0.14,0.01,-0.28,-0.34,-0.32,-0.29,-0.47,34.94,-1.29,1.72,4.67,-0.05,0.27,0.04,0.18,0.18,-0.53,31.22,-1.18,2.02,3.23,0.03,0.5,0.12,0.11,0.12,Y
503,38714616,108572,184449,-375159.5,418767.5,861521.25,0,198,71.25,77.5,128.0,32,2820,1001.25,1398.5,1421.5,-105,2080,700.25,1170.0,1459.0,-260,5480,1020.25,1391.5,1880.5,301.07,42.62,-94.69,-157.5,-55.96,-27044,610499,235133.5,292103.5,492223.75,0.49,0.52,-0.09,-0.02,-0.21,-0.21,-0.23,0.08,0.2,0.01,-0.13,9.3,2.24,2.63,3.43,0.2,0.18,-0.07,-0.17,-0.18,-0.14,11.41,2.28,2.6,2.91,0.22,0.02,0.09,-0.1,-0.14,Y
356,38697938,722138,-1122738,102249.5,372442.0,-441797.25,-8,-382,8.0,-19.5,-58.25,-88,-4790,119.0,-305.5,-669.25,-57,-6340,225.25,-242.5,-468.75,-82,-7877,406.0,-214.5,-532.75,28.81,187.71,-42.86,100.8,148.53,-23988,-1490779,43562.0,-55895.5,-131887.0,-0.19,0.06,-0.12,-0.25,-0.07,-0.07,0.49,0.04,0.04,0.36,-0.25,-16.91,0.61,-0.82,-3.89,-0.04,0.26,-0.0,0.08,0.13,-0.23,-16.45,0.85,-0.74,-4.35,-0.21,-0.04,-0.06,-0.05,-0.06,Y
286,38690524,-522108,1819349,6607.0,283154.0,761697.0,2,-286,18.75,-11.0,52.25,85,-3455,164.0,-148.5,581.5,35,-3565,273.75,-388.5,549.0,-130,-5137,311.5,-393.5,1776.25,-173.5,116.51,-0.13,-98.51,-29.35,-1217,-1142074,78188.25,-36262.5,204421.5,0.09,-0.22,-0.05,0.23,-0.1,0.15,-0.27,-0.06,-0.11,-0.24,-0.2,-12.06,0.73,-0.25,1.79,-0.15,-0.02,0.03,0.0,-0.01,-0.43,-10.64,0.35,0.2,1.84,0.01,0.05,0.04,0.07,0.05,Y
420,38704990,-613685,1021,-492281.5,133299.5,110631.5,-12,229,-70.0,-33.0,-32.0,-184,1818,-691.75,-656.0,542.25,-237,2558,-563.0,-725.0,628.0,-240,5181,-1155.5,-815.5,-1416.75,83.24,92.37,100.04,104.63,67.86,-62923,883638,-265054.5,-125078.5,-84252.5,-0.02,-0.57,0.15,0.02,0.01,0.08,-0.45,-0.02,-0.14,-0.22,-0.84,11.64,-4.43,-4.05,-0.09,0.08,0.3,0.1,0.11,0.09,-0.58,8.3,-4.64,-3.15,0.9,0.05,0.06,0.04,-0.01,-0.02,Y
104,38664675,1031794,257993,266568.5,325724.0,158616.5,33,10,14.5,4.0,4.75,550,3518,383.0,203.0,415.25,445,-400,33.0,-450.0,336.75,585,66,353.75,432.5,901.25,96.86,134.27,187.81,203.07,205.29,95999,150046,21754.75,-6535.5,127026.5,0.57,0.74,0.3,0.3,0.19,-0.02,-1.16,-0.16,-0.22,-0.28,0.5,3.25,-0.27,0.78,1.21,0.1,0.09,0.24,0.18,0.08,0.8,4.07,-0.04,1.05,1.3,0.15,-0.09,0.12,0.08,0.01,Y
114,38666163,-555317,-1138357,-720973.25,-875348.5,-464734.5,-10,-277,-18.5,-27.0,-132.25,-142,-4001,-312.75,-474.5,-1742.5,-91,-4119,-203.0,-292.5,-753.25,-290,-5305,-242.5,-438.0,-1722.5,-109.61,11.29,-46.16,-91.12,-100.12,-37579,-1007827,-60885.75,-87557.5,-377398.25,0.08,-0.43,-0.08,-0.35,-0.35,0.07,0.21,0.31,0.27,0.21,-0.45,-10.81,-0.84,-0.78,-8.88,-0.17,-0.18,-0.06,-0.08,-0.09,-0.52,-10.9,-0.86,-0.71,-9.12,-0.02,0.47,0.01,0.04,0.01,Y
636,38727120,24326,-870771,-34734.25,428804.5,1679157.0,11,-327,25.75,124.5,193.25,80,-3940,462.25,1753.0,1879.75,74,-334,180.0,1340.5,1976.75,145,-8305,434.0,3305.5,4813.5,165.56,63.96,-61.76,3.62,11.66,15425,-1576776,74530.25,452987.0,575290.25,-0.0,0.59,-0.03,-0.08,0.09,-0.11,-0.11,-0.03,-0.06,-0.06,0.18,-21.26,0.37,4.3,10.57,0.22,0.08,0.12,0.1,0.1,0.36,-20.32,0.3,4.87,11.68,0.15,0.14,0.15,0.17,0.13,Y
635,38727036,251932,-1110270,630417.5,701968.5,672172.75,-26,223,6.25,36.5,0.0,-349,4167,14.75,122.0,1361.75,-310,3284,140.0,87.5,542.75,-348,4014,160.25,709.5,-941.0,133.04,77.6,-75.39,-70.97,-0.61,-98719,292213,27765.25,104797.0,64436.5,0.12,-0.28,0.09,0.11,-0.05,-0.03,-0.08,0.08,0.11,0.05,-0.95,4.41,0.2,1.09,-0.52,-0.03,0.15,-0.09,-0.07,-0.02,-0.76,6.43,0.31,1.3,-1.17,0.09,-0.02,0.0,0.04,0.08,N
314,38693907,-675339,3017378,-764265.25,549259.0,1097413.5,0,-2,10.75,49.5,66.5,6,-59,247.0,873.5,260.25,38,159,288.25,868.0,372.25,65,1283,114.0,952.0,1722.5,190.26,-97.7,123.94,26.33,-55.3,8636,-270791,45918.75,220248.0,188712.75,-0.13,-0.67,-0.11,-0.14,-0.44,0.4,0.23,0.24,0.26,0.06,0.04,-3.95,0.29,2.15,2.91,0.03,-0.34,0.06,0.04,-0.03,0.06,-2.19,0.19,2.7,2.82,-0.07,-0.19,-0.04,-0.08,-0.06,N
92,38662545,266407,-113409,1010531.5,364511.5,40222.75,3,392,41.75,41.0,234.5,65,7531,539.25,849.5,3038.5,19,5414,595.0,354.0,3028.25,114,7408,609.5,646.5,3395.5,59.3,-93.39,58.28,77.68,34.99,14247,1273935,106842.75,102782.0,685098.25,-0.16,0.78,-0.14,-0.13,0.04,-0.26,0.28,-0.2,0.1,0.09,0.3,34.89,0.83,0.8,6.08,0.06,0.04,0.08,0.11,0.1,0.25,43.32,0.92,0.82,6.22,-0.04,0.08,0.08,0.04,0.03,Y
7,38649994,-566235,-439453,-559477.0,-980408.5,-596452.75,-18,225,-29.25,-28.0,-140.0,-133,3734,-509.0,-405.0,-1083.25,-254,778,-306.5,-256.5,-1901.5,-528,3591,-522.0,-563.5,-4122.5,238.36,247.93,71.54,28.73,125.51,-109519,694331,-109991.5,-66390.0,-595959.5,0.31,0.26,0.2,0.41,0.57,0.03,-0.38,-0.15,-0.24,-0.2,-1.06,-3.58,-1.33,-1.01,-8.43,0.18,0.3,0.08,-0.07,0.03,-0.96,-3.57,-1.17,-1.42,-7.98,0.1,0.23,0.02,0.07,0.17,Y
89,38662217,389092,1103072,643200.0,1215524.5,1637732.75,27,224,21.0,68.0,123.25,333,2960,444.5,1008.5,1490.75,170,1554,456.0,787.0,1193.75,397,3386,403.25,1352.0,2136.5,169.76,-99.73,-70.12,-133.47,-128.29,76688,766830,105826.5,218420.0,364255.0,0.2,-0.26,-0.07,-0.0,-0.17,-0.13,-0.14,0.08,0.08,0.28,0.7,6.95,1.02,2.79,3.49,0.06,-0.18,-0.06,-0.1,-0.16,0.85,5.47,1.02,3.13,4.08,-0.14,-0.36,-0.09,-0.1,-0.17,Y
537,38718517,-342771,-1102011,-442956.25,297636.0,408498.25,6,83,13.75,-63.0,62.75,86,2973,251.0,-588.5,1416.0,29,2546,206.75,-755.5,266.0,79,1087,324.0,-1358.0,1960.25,65.25,54.19,144.96,121.49,73.81,10560,317663,73678.0,-224316.0,168895.25,0.04,0.26,0.22,0.11,0.33,-0.08,-0.2,-0.15,0.04,-0.06,0.09,-7.5,1.02,-0.16,-0.53,0.13,0.09,0.16,0.14,0.11,0.11,-10.67,1.13,-0.28,-0.6,-0.1,-0.14,0.17,0.13,0.12,N
588,38723155,254016,424770,458182.5,466624.0,-40973.5,4,128,21.0,29.0,133.0,50,1680,501.75,414.5,1324.0,3,971,261.0,521.0,2287.0,59,1164,258.75,448.0,2446.25,146.8,335.54,-145.97,-79.22,-11.79,6826,317273,83243.5,114963.5,440319.0,-0.77,1.56,-0.66,-0.04,-0.51,-0.17,0.7,0.19,0.22,0.59,-0.04,3.63,0.6,1.22,4.91,0.11,0.23,-0.15,-0.11,-0.04,-0.05,3.94,0.53,1.02,4.22,-0.15,0.05,-0.07,-0.04,-0.18,N
530,38717476,212308,-1695248,518727.5,5695.5,-487770.5,3,-548,7.5,1.5,24.75,72,-7916,42.0,-132.5,587.0,67,-6652,85.75,63.5,-6.75,49,-9601,136.25,274.5,631.75,12.62,185.14,-74.65,-25.56,71.26,12377,-1920380,19704.5,9002.0,110899.25,0.19,0.5,-0.2,-0.13,-0.24,-0.24,-0.31,0.15,-0.02,0.05,0.11,-20.83,0.52,1.29,-0.19,-0.01,0.24,-0.03,0.04,0.15,0.15,-22.24,0.55,1.49,-0.14,0.05,-0.12,0.05,0.01,0.0,N
575,38721737,75049,795506,1108571.75,363466.5,733492.0,14,-414,-7.0,-0.5,-129.0,-27,-4493,-52.25,-208.0,-1665.0,256,-3613,60.25,39.0,-961.75,229,-10030,-84.25,-65.5,-2349.25,73.21,-112.85,-112.07,-155.92,-181.99,61330,-1358202,76.5,-1078.5,-373860.75,-0.46,-0.5,-0.21,-0.46,-0.56,0.33,0.25,0.3,0.28,0.25,0.31,-7.12,0.44,0.26,-4.07,0.05,-0.36,-0.09,-0.09,-0.27,0.34,-8.28,0.21,0.24,-4.26,-0.01,-0.35,-0.06,-0.14,-0.18,N
686,38731804,-492365,-1062084,484867.5,230639.0,-329719.25,-1,-84,-22.0,-59.5,23.0,-13,102,-477.25,-669.0,1003.0,-52,-1225,-387.75,-550.0,45.25,-103,-2341,-480.75,-1058.5,-75.5,312.54,110.54,166.28,59.76,110.02,-11159,-238845,-97984.5,-204208.0,68833.0,0.2,0.21,0.59,0.74,0.62,-0.14,-0.22,-0.21,-0.13,-0.16,-0.06,-1.19,-0.75,-2.32,0.05,0.08,0.14,0.08,0.08,0.03,-0.08,-0.8,-0.84,-2.27,0.38,0.11,0.3,0.06,0.06,0.16,Y
260,38687106,-55876,-1951002,-905000.25,-1172371.0,-1710850.25,-2,-171,-4.5,2.0,-130.25,-31,-2393,7.25,150.0,-1025.0,-112,-1433,-0.75,85.5,-1185.75,-158,-4856,-93.5,-87.0,-2719.75,95.46,182.82,221.43,182.19,166.74,-25679,-550989,-10668.75,24914.5,-407713.0,0.08,1.27,0.1,0.26,0.3,-0.13,0.08,0.07,-0.02,-0.0,-0.28,-5.67,-0.14,0.4,-4.08,-0.01,0.12,0.06,0.07,0.15,-0.34,-6.84,-0.13,0.28,-4.35,0.22,-0.13,0.04,-0.05,-0.16,Y
140,38668920,604030,-930773,-261223.75,-925632.5,-906542.25,4,-150,22.5,38.0,107.5,59,1617,336.25,-67.5,1173.5,-17,-910,330.75,422.5,1401.5,20,-6582,321.0,890.5,2161.25,335.83,-93.06,-25.48,-12.34,-110.11,7095,-608320,77577.25,88973.0,426719.25,-0.25,0.52,-0.07,0.12,0.3,-0.04,0.55,-0.05,0.15,0.22,0.1,-12.09,0.61,1.25,3.65,0.18,-0.05,-0.07,-0.09,-0.02,0.1,-15.55,0.67,1.66,3.37,0.11,0.04,0.1,0.06,0.07,Y
28,38654358,-930937,-382998,-803581.25,51218.5,574806.25,12,98,12.5,1.0,-25.5,127,1411,236.75,352.5,451.0,142,1289,159.5,140.5,126.75,290,1481,150.0,-71.0,-511.75,44.27,128.48,-45.11,-35.37,-42.21,45281,362530,49491.75,38374.0,-40546.75,0.04,0.41,-0.25,0.27,0.57,-0.19,0.84,-0.28,-0.09,0.31,0.22,10.19,0.35,0.48,-0.62,-0.08,0.25,-0.11,-0.08,-0.06,0.32,9.2,0.4,0.55,-0.47,0.02,-0.1,-0.08,0.02,0.04,N
43,38656362,-126345,440560,-432265.25,-182723.5,687613.5,1,480,47.5,150.0,335.75,77,7694,713.75,2218.0,3767.25,-6,6075,299.0,1360.0,5610.0,50,6759,793.0,2097.5,4602.75,73.16,-141.55,137.85,73.28,18.64,12834,1784412,142843.25,408004.0,1101767.25,-0.02,1.94,0.01,0.12,0.68,-0.59,-0.04,-0.36,0.08,-0.01,0.11,17.85,1.1,7.51,16.71,0.08,-0.01,0.18,0.06,0.15,0.1,14.46,1.09,7.74,16.14,0.18,-0.39,0.11,0.05,-0.01,N
42,38656284,1862712,1626730,1405643.25,1259762.0,1735670.5,22,11,47.25,77.0,110.5,409,-656,616.5,1549.5,2058.75,231,-565,577.25,1316.5,1299.75,460,1263,939.25,1628.5,1730.5,4.5,-215.46,-47.72,-143.25,-196.72,72918,114000,159507.0,296674.0,332416.25,0.12,-1.4,0.19,-0.04,-0.33,0.29,0.24,0.02,0.12,-0.02,1.26,0.93,1.6,2.81,2.24,0.04,-0.36,-0.04,-0.11,-0.1,1.19,0.17,1.93,3.18,2.66,0.49,-0.43,0.21,0.07,-0.1,N
73,38660335,1322696,-792299,842871.25,38802.0,-312578.5,22,43,15.0,37.5,51.75,233,142,158.75,295.0,-45.75,228,596,164.75,48.5,377.0,251,1325,264.5,407.0,717.5,-306.14,-136.72,-222.1,-139.67,-126.92,58115,191375,62556.5,84450.0,129208.75,0.06,-0.31,0.02,-0.22,-0.32,0.21,-0.68,0.34,0.35,-0.22,0.66,5.7,0.33,0.85,1.91,-0.23,-0.29,-0.26,-0.2,-0.1,0.94,5.14,0.19,0.51,1.84,0.06,-0.19,0.04,-0.06,-0.13,N
167,38672150,-213242,344960,472879.25,401465.0,392560.25,-21,-160,-84.75,-327.5,-346.0,-262,-381,-1081.5,-5190.5,-5917.0,-70,-506,-613.0,-2507.0,-2678.25,-341,-5672,-1620.0,-5673.5,-6099.25,122.74,118.97,-67.32,-18.11,-67.37,-37853,-767818,-221794.5,-1082823.5,-1311187.0,-0.8,-0.57,-0.51,-0.47,-0.33,0.39,0.45,0.2,0.17,0.43,-0.74,-7.22,-2.03,-7.85,-14.95,0.03,-0.04,-0.02,-0.08,0.0,-0.86,-5.23,-2.6,-8.73,-12.3,-0.46,-0.16,-0.34,-0.15,-0.13,N
350,38697328,398259,1139202,-177290.75,-639171.5,-264446.0,2,-654,2.5,0.0,-14.5,29,-6908,15.0,33.5,-97.25,43,-6460,58.25,39.5,-105.25,103,-13430,102.5,-25.0,-346.0,-241.87,-345.11,29.32,36.31,-16.7,15225,-2289575,12344.75,897.0,-50935.25,-0.12,-1.17,-0.24,-0.25,-0.29,0.48,0.48,0.07,0.1,0.18,0.13,-23.52,0.18,0.2,-0.75,-0.21,-0.78,0.12,0.13,0.08,0.12,-23.89,0.26,0.31,-0.79,-0.05,-1.0,-0.11,-0.15,-0.76,N
619,38725723,-811016,494974,-701025.25,-1037818.5,-1323138.5,-8,103,-15.75,-44.0,-88.0,-262,1353,-213.25,-565.5,-1009.25,-175,621,-200.25,-618.5,-1036.75,-164,2567,-398.5,-680.5,-1345.0,-26.74,236.6,-27.5,25.93,193.89,-44248,479200,-69007.0,-171241.5,-275883.5,-0.0,0.88,-0.16,0.13,0.35,-0.25,0.16,-0.16,-0.17,0.15,-0.37,0.2,-1.07,-2.01,-2.48,0.0,0.2,-0.08,-0.03,0.2,-0.34,-0.86,-1.09,-1.93,-2.35,0.18,0.38,0.17,0.06,0.34,Y
66,38659523,-318557,-1405575,556427.75,164792.5,-1874387.25,-25,-31,-30.5,-78.0,-105.25,-343,-667,-383.75,-924.0,-1468.0,-90,-527,-423.5,-827.0,-1135.25,-328,169,-633.5,-1512.5,-1459.25,-6.62,-40.68,-53.98,-65.96,-100.82,-62248,-86928,-105819.5,-247331.0,-297596.0,0.15,-1.34,-0.1,-0.06,0.01,0.36,-0.08,-0.11,-0.0,-0.07,-0.69,-1.01,-0.63,-2.4,-2.64,-0.0,0.12,-0.02,-0.03,0.02,-0.69,-1.51,-0.94,-2.4,-2.51,-0.01,0.12,0.05,0.09,0.06,N
11,38650735,247496,-813297,-229657.5,-179104.5,-1061579.25,-6,-69,1.5,-20.0,136.25,-41,-6025,-52.5,-352.5,1661.25,-26,-861,25.75,-20.5,1329.0,-49,7520,-4.5,-283.0,1615.75,-224.63,-106.78,-219.54,-201.45,-143.66,-3702,-292091,6676.25,-54342.0,443835.25,-0.17,-0.33,-0.4,-0.74,-0.48,0.26,0.44,0.38,0.44,0.4,-0.03,4.13,0.12,-0.4,4.33,-0.2,-0.04,-0.25,-0.25,-0.17,0.0,10.23,0.05,-0.25,4.24,-0.41,0.06,-0.14,-0.1,-0.06,N
367,38698685,-667780,837378,-938085.0,-2140972.0,-601337.75,-42,976,-70.75,-305.0,129.0,-370,14265,-1806.5,-5490.5,4108.0,-252,15019,-1228.25,-3451.0,2244.75,-810,25012,-406.75,-3484.5,1650.25,-214.33,-119.41,-55.32,-17.08,16.83,-124791,3436745,-254491.75,-1061728.5,386856.25,-0.34,-0.11,-0.29,-0.24,-0.15,-0.02,0.32,0.19,0.24,0.26,-1.28,21.12,-2.75,-7.24,3.4,-0.19,0.02,-0.1,-0.05,-0.0,-1.37,32.13,-1.93,-6.43,2.74,0.05,-0.08,-0.03,-0.02,-0.06,Y
576,38721872,424239,-820316,671401.0,1170171.0,268247.0,-7,-218,8.25,2.0,-83.75,-114,-4760,135.5,64.0,-1746.0,-51,-1518,111.0,42.0,-716.25,-204,-3673,138.25,33.0,-1352.5,-216.9,-198.58,-241.51,-267.58,-191.9,-23597,-661930,38411.5,12805.0,-301215.5,-0.17,-0.08,-0.24,-0.5,-0.51,-0.06,0.01,0.15,0.2,0.01,-0.18,-15.15,0.43,0.42,-3.14,-0.19,-0.2,-0.15,-0.2,-0.24,-0.32,-16.52,0.27,0.1,-2.96,0.02,-0.11,-0.04,-0.04,0.02,Y
178,38673734,1003926,-1278331,655557.25,750526.5,687059.75,-1,158,3.25,-41.5,-103.5,245,-2447,-228.75,-853.5,-1506.0,93,1023,170.0,16.0,-1402.5,309,5478,167.75,-46.0,-1403.5,-509.47,-12.59,-38.37,-19.69,-41.32,55696,585393,24606.0,-42837.0,-361137.0,-0.58,-0.48,-0.31,-0.33,-0.4,-0.04,0.42,0.06,0.19,0.3,0.31,10.67,0.52,0.16,-2.83,-0.38,-0.21,-0.01,-0.13,-0.15,0.28,11.21,0.39,-0.07,-2.24,-0.07,-0.12,-0.09,-0.18,-0.16,N
275,38689582,159415,-254509,-344516.75,-276895.5,255917.75,-6,502,2.5,15.0,95.75,-46,3265,-22.5,212.5,1385.0,-21,4911,-4.75,101.5,1267.5,-51,12108,82.75,420.5,1809.0,55.49,-58.45,31.48,-93.1,-53.61,-14221,1866744,3647.25,45864.0,359877.75,-0.07,-1.0,0.17,-0.11,-0.8,0.41,0.59,0.27,0.05,-0.05,-0.14,20.94,-0.16,-0.19,3.92,0.07,-0.22,-0.02,-0.09,-0.18,-0.13,20.27,-0.09,0.04,3.65,-0.34,-0.11,-0.07,-0.03,-0.06,N
