Unnamed: 0,match_id,p_total_time_played_min_diff,p_total_time_played_max_diff,p_total_time_played_q25_diff,p_total_time_played_median_diff,p_total_time_played_q75_diff,ph_wins_min_diff,ph_wins_max_diff,ph_wins_q25_diff,ph_wins_median_diff,ph_wins_q75_diff,ph_kills_min_diff,ph_kills_max_diff,ph_kills_q25_diff,ph_kills_median_diff,ph_kills_q75_diff,ph_deaths_min_diff,ph_deaths_max_diff,ph_deaths_q25_diff,ph_deaths_median_diff,ph_deaths_q75_diff,ph_assists_min_diff,ph_assists_max_diff,ph_assists_q25_diff,ph_assists_median_diff,ph_assists_q75_diff,ph_damage_per_min_min_diff,ph_damage_per_min_max_diff,ph_damage_per_min_q25_diff,ph_damage_per_min_median_diff,ph_damage_per_min_q75_diff,ph_time_played_min_diff,ph_time_played_max_diff,ph_time_played_q25_diff,ph_time_played_median_diff,ph_time_played_q75_diff,ph_total_kd_min_diff,ph_total_kd_max_diff,ph_total_kd_q25_diff,ph_total_kd_median_diff,ph_total_kd_q75_diff,ph_kd_ratio_min_diff,ph_kd_ratio_max_diff,ph_kd_ratio_q25_diff,ph_kd_ratio_median_diff,ph_kd_ratio_q75_diff,ph_time_played_ratio_min_diff,ph_time_played_ratio_max_diff,ph_time_played_ratio_q25_diff,ph_time_played_ratio_median_diff,ph_time_played_ratio_q75_diff,ph_damage_per_min_ratio_min_diff,ph_damage_per_min_ratio_max_diff,ph_damage_per_min_ratio_q25_diff,ph_damage_per_min_ratio_median_diff,ph_damage_per_min_ratio_q75_diff,ph_assists_ratio_min_diff,ph_assists_ratio_max_diff,ph_assists_ratio_q25_diff,ph_assists_ratio_median_diff,ph_assists_ratio_q75_diff,ph_win_rate_ratio_min_diff,ph_win_rate_ratio_max_diff,ph_win_rate_ratio_q25_diff,ph_win_rate_ratio_median_diff,ph_win_rate_ratio_q75_diff,target
460,38709907,674192,1041251,1500953.0,913552.5,893156.5,-3,-105,7.25,-9.5,-41.25,-24,-1937,84.75,-352.0,-328.25,12,-60,76.25,-29.5,-520.75,5,489,115.0,129.5,-961.5,-69.32,-176.37,-56.94,-39.12,30.82,2256,-345185,26452.5,-21802.0,-173168.0,-0.23,-0.11,-0.3,-0.31,-0.13,-0.05,-0.07,0.11,0.18,0.2,0.07,-1.14,0.25,-0.27,-0.43,0.07,-0.09,-0.01,0.01,-0.0,0.03,2.63,0.13,-0.35,-0.31,-0.2,-0.35,-0.14,-0.06,-0.01,Y
553,38719761,-1272809,-1886494,-1548068.25,-1908905.0,-1783683.25,5,5,-1.5,-48.5,-115.0,130,314,-75.75,-535.5,-1363.5,73,-85,-94.5,-653.5,-802.25,169,137,-134.75,-959.0,-2291.75,306.85,56.74,77.56,-6.84,2.75,23418,-34533,-18018.5,-153627.0,-366121.0,0.38,-0.49,0.28,0.24,0.19,0.03,-0.17,-0.28,-0.3,-0.39,0.1,2.38,-0.72,-1.26,-5.15,0.16,0.14,0.16,0.09,0.03,0.11,2.49,-0.64,-1.6,-5.72,-0.04,0.37,0.1,0.06,0.04,N
620,38725796,368424,2141750,570553.5,32228.5,618472.25,39,570,43.5,58.0,74.75,408,4990,574.5,998.0,1459.0,293,6560,369.0,693.5,787.75,670,11597,964.5,1295.0,1399.0,31.53,165.76,162.14,188.37,169.38,103826,1868379,153284.5,213270.0,264425.0,0.02,-2.59,0.22,0.13,-1.6,0.42,-0.13,0.3,-0.0,-0.18,1.06,21.36,1.31,1.44,1.85,0.1,0.28,0.13,0.14,0.18,1.19,23.59,1.26,1.65,2.27,-0.03,-0.56,-0.1,-0.37,-0.6,N
206,38678934,1471051,-808891,1013837.25,917803.0,131625.5,21,-365,15.25,-85.0,-377.25,309,-3100,1.5,-1848.5,-5328.25,92,-6606,-78.75,-1432.5,-478.5,231,-9969,400.25,-1945.0,-9132.25,53.0,-34.67,-15.7,3.31,26.47,46955,-1198466,-12072.5,-438635.5,-1285755.0,-0.08,-0.03,-0.05,0.14,0.27,0.14,-0.13,-0.05,-0.07,0.15,1.3,-16.14,1.21,-1.91,-14.76,-0.08,-0.09,-0.08,0.04,0.08,1.62,-20.05,1.57,-1.55,-16.26,0.35,0.29,0.18,0.18,0.21,N
392,38701318,335448,-2982086,-11565.25,-481237.0,-457268.5,10,-40,54.75,161.0,166.75,44,2788,657.5,2031.5,1647.5,68,-1972,463.5,1773.5,1383.25,102,-3454,935.0,3240.5,3724.25,-89.71,-116.47,-49.02,12.64,-35.76,23668,-35295,163970.0,584370.5,468233.75,0.1,0.07,0.1,0.09,0.32,0.11,0.02,-0.04,-0.22,-0.17,0.42,-6.15,1.3,4.9,3.18,0.09,-0.13,-0.05,-0.12,-0.1,0.3,-5.93,1.52,5.44,3.18,0.2,0.01,0.15,0.11,0.01,Y
397,38701743,52181,-1804423,-478151.5,-1465991.0,-1993289.25,3,-557,-1.5,16.5,-260.25,59,-6225,2.25,291.5,-3544.25,28,-6345,-6.0,155.0,-4414.25,11,-11727,26.5,229.5,-5225.5,236.12,231.3,196.47,214.22,162.47,5728,-1821144,-7619.0,48334.0,-899775.5,0.36,-23.07,0.38,0.17,0.24,0.51,-0.67,-0.14,-0.23,-0.37,0.02,-22.8,0.13,0.46,-7.42,0.3,0.22,0.13,0.21,0.17,-0.04,-25.76,0.19,0.48,-7.27,0.03,0.28,-0.04,-0.04,-0.04,Y
598,38724215,-217861,1562789,299516.75,1365977.0,1292751.5,-23,-10,-14.5,90.5,7.25,-404,1220,91.0,1987.5,-196.0,-319,-476,-133.5,152.5,251.75,-612,-1748,-480.0,1141.5,1163.25,-33.34,293.68,181.55,205.15,197.06,-98641,-205846,-45949.75,328581.0,-57893.75,-0.38,0.92,0.18,0.2,0.63,-0.29,0.62,-0.19,-0.12,0.14,-0.43,1.06,-0.79,4.88,6.12,0.18,0.37,0.18,0.15,0.18,-0.43,2.19,-1.22,5.19,4.9,0.06,-0.04,0.11,0.08,0.05,Y
217,38682011,201986,-339994,279772.75,485640.0,251254.25,41,166,51.75,-39.5,-7.0,851,3955,673.25,498.5,2192.0,559,2736,552.5,175.0,1083.0,697,2823,846.25,-1521.0,-1959.25,92.47,138.26,120.85,126.5,155.91,109525,447443,152211.0,-57679.5,77194.5,0.49,0.1,0.26,0.17,0.08,-0.04,-0.48,0.02,-0.03,-0.1,0.64,24.93,1.16,-3.22,-3.47,-0.0,0.16,0.04,0.03,0.1,1.21,33.49,0.77,-4.64,-5.34,0.13,-0.07,0.1,0.04,-0.03,Y
4,38649125,197654,-873113,333224.75,-448923.0,-527019.5,-13,-122,35.75,55.5,58.0,-54,-11978,231.75,-45.5,-1260.25,-286,-4575,211.25,583.5,561.25,-289,-2519,981.25,2272.0,2352.25,-438.64,-18.86,-327.31,-181.67,-79.65,-91285,-405379,130895.25,235415.0,195413.5,-0.49,0.31,-0.51,-0.38,-0.04,-0.08,0.26,0.06,0.11,0.37,-0.56,12.82,2.3,3.53,4.28,-0.3,-0.06,-0.14,-0.07,-0.11,-0.45,4.2,2.5,3.75,3.97,0.07,0.11,-0.02,0.05,0.03,N
631,38726614,-950322,-542414,-166878.75,-421029.5,-776680.0,3,7,-44.75,-178.0,-59.25,-56,-2911,-625.75,-2708.5,-699.25,5,1691,-342.25,-2175.5,-1205.25,98,1312,-774.75,-3231.5,-489.25,-113.14,17.31,-47.1,-54.82,26.77,7810,254188,-135228.25,-619200.0,-248216.0,-0.39,-0.52,0.08,0.01,-0.29,0.11,0.09,-0.04,-0.17,-0.04,0.29,2.33,-1.11,-5.5,-5.14,-0.07,0.18,0.01,0.1,0.15,0.28,-2.54,-1.14,-5.86,-3.93,-0.13,-0.11,-0.09,-0.12,-0.05,N
546,38719255,79556,1614341,793460.75,1257592.0,1304246.25,8,243,4.75,3.5,54.0,55,2863,53.25,182.0,1362.25,94,2817,56.5,158.5,744.25,82,7004,180.5,92.5,1177.5,88.36,48.55,29.03,-101.92,-117.72,14835,877937,23981.0,26265.0,270856.75,0.2,-2.13,0.06,-0.48,-0.23,0.51,0.14,0.24,0.12,0.02,0.3,8.04,0.3,0.3,4.17,0.18,0.07,-0.0,-0.02,-0.1,0.36,9.95,0.36,0.29,3.56,0.17,-0.1,0.01,-0.07,-0.29,Y
98,38663621,198486,488990,209494.25,96662.0,347463.5,28,229,178.5,187.0,135.5,643,3105,1636.0,2370.0,1049.75,337,5052,1679.0,1901.5,1414.5,249,2013,3859.75,3364.0,3344.5,-268.94,7.78,-59.4,-22.53,64.89,89958,887585,669191.75,607824.5,529160.0,-0.08,0.08,-0.04,0.25,0.06,-0.27,0.57,-0.17,-0.22,0.05,1.18,3.85,5.99,9.1,13.13,-0.51,0.07,-0.14,-0.01,0.07,1.12,11.0,6.13,7.89,9.8,0.01,0.01,0.0,-0.01,-0.02,N
573,38721451,744333,894566,471166.75,652854.5,731388.75,0,521,8.25,-0.5,91.25,-18,7459,127.5,-198.0,1074.75,32,5962,158.0,-108.5,1285.5,0,9466,167.25,270.0,1756.5,-18.42,-0.68,42.42,-19.83,-45.94,-1319,2006777,37936.25,4304.5,379824.0,-0.38,-1.66,-0.14,0.0,-0.16,0.31,0.15,-0.06,0.08,0.2,-0.04,17.81,0.11,0.56,3.1,0.02,-0.15,0.04,0.04,0.04,-0.14,16.77,0.06,0.76,2.49,0.04,-0.22,-0.02,-0.05,-0.08,Y
406,38702822,-400153,204358,-865169.5,-686825.5,279470.75,-10,-124,-2.75,65.0,-126.0,-109,-3500,-7.5,1071.5,-2121.5,-84,-1120,-13.0,654.0,-758.0,-158,-28,-100.0,1026.5,-1527.25,51.78,138.91,37.07,23.74,84.34,-30127,-437559,-20196.25,207708.5,-409605.25,0.01,-0.17,0.02,-0.02,-0.1,-0.08,-0.01,-0.21,-0.19,-0.08,-0.31,-4.26,-0.18,1.76,-2.99,-0.02,0.17,0.1,0.18,0.16,-0.35,-3.09,-0.08,1.82,-3.74,0.16,0.12,-0.06,0.02,0.05,N
502,38714432,-296115,388758,-345515.0,-434418.0,-235609.0,0,-565,5.5,2.5,-51.5,71,-3397,93.0,2.5,-130.75,-50,-4587,-71.0,-7.0,-311.25,87,-14860,119.0,102.5,-779.5,265.75,275.47,137.9,105.33,77.27,963,-2069878,10302.5,4620.0,-104105.75,0.19,1.1,0.71,0.68,0.81,-0.56,-0.52,-0.36,-0.37,-0.43,0.06,-33.35,0.22,0.26,-1.85,0.16,0.15,0.14,-0.02,0.09,0.22,-33.2,0.26,0.3,-2.13,-0.05,0.11,-0.11,0.04,0.04,Y
47,38656847,1004671,-206131,997456.75,803721.0,31540.25,-5,-189,4.75,47.0,36.75,-67,-4581,-25.0,601.0,233.25,-51,-1297,-39.25,343.5,322.75,-219,-4643,113.0,555.0,185.5,44.92,-109.52,-99.18,-36.2,24.94,-25378,-747607,12988.75,139226.5,19971.25,-0.19,-0.31,-0.04,0.05,-0.05,-0.01,-0.14,0.23,0.09,-0.08,-0.15,0.66,0.15,0.8,0.48,0.07,0.03,0.01,0.03,0.01,-0.3,0.76,0.21,0.6,0.68,0.18,0.05,0.11,0.12,0.06,Y
32,38655046,292782,1458789,-1116982.75,125132.0,2171252.75,11,-35,31.25,24.5,-78.25,98,-1353,516.5,449.0,-438.25,84,48,549.0,513.5,-649.25,174,-1440,713.5,606.5,-1380.75,-116.3,-163.79,-19.9,43.18,22.81,22739,-229412,126133.0,108971.0,-125980.5,-0.1,-1.76,-0.21,-0.3,-0.29,0.29,0.61,0.06,0.18,0.21,0.22,8.39,1.73,0.52,-2.35,-0.16,-0.15,-0.06,-0.05,0.02,0.28,7.69,1.57,0.37,-2.95,-0.23,0.16,-0.13,-0.12,-0.04,Y
200,38677256,654569,2230106,1405915.75,1214599.5,505274.0,9,76,11.5,52.5,78.5,71,1541,255.75,636.5,885.25,-12,1613,134.75,554.5,819.0,96,1556,97.0,1000.0,1759.0,-101.9,-211.01,-131.39,-156.22,-110.89,8000,402756,35230.25,179068.0,271941.75,0.05,-1.27,0.17,-0.06,-0.46,0.06,-0.23,0.22,0.11,-0.1,0.15,0.86,0.38,2.08,3.55,-0.14,0.13,-0.14,-0.2,-0.22,0.2,-1.41,0.18,2.08,3.37,0.06,-0.15,0.07,-0.21,-0.18,Y
134,38668223,-211689,849726,-748639.5,5618.0,103248.25,-11,20,-6.5,-9.5,-35.0,-116,-142,-57.25,-159.0,-485.0,-179,1317,-17.5,-73.0,-250.0,-324,-29,-240.25,-308.5,-178.0,-12.55,27.78,8.46,13.31,61.08,-50118,-42734,-15422.0,-45931.5,-73371.25,-0.21,1.42,-0.07,-0.05,0.05,-0.29,-0.37,0.04,0.1,-0.08,-0.37,4.92,-0.43,-0.52,4.02,0.05,-0.11,0.13,0.11,0.08,-0.42,5.76,-0.58,-0.81,3.45,0.14,-0.17,0.08,-0.01,-0.07,N
27,38654291,240886,2109710,34511.5,-118108.5,-34666.75,-24,-115,-18.75,-3.0,-6.75,-302,-1742,-176.0,-109.0,-240.0,-306,-282,-217.0,249.0,-218.0,-432,-1733,-375.0,-146.0,34.25,106.45,3.93,11.7,-226.45,-50.4,-109192,-242656,-54155.25,36490.0,59399.75,0.06,0.43,-0.04,-0.33,-0.4,-0.12,-0.48,0.07,0.28,0.25,-0.79,-3.02,-0.53,0.15,2.98,0.1,-0.05,-0.09,-0.2,-0.16,-0.7,-0.33,-0.66,0.08,2.52,-0.38,0.13,-0.02,-0.03,0.0,N
622,38726005,-330164,-835636,9474.0,211270.5,274125.0,24,-353,-45.25,-131.5,-205.0,449,-5197,-11.5,-1243.0,-2235.25,344,-5662,-143.75,-1204.0,-1993.5,321,-6109,-879.75,-2788.5,-3405.75,49.47,-52.57,53.33,13.86,-0.19,80780,-1146052,-133854.25,-369249.5,-567276.75,0.05,0.68,0.25,0.12,0.1,-0.37,0.2,0.0,-0.06,-0.08,0.61,-10.99,-1.34,-5.08,-4.82,0.03,0.11,0.0,0.04,0.05,0.62,-13.16,-1.76,-5.97,-5.26,0.09,-0.05,-0.09,-0.16,-0.08,N
230,38683504,271985,-1163154,706344.0,877372.5,734845.5,-4,765,-54.25,-276.5,62.25,-25,11655,-253.75,-3800.5,-1349.5,-1,5149,-117.25,-2808.0,1027.75,-21,14824,-643.5,-5212.5,1339.5,63.75,-158.46,-91.88,36.19,77.26,-9167,3032709,-104138.5,-919842.5,104034.0,0.2,-0.13,-0.34,-0.17,-0.47,0.05,-0.34,0.18,0.17,0.11,-0.06,29.64,-1.76,-8.35,4.53,-0.04,-0.09,-0.01,0.12,0.18,-0.04,26.22,-1.9,-9.05,2.62,-0.26,0.2,-0.07,-0.08,-0.16,N
489,38712776,-1055346,-2504871,-704378.5,-527883.5,-161999.25,-3,-1184,1.25,-29.0,-225.0,-17,-6578,10.0,-295.0,-1495.5,-83,-16042,-63.25,-339.5,-1926.0,-75,-28546,70.5,-965.5,-4722.5,399.2,86.15,147.57,184.56,221.15,-11922,-4064255,2292.0,-133019.5,-794219.0,0.55,0.64,0.72,0.47,0.31,-0.24,-0.86,-0.23,-0.23,-0.49,-0.03,-45.11,0.09,-1.91,-14.12,0.31,0.11,0.1,0.15,0.17,-0.05,-50.71,0.17,-2.16,-15.83,0.05,0.1,0.01,0.06,0.08,N
378,38699575,-1121048,2873774,-1108001.25,-1461292.0,-460691.0,-27,1402,-28.75,-47.0,-111.0,-161,20848,-319.0,-550.5,-1329.5,-251,18473,-303.0,-581.0,-1084.0,-696,34675,-816.25,-940.5,-2537.75,395.09,405.21,136.4,177.99,153.5,-96059,4964112,-120977.25,-147055.5,-329749.5,0.21,0.35,0.24,0.62,0.85,-0.22,-0.12,-0.22,-0.25,-0.12,-1.17,38.82,-1.43,-1.66,-4.76,0.36,0.57,0.14,0.15,0.33,-1.19,45.67,-1.62,-2.05,-4.9,0.11,0.18,0.15,0.17,0.15,Y
288,38690699,-780586,340911,-402977.75,-396283.0,-569081.25,16,-206,-23.75,-133.0,-172.5,203,2297,-767.75,-2995.0,-2909.25,16,-2286,-513.75,-1793.5,-2542.25,85,-4331,-453.0,-2203.5,-4023.0,-65.64,312.11,159.73,136.18,65.82,17433,-764319,-132122.0,-519620.0,-639086.0,-0.31,0.85,-0.2,0.11,0.76,-0.22,0.44,-0.17,0.06,0.32,0.12,-5.92,-0.65,-5.17,-12.46,0.01,0.21,0.02,0.08,-0.1,0.3,-3.74,-0.43,-4.62,-12.22,0.09,0.31,0.05,0.06,0.08,Y
418,38704653,-744595,2329621,-820223.0,-157990.5,1393385.75,-26,120,-53.5,-150.0,-197.75,-557,1364,-685.25,-1499.5,-1902.75,-340,2931,-676.25,-1059.0,-1903.0,-800,381,-1101.0,-2281.0,-4118.75,192.86,220.86,64.79,48.49,212.05,-100962,517531,-173816.25,-429872.0,-636096.25,0.16,0.18,0.09,0.2,0.73,-0.15,0.11,-0.09,0.04,0.03,-1.0,3.2,-1.27,-3.24,-4.18,0.02,0.32,-0.08,-0.11,0.18,-1.12,1.19,-1.31,-3.38,-5.13,-0.3,0.38,-0.09,0.09,0.19,Y
391,38701052,83927,1970163,176237.0,-549333.5,-1380330.0,-13,-561,-48.5,-54.5,-181.25,-229,-11645,-845.25,-817.5,-2382.75,-131,-5896,-664.25,-229.0,-1130.25,-400,-9371,-613.75,-828.5,-3981.75,-289.59,-206.65,-105.88,-64.44,-73.3,-36868,-2027766,-174301.25,-167987.0,-599783.75,-0.46,-0.33,-0.18,-0.34,-0.34,0.18,0.03,0.18,0.02,-0.13,-0.47,-18.79,-1.65,-1.76,-3.24,-0.18,0.09,-0.12,-0.14,-0.02,-0.68,-17.14,-1.37,-1.73,-3.31,0.07,0.14,0.0,0.0,0.02,Y
592,38723627,-915102,-227529,-337557.75,-140844.5,-33895.0,-26,-10,-2.0,-5.5,-24.0,-377,-582,16.25,-256.5,-622.25,-163,323,14.25,-299.5,-291.5,-547,-1234,103.5,137.5,-130.0,-47.73,-155.09,14.2,-38.36,-47.08,-83971,-65456,28720.75,-20805.5,-111803.0,-0.18,-0.23,-0.27,-0.36,-0.31,-0.09,-0.22,0.09,0.21,0.16,-0.99,-1.58,-0.16,-0.34,-0.43,-0.05,0.04,0.01,-0.04,-0.07,-1.28,-3.35,-0.26,-0.5,-0.24,-0.41,-0.06,-0.08,-0.03,0.04,N
498,38713726,231555,-2516407,-125363.25,394459.5,-1601607.75,0,-121,-19.0,-57.5,-55.5,-44,-3176,-505.5,-1115.5,-977.0,-82,-3391,19.25,-538.0,-825.25,-91,-620,-416.25,-1196.5,-1318.25,-157.32,-169.23,-197.01,-83.22,-74.54,-11311,-329640,-34978.25,-158398.0,-179431.5,-0.08,0.21,-0.09,-0.12,-0.27,-0.17,-0.01,0.2,0.12,0.06,-0.08,1.96,-0.4,-1.62,-2.93,-0.28,0.08,-0.26,-0.16,-0.12,-0.18,3.67,-0.39,-1.46,-3.2,-0.08,0.21,-0.13,-0.12,-0.0,Y
138,38668875,-660619,-605995,-909156.25,-597562.5,-1020190.25,-14,120,10.5,-2.0,41.0,-93,1243,340.5,417.0,481.5,-111,2977,214.0,196.0,550.75,-452,3087,-169.0,-264.5,466.5,35.0,-135.09,46.21,74.99,-106.32,-56323,843883,49555.25,40273.0,109731.75,0.19,-0.55,0.08,-0.04,-0.01,0.34,-0.19,0.1,0.02,0.14,-0.19,12.14,0.56,0.3,0.92,-0.09,-0.03,-0.02,0.11,0.02,-0.12,9.05,0.12,0.22,0.97,-0.17,0.1,-0.04,-0.11,-0.11,Y
62,38658625,733694,-193051,209146.75,474763.5,70059.5,10,-290,-19.0,-143.0,-240.0,234,-3011,-275.5,-1649.5,-3529.75,107,-1648,-297.75,-981.0,-2083.5,242,-5478,-357.75,-2541.0,-4458.0,-116.18,-116.54,-68.62,31.67,60.07,38241,-923593,-65197.0,-419720.5,-790425.25,-0.32,0.04,-0.4,-0.06,-0.1,0.14,0.61,0.04,0.28,0.35,0.31,-12.31,-0.62,-4.81,-6.37,0.0,0.01,-0.02,-0.06,0.04,0.5,-13.11,-0.38,-4.47,-8.15,-0.06,-0.06,-0.06,-0.03,-0.03,N
471,38711138,717694,577219,1344952.75,500496.0,925206.5,21,4,115.5,147.0,-10.5,356,1947,1303.25,1874.5,1206.75,240,293,928.0,1133.5,-849.5,377,-1311,1873.0,2798.5,-95.75,-13.96,67.3,-3.81,49.0,73.35,61256,42169,389066.25,527429.5,-22792.0,0.44,0.6,0.39,0.24,0.39,-0.21,-0.42,-0.03,-0.08,-0.26,0.45,-9.59,3.63,6.36,-1.35,-0.1,-0.09,-0.07,-0.0,-0.03,0.67,-10.38,3.6,6.43,0.66,0.41,-0.02,0.23,0.01,-0.04,Y
128,38667472,-61974,-136448,122592.25,741809.5,-1025357.0,-33,-468,-40.75,-69.0,-114.5,-522,-9092,-660.25,-740.5,-1269.25,-93,-4860,-326.75,-708.5,-1142.0,-865,-9850,-868.75,-1277.5,-2233.75,7.97,245.05,-5.68,20.96,78.57,-102093,-1591606,-140277.25,-270571.5,-387810.5,-0.08,-1.21,-0.07,-0.03,-0.17,0.04,-0.1,0.03,0.21,0.19,-0.81,-16.48,-1.27,-5.74,-8.71,0.08,0.08,0.11,0.01,-0.07,-0.8,-17.72,-1.32,-5.68,-9.31,-0.1,0.36,-0.03,0.03,0.11,Y
688,38732070,-13280,-427303,923273.0,-204688.0,-767045.5,24,68,-28.0,-29.5,-312.25,423,6403,-320.75,-1033.0,-4617.75,78,-1537,54.0,126.5,-4646.75,526,2176,-975.75,-1384.0,-5894.0,14.22,211.45,-87.19,-44.46,66.47,81260,377575,-67191.0,-170300.5,-1165901.0,0.14,-0.06,-0.04,0.34,0.07,-0.01,-0.02,-0.02,-0.05,-0.07,0.89,8.62,-1.04,-4.78,-13.98,-0.0,-0.25,-0.07,-0.01,0.04,1.01,10.41,-1.49,-5.15,-14.89,0.02,0.03,0.08,0.04,0.0,Y
520,38716700,-417733,488674,-502871.25,-358623.0,-670803.0,1,-208,-40.75,-10.0,-94.0,-16,-2747,-376.75,13.5,-758.0,9,-1585,-328.25,51.5,-1506.75,-184,-5626,-1129.25,-448.5,-2512.75,57.21,152.21,57.77,5.19,3.98,-11909,-774637,-144729.25,-8950.5,-285709.25,-0.13,-0.05,-0.1,0.06,0.36,-0.03,0.12,-0.15,-0.01,0.26,-0.5,-10.8,-1.92,-0.93,-2.86,-0.09,0.22,-0.05,-0.01,0.02,-0.68,-13.43,-1.94,-1.55,-4.45,-0.07,0.05,-0.07,-0.01,0.08,N
64,38659088,-786737,-184449,624219.0,629609.5,78194.0,11,-72,8.75,-12.5,-78.0,259,-2351,327.25,-40.5,-988.75,126,-1458,99.25,-258.5,-1201.25,73,-790,166.75,-402.0,-1135.75,-132.98,304.11,62.87,92.22,133.91,18901,-277651,42699.75,-45871.5,-291089.25,-0.06,0.73,0.23,0.56,0.64,-0.29,-0.06,-0.23,-0.23,-0.12,0.78,-0.79,0.83,-0.09,-0.96,0.01,0.35,0.02,0.13,0.14,0.71,0.47,0.87,-0.12,-0.78,-0.03,0.18,-0.01,-0.01,0.0,Y
14,38651650,373563,-2892099,164078.0,-157002.5,-813550.5,11,216,35.5,96.0,292.25,324,3852,361.0,1654.0,3979.0,144,3532,381.5,859.5,3304.0,9,6888,508.0,1792.0,3773.5,79.75,325.7,41.06,-40.72,58.03,25988,974921,111415.75,318622.0,1014690.25,0.29,-0.16,0.18,-0.05,0.06,-0.04,-0.58,0.03,0.22,0.21,0.49,6.24,0.87,4.9,8.22,0.02,0.31,-0.0,-0.01,0.04,0.31,5.93,0.75,5.33,8.95,0.16,-0.01,0.03,0.05,0.07,Y
156,38670756,-284402,-978713,-1077296.25,-815164.5,-614745.75,-114,7,-151.25,-137.5,-142.5,-1056,-403,-1352.75,-1563.0,-1696.75,-1020,-324,-1064.25,-972.0,-1366.5,-1424,-2678,-2642.0,-2934.0,-1777.0,190.16,11.12,-25.48,15.47,21.11,-334881,73022,-567808.75,-484864.5,-473730.5,0.16,-0.26,0.26,0.48,0.34,-0.04,-0.34,0.1,-0.06,-0.14,-2.99,-6.04,-4.95,-4.82,-5.0,0.06,-0.22,-0.02,-0.06,-0.09,-2.61,-6.22,-4.69,-5.29,-4.73,-0.07,-0.06,-0.11,-0.09,-0.08,N
40,38656005,-516400,739227,407174.0,662697.0,1028728.75,-6,231,-16.75,8.0,52.25,-140,3161,-264.5,239.0,952.5,-129,2326,-137.5,-33.0,276.25,-130,2339,-121.25,201.5,809.25,-166.89,109.14,39.77,50.22,51.44,-24451,517021,-47235.0,12093.0,124727.25,-0.19,0.54,-0.14,0.24,0.58,-0.08,0.3,-0.27,-0.17,-0.18,-0.1,5.32,-0.08,0.31,2.99,-0.06,0.14,0.1,0.08,0.01,-0.05,5.31,-0.04,0.32,3.42,-0.02,0.02,0.09,0.12,0.11,Y
492,38712983,1315029,1200012,1140022.5,1128170.0,917344.75,30,410,33.5,24.0,28.75,261,7612,544.75,476.0,663.75,385,4107,344.5,328.5,441.5,681,9516,508.5,408.0,460.5,246.65,29.05,81.0,21.95,10.4,118369,1415080,103434.75,82967.5,124056.5,-0.0,-0.4,0.46,0.21,-0.17,0.1,-0.08,0.12,-0.15,-0.27,0.99,6.99,1.08,0.95,1.21,0.15,-0.1,0.09,-0.03,-0.03,0.98,7.44,1.16,0.9,0.9,-0.09,-0.07,-0.09,-0.07,-0.06,N
379,38699582,-184592,-106965,-510484.75,-338581.0,97546.25,0,75,2.25,-11.5,-36.5,-56,1602,16.25,-52.5,-331.25,5,1060,24.75,-126.0,-298.5,-34,644,-11.25,-381.5,-561.25,151.43,-71.15,-33.41,-7.27,5.11,-20911,268115,-511.75,-48090.5,-139598.25,0.02,-1.47,0.11,0.14,0.26,0.24,-0.55,-0.22,-0.13,-0.3,-0.26,0.97,-0.31,-1.02,-1.67,0.07,-0.2,0.05,0.06,-0.03,-0.23,1.16,-0.39,-1.05,-1.63,0.09,0.06,0.13,0.14,0.14,Y
187,38675319,951058,-761526,892500.5,757046.5,302098.5,23,87,87.5,152.5,213.0,345,1109,1176.0,2128.0,2438.0,261,2518,733.25,1674.0,2515.75,411,2715,1712.5,2505.5,3115.5,82.31,-58.2,-45.69,-52.34,-85.36,73320,328404,277408.25,453595.5,730252.0,0.06,-0.7,-0.36,-0.27,-0.35,0.09,0.33,0.03,0.17,0.2,0.94,4.03,2.8,4.32,7.84,-0.11,-0.07,-0.04,0.0,-0.08,1.24,4.46,3.22,4.61,6.59,0.14,0.06,0.04,0.03,-0.02,Y
216,38681891,-1321945,1578915,-1173580.75,-422585.0,-70986.0,-18,181,-7.75,21.0,-8.75,-268,1823,-85.25,589.0,-332.0,-45,2198,-81.75,123.5,-191.0,-209,7252,-129.75,-90.0,59.25,-0.48,-68.15,63.09,44.9,-2.04,-30777,480491,-42186.25,60166.0,-49660.5,0.05,-1.95,0.14,0.24,0.3,0.11,-0.22,-0.1,-0.16,-0.11,-0.24,-1.66,-1.0,0.13,0.97,0.13,-0.07,0.09,0.16,-0.03,-0.44,2.02,-1.03,0.47,-0.64,0.09,-0.18,0.06,-0.03,-0.08,N
52,38657353,-41186,1288432,39866.5,342041.0,1137586.5,9,-343,28.75,-9.5,-160.25,185,-3524,370.75,-52.0,-2292.0,260,-5479,240.5,-169.5,-1949.75,308,-4769,433.0,-407.0,-1625.0,90.83,-128.42,22.94,14.68,-84.4,64435,-1222456,66775.0,-47083.0,-368176.5,0.03,-4.34,0.17,0.18,0.39,0.33,-0.08,-0.13,-0.06,-0.21,0.69,-10.82,0.76,0.12,-1.01,0.27,-0.26,-0.08,-0.07,-0.03,0.91,-10.46,0.73,0.27,-1.2,0.31,-0.61,-0.01,-0.06,-0.31,N
