feature,importance_mean,importance_std
ph_damage_per_min_ratio_mean_Team0,0.010112359550561823,0.004204109423341517
ph_time_played_max_Team1,0.010112359550561823,0.006551631342522826
p_total_time_played_min_Team1,0.008988764044943842,0.005729235408531233
ph_total_kd_max_Team0,0.008988764044943842,0.007620595486657623
p_total_time_played_max_Team0,0.008988764044943842,0.005729235408531233
p_total_time_played_mean_Team0,0.008988764044943842,0.004494382022471921
ph_total_kd_std_Team0,0.008988764044943842,0.004494382022471922
ph_win_rate_ratio_std_Team0,0.008988764044943842,0.007620595486657623
ph_time_played_ratio_max_Team0,0.008988764044943842,0.0027522356660485215
ph_damage_per_min_ratio_min_Team1,0.007865168539325862,0.006741573033707882
ph_wins_max_Team0,0.007865168539325862,0.007620595486657623
ph_assists_std_Team0,0.007865168539325862,0.005729235408531233
ph_damage_per_min_ratio_std_Team0,0.007865168539325862,0.004494382022471921
ph_assists_ratio_mean_Team0,0.007865168539325862,0.0027522356660485215
ph_assists_ratio_std_Team0,0.007865168539325862,0.004494382022471921
ph_assists_std_Team1,0.007865168539325862,0.007620595486657623
ph_kd_ratio_min_Team1,0.006741573033707882,0.005504471332097043
ph_total_kd_mean_Team1,0.006741573033707882,0.005504471332097044
ph_damage_per_min_max_Team1,0.006741573033707882,0.006551631342522826
ph_deaths_max_Team0,0.006741573033707882,0.005504471332097043
ph_wins_std_Team0,0.006741573033707882,0.004204109423341517
ph_time_played_ratio_min_Team1,0.006741573033707882,0.004204109423341517
Unnamed: 0,0.005617977528089901,0.005024871859550101
p_total_time_played_max_Team1,0.005617977528089901,0.006154186039383903
ph_assists_mean_Team1,0.005617977528089901,0.005024871859550101
match_id,0.005617977528089901,0.006154186039383904
ph_assists_ratio_min_Team0,0.005617977528089901,0.006154186039383904
ph_time_played_min_Team0,0.005617977528089901,0.007945020013332015
ph_damage_per_min_min_Team0,0.005617977528089901,0.00870333336226388
ph_wins_std_Team1,0.005617977528089901,0.0
ph_kills_mean_Team1,0.005617977528089901,0.0
ph_kills_std_Team0,0.004494382022471921,0.004204109423341517
ph_assists_max_Team1,0.004494382022471921,0.004204109423341517
ph_time_played_min_Team1,0.004494382022471921,0.007453089416529007
ph_damage_per_min_min_Team1,0.004494382022471921,0.006551631342522826
ph_damage_per_min_ratio_std_Team1,0.004494382022471921,0.0022471910112359605
ph_assists_ratio_min_Team1,0.004494382022471921,0.006551631342522826
ph_assists_ratio_std_Team1,0.004494382022471921,0.006551631342522826
ph_kd_ratio_std_Team0,0.004494382022471921,0.005504471332097043
ph_total_kd_max_Team1,0.004494382022471921,0.004204109423341517
ph_total_kd_std_Team1,0.004494382022471921,0.01029792291001315
ph_time_played_std_Team0,0.004494382022471921,0.005504471332097043
ph_kd_ratio_max_Team0,0.004494382022471921,0.004204109423341517
ph_kills_min_Team1,0.003370786516853941,0.0027522356660485215
p_total_time_played_min_Team0,0.003370786516853941,0.007620595486657623
ph_deaths_std_Team0,0.003370786516853941,0.004494382022471921
ph_assists_mean_Team0,0.003370786516853941,0.004494382022471922
ph_time_played_max_Team0,0.003370786516853941,0.005729235408531233
ph_time_played_mean_Team0,0.003370786516853941,0.005729235408531233
ph_damage_per_min_std_Team1,0.003370786516853941,0.007620595486657623
ph_damage_per_min_ratio_max_Team1,0.003370786516853941,0.005729235408531233
ph_time_played_std_Team1,0.0022471910112359605,0.0027522356660485215
ph_wins_mean_Team1,0.0022471910112359605,0.004494382022471922
ph_kills_max_Team1,0.0022471910112359605,0.0027522356660485215
ph_deaths_mean_Team1,0.0022471910112359605,0.005729235408531233
ph_wins_mean_Team0,0.0022471910112359605,0.0027522356660485215
ph_total_kd_min_Team0,0.0011235955056179802,0.004204109423341517
ph_kills_mean_Team0,0.0011235955056179802,0.0022471910112359605
p_total_time_played_std_Team1,0.0,0.005024871859550101
ph_damage_per_min_ratio_mean_Team1,-0.0011235955056179802,0.007453089416529007
ph_total_kd_min_Team1,-0.0022471910112359383,0.009795278524810493
ph_assists_ratio_max_Team1,-0.0022471910112359605,0.007620595486657623
ph_assists_max_Team0,-0.0022471910112359605,0.004494382022471922
p_total_time_played_mean_Team1,-0.004494382022471921,0.002247191011235961
ph_time_played_ratio_mean_Team1,-0.004494382022471921,0.006551631342522826
ph_time_played_ratio_mean_Team0,-0.005617977528089901,0.0035531209664813337
ph_time_played_mean_Team1,-0.00898876404494382,0.005729235408531203
