,account_id,match_id,team,hero_id,pm_kills,pm_deaths,pm_assists,pm_denies,pm_net_worth,winning_team,pm_win,p_total_matches_played,p_total_kills,p_total_deaths,p_total_assists,p_total_avg_kd,p_total_win_rate,p_total_time_played,matches_played,ph_wins,ph_kills,ph_deaths,ph_assists,ph_damage_per_min,ph_time_played,ph_total_kd,h_total_kd,ph_kd_ratio,h_avg_total_time_played,ph_time_played_ratio,h_total_damage_per_min,ph_damage_per_min_ratio,h_total_assists,ph_assists_ratio,ph_win_rate,h_total_win_rate,ph_win_rate_ratio
13,1801488253,38707625,Team0,2,4,8,18,1,30552,Team1,N,105,832,412,1251,2.019417475728156,0.6666666666666666,206286,96,63,744,388,1169,1036.7869155960634,188127,1.9175257731958764,1.2387810722883739,0.6460309893116788,97638.63742690059,1.9267679779006093,944.0723000913416,1.098207113476109,560.8196881091618,2.0844489321360236,0.65625,0.570825214520798,1.1496513876860104
14,880879950,38707625,Team1,25,7,4,19,0,39934,Team1,Y,566,4153,2824,6538,1.4706090651558077,0.5477031802120141,1076109,15,9,105,87,182,940.2267298449246,28112,1.206896551724138,1.4791189699635048,1.2255557179697611,92429.59989727786,0.3041449928512341,958.547073322174,0.9808873825948329,468.8587570621469,0.38817660384633923,0.6,0.5599994903789741,1.0714295464696868
15,456104736,38707625,Team1,13,7,6,11,0,41354,Team1,Y,520,3623,2702,5436,1.340858623242043,0.5480769230769231,987949,29,17,214,191,260,853.0454689803001,54498,1.1204188481675392,1.4806421331348607,1.3215076982652263,131337.46274509805,0.41494634402806024,871.3810577638053,0.9789580131216541,578.8421568627451,0.44917253679166824,0.5862068965517241,0.520136512149515,1.1270250844901597
16,25766064,38707625,Team1,20,2,7,14,1,38622,Team1,Y,1173,7738,7364,14168,1.0507876154263986,0.5345268542199488,2333503,196,107,1099,1185,2536,899.9595423670004,388605,0.9274261603375528,1.0609356701472674,1.1439570237711665,91503.12279635259,4.24690423806487,775.4965681959007,1.1604945518464997,562.511246200608,4.508354307809854,0.5459183673469388,0.5240256389734024,1.0417779718115043
17,1118515282,38707625,Team1,7,7,3,18,0,42280,Team1,Y,1604,12218,8745,15991,1.397141223556318,0.5180798004987531,2933712,643,372,5859,3130,5785,910.522214486346,1157155,1.8718849840255591,1.5073317802673096,0.8052480751385355,98864.75,11.704424478896675,855.6992662286185,1.0640680089622518,461.6083499005964,12.532268970536933,0.578538102643857,0.5417959066737625,1.0678155658200983
18,168805287,38707625,Team1,12,3,3,16,5,42987,Team1,Y,2086,10854,13470,25360,0.8057906458797327,0.5278044103547459,3865778,403,205,1938,2385,5434,722.0733650317604,772100,0.8125786163522013,1.0950570853283332,1.347632171572794,68559.30610932475,11.261782591101614,704.1580550437145,1.025442171483693,460.1524115755627,11.809130764726351,0.5086848635235732,0.4870134216919983,1.0444986541772983
19,1914755214,38707625,Team0,60,6,3,12,1,36615,Team1,N,187,1384,561,2212,2.4670231729055256,0.6256684491978609,333185,141,84,1116,374,1588,1099.7278373439808,251982,2.983957219251337,1.13757683799545,0.3812309475002673,39417.63539445629,6.392620903775442,755.7711027558753,1.4551070202788745,221.03837953091684,7.184272719380323,0.5957446808510638,0.4840776176877045,1.2306800791508596
20,145596499,38707625,Team1,19,12,7,9,2,38541,Team1,Y,1547,18462,13940,13003,1.324390243902439,0.5319974143503555,2947704,1274,687,15854,11628,10410,1122.5878270535277,2421627,1.3634330925352598,1.4216870592887219,1.0427259445823929,117060.16373681567,20.68702898318596,836.8125690199248,1.3415045000678025,493.87192365645404,21.078339345407652,0.5392464678178964,0.48329735634881715,1.1157653993635717
21,1906130552,38707625,Team0,50,5,9,11,0,34496,Team1,N,122,697,610,1535,1.142622950819672,0.6229508196721312,221787,53,34,295,287,633,990.0928631013217,95791,1.0278745644599303,1.1674173356794832,1.1357585604746159,93536.49970913322,1.024102893500158,963.7244609742517,1.0273609347846309,504.64863292611983,1.2543380853518942,0.6415094339622641,0.4735682854657118,1.3546292132535804
22,1907568183,38707625,Team0,58,4,6,10,1,34862,Team1,N,357,2101,1977,2746,1.0627212948912494,0.484593837535014,682146,354,172,2092,1964,2731,609.457031547714,676778,1.065173116089613,1.3717884169150592,1.2878549000101225,44480.12,15.215291685364157,851.5326951984266,0.7157177111158328,193.84825396825397,14.08833943094091,0.4858757062146893,0.5322143842489293,0.9129323080967945
23,1067915524,38707625,Team0,6,7,6,7,1,34136,Team1,N,1563,12313,7596,16225,1.620984728804634,0.5406269993602048,3008674,380,227,3298,1807,3917,866.1989340402422,735267,1.8251245157719977,1.1386465314294023,0.6238733421142905,95625.94366197183,7.688990788933759,786.5097756772027,1.1013199846046737,513.9842903575297,7.62085548816155,0.5973684210526315,0.538333062278385,1.1096632603696892
24,1423690634,38707818,Team0,6,4,4,11,0,34228,Team0,Y,1157,7614,6220,11107,1.2241157556270097,0.5462402765773552,2035752,79,47,361,606,550,450.3634164429464,126028,0.5957095709570958,1.1386465314294023,1.9114121829535118,95625.94366197183,1.3179268635036576,786.5097756772027,0.5726100683938395,513.9842903575297,1.070071615646886,0.5949367088607594,0.538333062278385,1.1051461456645653
25,1255354474,38707818,Team1,60,5,6,12,4,36105,Team0,N,1268,12780,6212,11747,2.0573084352865423,0.5757097791798107,2181978,16,9,121,74,123,717.0697261046289,23170,1.635135135135135,1.13757683799545,0.6957081488567215,39417.63539445629,0.5878079638247057,755.7711027558753,0.9487921984445765,221.03837953091684,0.5564644486673677,0.5625,0.4840776176877045,1.1620037354482449
26,1548096050,38707818,Team1,12,13,6,11,0,46647,Team0,N,472,3987,2724,4092,1.4636563876651982,0.5402542372881356,911976,13,8,163,61,123,1207.4429237484246,23747,2.6721311475409837,1.0950570853283332,0.4098066392946523,68559.30610932475,0.3463716502925658,704.1580550437145,1.7147328147420906,460.1524115755627,0.2673027390617117,0.6153846153846154,0.4870134216919983,1.2635886157852192
27,202835210,38707818,Team1,25,1,7,10,2,35135,Team0,N,1360,10628,9458,14061,1.123704800169169,0.5477941176470589,2510300,131,77,1127,968,1365,954.8202166348316,244186,1.1642561983471074,1.4791189699635048,1.2704411383537468,92429.59989727786,2.6418593207303442,958.547073322174,0.9961119732237815,468.8587570621469,2.9113245288475444,0.5877862595419847,0.5599994903789741,1.0496192758036371
28,1610906733,38707818,Team1,14,10,7,17,0,40520,Team0,N,1718,13267,11079,18580,1.1974907482624786,0.5320139697322468,3036710,82,51,610,406,1186,793.4997241065611,138747,1.5024630541871922,1.2789341809961685,0.8512250450564662,59645.15786350148,2.3262072726427157,753.4740857317171,1.0531214531896929,381.1127596439169,3.1119398917740493,0.6219512195121951,0.47822645078766784,1.300537054125308
29,133417332,38707818,Team0,13,4,8,8,1,29213,Team0,Y,617,3914,4256,7354,0.9196428571428572,0.5526742301458671,1238863,61,31,464,406,529,694.4785778959391,117431,1.1428571428571428,1.4806421331348607,1.295561866493003,131337.46274509805,0.8941165570398756,871.3810577638053,0.7969860851441448,578.8421568627451,0.9138933537030481,0.5081967213114754,0.520136512149515,0.9770448900257027
30,195071239,38707818,Team1,10,8,7,12,3,36273,Team0,N,932,6896,6711,9258,1.0275666815675757,0.5203862660944206,1642774,18,8,119,115,228,756.8194930834303,30059,1.0347826086956522,1.114764453578859,1.0772933795089814,102012.12151067324,0.29466106139999265,829.2689650335077,0.9126345311292942,653.1740558292282,0.3490646910501454,0.4444444444444444,0.4813086155966965,0.9234084536248116
31,1739228765,38707818,Team0,7,3,7,6,4,30266,Team0,Y,329,2478,1796,3279,1.379732739420935,0.5075987841945289,589579,13,6,111,66,89,863.1005254349448,25915,1.6818181818181819,1.5073317802673096,0.8962513288075895,98864.75,0.2621257829509507,855.6992662286185,1.00864936958395,461.6083499005964,0.19280413800826052,0.46153846153846156,0.5417959066737625,0.8518677528812943
32,298155885,38707818,Team0,52,8,5,13,0,40944,Team0,Y,1310,12287,7801,13726,1.5750544801948467,0.5702290076335877,2214597,15,10,114,82,157,907.937604457765,23296,1.3902439024390243,1.4423781039386374,1.0375000396751604,79136.9570273003,0.2943757363827302,935.6628833196916,0.970368303203865,450.30131445904954,0.348655433503687,0.6666666666666666,0.514792616191174,1.295019869552854
33,130143991,38707818,Team0,31,10,10,6,1,34007,Team0,Y,1490,12071,10005,13756,1.206496751624188,0.5503355704697986,2564707,97,48,770,625,902,828.9398417760692,161917,1.232,1.3820601933510652,1.1218021049927478,168409.29808714133,0.9614492895529915,842.696537330925,0.9836753861616336,1047.4447396386822,0.8611432812304222,0.4948453608247423,0.5087617252157195,0.9726465972158646
34,1698289940,38707818,Team1,15,3,4,13,1,34809,Team0,N,139,1372,708,1645,1.9378531073446328,0.6474820143884892,250373,27,15,246,138,347,982.1179283285212,46376,1.7826086956521738,1.085647637946832,0.6090218456774912,121811.28991130821,0.3807200468344662,796.4245771979623,1.2331587402587179,696.319290465632,0.4983346070564259,0.5555555555555556,0.48050379394434084,1.1561939001462045
35,201404511,38707818,Team0,1,8,6,13,2,37560,Team0,Y,384,3644,2461,4211,1.4806989028850062,0.5260416666666666,713914,33,17,253,178,278,972.741593107834,60208,1.4213483146067416,1.1797026518788762,0.8299884270135967,108048.25944937005,0.5572324839551225,863.1098469805887,1.1270194593547616,523.3826411572562,0.5311601458262193,0.5151515151515151,0.5133542795328597,1.0035009654936369
36,447351206,38707829,Team0,4,4,4,16,1,26671,Team0,Y,714,6055,3879,6998,1.5609693219902037,0.5938375350140056,1415621,478,280,3791,2472,4972,972.20325428799,948537,1.5335760517799353,1.232645312245529,0.8037718839015953,83179.21393307735,11.403534069979967,1046.757534083371,0.9287759797586106,450.95831047723533,11.025409410325059,0.5857740585774058,0.5239606270298994,1.117973428457591
37,896909867,38707829,Team1,12,2,6,4,1,16766,Team0,N,1885,10305,12807,22361,0.8046380885453268,0.5437665782493368,3716501,530,292,1672,3005,7620,370.7353716281348,987387,0.5564059900166389,1.0950570853283332,1.9680900367294507,68559.30610932475,14.401939809972864,704.1580550437145,0.5264945404978991,460.1524115755627,16.559730663823114,0.5509433962264151,0.4870134216919983,1.131269430547333
38,108815945,38707829,Team0,52,8,4,12,1,28025,Team0,Y,737,6379,5046,7177,1.264169639318272,0.5508819538670285,1297127,33,22,334,174,360,1143.4056526663885,56757,1.9195402298850575,1.4423781039386374,0.7514185331895895,79136.9570273003,0.7171996767631618,935.6628833196916,1.2220273701673776,450.30131445904954,0.7994646882887091,0.6666666666666666,0.514792616191174,1.295019869552854
39,1926422616,38707829,Team0,6,2,2,20,4,27170,Team0,Y,46,539,138,470,3.9057971014492754,0.8043478260869565,77608,12,9,137,32,130,1027.5829402630802,18971,4.28125,1.1386465314294023,0.2659612336185465,95625.94366197183,0.19838758472345738,786.5097756772027,1.3065100676953545,513.9842903575297,0.2529260182438094,0.75,0.538333062278385,1.3931895559707552
40,66649287,38707829,Team0,7,14,2,12,8,32749,Team0,Y,935,8015,4621,9108,1.7344730577797014,0.5764705882352941,1686600,76,44,616,302,663,1023.5522002232682,135011,2.0397350993377485,1.5073317802673096,0.738984087079103,98864.75,1.3656131229786148,855.6992662286185,1.1961587915511944,461.6083499005964,1.4362825112300754,0.5789473684210527,0.5417959066737625,1.0685709531756586
41,302685578,38707829,Team1,3,0,8,6,1,16848,Team0,N,1760,12621,14294,18277,0.8829578844270323,0.5136363636363637,3457128,155,79,1174,1083,1903,887.4222750649442,311969,1.0840258541089567,1.6344682232093517,1.5077760525857988,81237.98959474261,3.8401861192806934,889.2817999478051,0.9979089587991455,467.7480832420591,4.068429285289448,0.5096774193548387,0.5037525083274689,1.0117615514154785
42,475936398,38707829,Team0,2,4,2,13,0,28409,Team0,Y,953,8059,5099,8712,1.5805059815650129,0.5907660020986358,1835080,161,100,1386,984,1281,1001.7225989485712,321415,1.4085365853658536,1.2387810722883739,0.8794809344384993,97638.63742690059,3.2918833002010577,944.0723000913416,1.0610655548856287,560.8196881091618,2.28415661425684,0.6211180124223602,0.570825214520798,1.0881054246066941
43,1273149256,38707829,Team1,13,2,6,3,4,20854,Team0,N,871,6728,5141,9125,1.3086948064578876,0.5166475315729047,1633732,312,166,2890,1865,3103,862.5463430211926,594760,1.549597855227882,1.4806421331348607,0.9555008921441229,131337.46274509805,4.528487055931027,871.3810577638053,0.9898612499504121,578.8421568627451,5.360701467940564,0.532051282051282,0.520136512149515,1.022907005417728
44,1807540716,38707829,Team1,58,4,4,1,1,24136,Team0,N,626,6419,2978,4724,2.155473472128945,0.5718849840255591,1147397,464,280,4886,2114,3223,914.8188414911776,829481,2.3112582781456954,1.3717884169150592,0.5935245013013579,44480.12,18.6483534666723,851.5326951984266,1.0743202776001501,193.84825396825397,16.626407171703608,0.603448275862069,0.5322143842489293,1.1338443561867766
45,1924441699,38707829,Team0,19,9,1,14,3,27235,Team0,Y,34,464,116,342,4.0,0.8235294117647058,57384,11,9,139,31,116,1013.792435885362,18518,4.483870967741935,1.4216870592887219,0.317066898114751,117060.16373681567,0.15819215870595993,836.8125690199248,1.2114928401143832,493.87192365645404,0.23487870932442725,0.8181818181818182,0.48329735634881715,1.6929159810907388
46,387885975,38707829,Team1,1,2,11,2,0,20067,Team0,N,938,7958,6916,9836,1.1506651243493349,0.5394456289978679,1818664,81,44,760,527,729,1149.0771957511936,160212,1.4421252371916509,1.1797026518788762,0.8180306546581155,108048.25944937005,1.4827818681806084,863.1098469805887,1.331322078841995,523.3826411572562,1.3928623967888987,0.5432098765432098,0.5133542795328597,1.0581578808255343
47,1902828658,38707829,Team1,25,4,6,1,2,22577,Team0,N,574,5325,3445,6726,1.5457184325108853,0.5574912891986062,990423,24,11,215,151,170,1150.9751327472763,39857,1.423841059602649,1.4791189699635048,1.038823090532508,92429.59989727786,0.431214676297369,958.547073322174,1.200749722972057,468.8587570621469,0.3625825420542729,0.4583333333333333,0.5599994903789741,0.8184531257754551
48,381952778,38707893,Team1,31,4,10,12,0,42687,Team1,Y,1062,8414,5956,9223,1.4126930826057758,0.5338983050847458,2045438,633,343,4681,3196,6207,776.4500691002835,1207564,1.4646433041301627,1.3820601933510652,0.9436155475218979,168409.29808714133,7.1704116917295195,842.696537330925,0.9213875157948742,1047.4447396386822,5.92584960820092,0.5418641390205371,0.5087617252157195,1.0650646700885014
49,1482595800,38707893,Team1,11,3,4,19,8,40731,Team1,Y,533,2573,2705,7048,0.9512014787430684,0.575984990619137,1032145,232,143,733,1097,3500,452.6092684822775,443699,0.6681859617137648,0.8651287366412214,1.2947424612488676,83956.42576028622,5.284872432121595,601.8992293133407,0.7519685130659225,587.0512820512821,5.962000436776588,0.6163793103448276,0.5155685689957777,1.1955331403258516
50,393467885,38707893,Team0,12,4,6,17,1,29882,Team1,N,1125,7488,9090,13903,0.8237623762376237,0.528,2173138,162,88,719,1019,2458,495.3246786378009,298578,0.7055937193326791,1.0950570853283332,1.5519654658547588,68559.30610932475,4.3550324083485785,704.1580550437145,0.7034282645634876,460.1524115755627,5.34170839523323,0.5432098765432098,0.4870134216919983,1.1153899509709033
51,1730032433,38707893,Team0,14,6,0,9,1,42786,Team1,N,237,2182,1313,2249,1.6618431073876618,0.6160337552742616,397935,12,6,92,47,143,883.5544781234959,17912,1.9574468085106382,1.2789341809961685,0.6533685489871731,59645.15786350148,0.3003093736626833,753.4740857317171,1.1726408311248748,381.1127596439169,0.3752170358547125,0.5,0.47822645078766784,1.0455297886105417
52,395566021,38707893,Team0,52,13,7,8,5,44607,Team1,N,1190,13821,7998,11602,1.7280570142535634,0.5411764705882353,2242203,59,32,602,378,601,1245.5742074165732,110959,1.5925925925925926,1.4423781039386374,0.9056792745661212,79136.9570273003,1.4021135531117512,935.6628833196916,1.3312211370374443,450.30131445904954,1.334661882393095,0.5423728813559322,0.514792616191174,1.0535754870938474
53,1773696253,38707893,Team0,13,4,8,11,3,41195,Team1,N,232,2295,994,2551,2.308853118712274,0.6853448275862069,414940,14,9,188,65,141,1230.628174996562,27668,2.8923076923076922,1.4806421331348607,0.5119241417753508,131337.46274509805,0.21066342703527416,871.3810577638053,1.412273269004355,578.8421568627451,0.24358972187548164,0.6428571428571429,0.520136512149515,1.2359392733274444
54,1395432137,38707893,Team1,27,3,5,12,3,36303,Team1,Y,655,4628,3726,7410,1.2420826623725174,0.5557251908396946,1148156,29,13,209,172,289,961.4355741315612,49130,1.2151162790697674,1.2146269880702527,0.9995973298951363,104324.85368477677,0.47093284356236886,860.9768552150966,1.116679929672868,535.1280258203335,0.5400576797617217,0.4482758620689655,0.5087967641490806,0.8810509296745801
55,861470542,38707893,Team0,19,4,5,7,0,31190,Team1,N,1602,14147,8662,15484,1.633225583006234,0.5699126092384519,3121374,53,28,570,362,470,957.741513043407,99323,1.574585635359116,1.4216870592887219,0.902895992039504,117060.16373681567,0.8484782254645242,836.8125690199248,1.1445113858233682,493.87192365645404,0.9516637360558691,0.5283018867924528,0.48329735634881715,1.093119752989408
