account_id,match_id,team,hero_id,kills,deaths,assists,denies,net_worth,winning_team,win
98698975,38710555,Team0,60,3,8,8,2,25841,Team0,Y
1195560431,38710555,Team0,19,12,6,13,2,34244,Team0,Y
1224293473,38710555,Team0,2,5,8,10,8,34559,Team0,Y
958156650,38710555,Team1,11,0,8,16,3,23761,Team0,N
987493690,38710555,Team1,6,11,13,6,1,27043,Team0,N
1610906733,38710555,Team0,27,6,7,15,0,29708,Team0,Y
366769479,38710648,Team0,10,6,5,13,3,28566,Team0,Y
1025424848,38710648,Team1,20,4,5,6,7,30190,Team0,N
1842303299,38710648,Team0,19,10,6,8,1,30719,Team0,Y
1675013638,38710648,Team0,13,8,2,22,8,39385,Team0,Y
45745253,38710648,Team1,8,1,8,10,11,31248,Team0,N
960670250,38710648,Team0,7,3,6,7,2,34502,Team0,Y
1101743036,38710648,Team1,6,6,8,4,0,27481,Team0,N
1018313288,38710648,Team0,1,9,3,9,3,34566,Team0,Y
1186801441,38710648,Team0,31,9,6,14,4,27104,Team0,Y
1260543800,38710648,Team1,16,5,9,4,1,27346,Team0,N
1180548075,38710648,Team1,17,5,6,9,2,27346,Team0,N
884850823,38710648,Team1,15,6,9,6,0,27347,Team0,N
1482863137,38710737,Team1,15,4,9,9,4,23137,Team0,N
1902547658,38710737,Team0,14,6,5,18,1,28811,Team0,Y
62586848,38710737,Team1,3,3,4,6,8,22192,Team0,N
52470434,38710737,Team1,19,2,11,9,1,20982,Team0,N
98164263,38710737,Team0,50,9,4,13,0,29903,Team0,Y
158897083,38710737,Team0,1,10,3,11,5,37209,Team0,Y
1850997918,38710737,Team1,31,12,5,7,0,31246,Team0,N
333876341,38710737,Team1,8,1,9,6,4,21299,Team0,N
1728758115,38710737,Team0,13,10,11,11,1,32899,Team0,Y
1612215488,38710737,Team0,27,6,2,18,2,31294,Team0,Y
1049947751,38710737,Team1,2,4,8,4,4,27264,Team0,N
1425284998,38710737,Team0,12,5,1,20,4,30496,Team0,Y
1841325715,38710779,Team0,50,6,11,11,0,35618,Team0,Y
207697416,38710779,Team0,4,4,7,17,1,38890,Team0,Y
1485644952,38710779,Team1,52,5,5,14,6,40205,Team0,N
1611527174,38710779,Team0,7,6,5,8,2,42655,Team0,Y
377304826,38710779,Team0,35,7,7,18,0,35665,Team0,Y
970606258,38710779,Team1,15,4,9,6,2,33567,Team0,N
1006394213,38710779,Team1,16,10,6,14,1,33101,Team0,N
275724432,38710779,Team1,27,2,12,9,0,34255,Team0,N
1243852454,38710779,Team1,31,10,5,14,9,38076,Team0,N
26825713,38710779,Team0,10,8,4,15,5,38857,Team0,Y
296583733,38710779,Team1,13,9,4,16,1,45669,Team0,N
300886209,38710779,Team0,19,10,6,11,1,42722,Team0,Y
1144439143,38710800,Team1,3,7,8,14,0,25943,Team1,Y
451711628,38710800,Team1,25,11,7,13,2,31712,Team1,Y
890192275,38710800,Team0,31,7,11,11,4,23464,Team1,N
298155885,38710800,Team0,11,1,11,14,0,21865,Team1,N
1752792693,38710800,Team0,2,2,7,15,2,24162,Team1,N
1009703898,38710800,Team1,19,11,4,19,2,27418,Team1,Y
130143991,38710800,Team0,17,6,6,6,0,23808,Team1,N
1150831835,38710800,Team0,7,6,9,8,3,24315,Team1,N
1673876903,38710800,Team1,52,11,3,14,3,28767,Team1,Y
1557303666,38710800,Team1,10,10,3,19,0,27652,Team1,Y
1682265751,38710800,Team0,27,10,9,8,1,22546,Team1,N
1072901222,38710800,Team1,1,2,7,10,1,24979,Team1,Y
373553642,38710901,Team1,31,7,3,15,1,31182,Team1,Y
1865470570,38710901,Team1,6,11,4,19,0,32204,Team1,Y
97417380,38710901,Team0,2,1,6,7,2,27403,Team1,N
1195560431,38710901,Team0,19,5,10,2,4,27832,Team1,N
1610906733,38710901,Team0,7,4,11,3,9,28834,Team1,N
131256035,38710901,Team0,16,6,7,4,1,29251,Team1,N
165064062,38710901,Team1,4,4,5,14,0,32000,Team1,Y
891136769,38710901,Team1,17,8,2,10,3,30678,Team1,Y
1650097169,38710901,Team1,13,10,2,5,0,48410,Team1,Y
129709149,38710901,Team0,1,1,7,4,0,30848,Team1,N
404144306,38710901,Team0,11,3,6,4,5,24110,Team1,N
1698289940,38710901,Team1,15,7,4,12,2,30182,Team1,Y
907210747,38710998,Team1,35,2,2,5,2,11877,Team1,Y
1525070499,38710998,Team0,58,4,3,0,10,10598,Team1,N
884850823,38710998,Team1,15,5,2,4,0,12070,Team1,Y
1241963013,38710998,Team0,31,0,4,1,3,8058,Team1,N
446950855,38710998,Team1,50,3,2,7,0,12332,Team1,Y
1180548075,38710998,Team1,17,7,0,8,1,12867,Team1,Y
1662419499,38710998,Team1,25,6,0,4,2,16268,Team1,Y
230517301,38710998,Team0,2,2,5,0,2,7757,Team1,N
914388081,38710998,Team0,27,0,6,0,0,8315,Team1,N
1693572012,38710998,Team0,16,0,3,3,1,5775,Team1,N
166126796,38710998,Team1,1,1,2,5,0,11878,Team1,Y
1742557073,38710998,Team0,13,0,3,1,1,6192,Team1,N
432632058,38711138,Team0,19,12,5,8,4,39278,Team0,Y
45745253,38711138,Team1,8,7,7,5,12,40692,Team0,N
108960927,38711138,Team0,16,6,5,18,1,39415,Team0,Y
1612215488,38711138,Team0,27,4,8,15,3,36221,Team0,Y
119338329,38711138,Team0,1,7,3,11,4,48846,Team0,Y
1098006019,38711138,Team1,10,4,7,14,3,38775,Team0,N
1065769348,38711138,Team1,12,6,12,15,4,40877,Team0,N
