Unnamed: 0,match_id,p_total_time_played_min_Team0,p_total_time_played_min_Team1,p_total_time_played_max_Team0,p_total_time_played_max_Team1,p_total_time_played_mean_Team0,p_total_time_played_mean_Team1,p_total_time_played_std_Team0,p_total_time_played_std_Team1,ph_wins_min_Team0,ph_wins_min_Team1,ph_wins_max_Team0,ph_wins_max_Team1,ph_wins_mean_Team0,ph_wins_mean_Team1,ph_wins_std_Team0,ph_wins_std_Team1,ph_kills_min_Team0,ph_kills_min_Team1,ph_kills_max_Team0,ph_kills_max_Team1,ph_kills_mean_Team0,ph_kills_mean_Team1,ph_kills_std_Team0,ph_kills_std_Team1,ph_deaths_min_Team0,ph_deaths_min_Team1,ph_deaths_max_Team0,ph_deaths_max_Team1,ph_deaths_mean_Team0,ph_deaths_mean_Team1,ph_deaths_std_Team0,ph_deaths_std_Team1,ph_assists_min_Team0,ph_assists_min_Team1,ph_assists_max_Team0,ph_assists_max_Team1,ph_assists_mean_Team0,ph_assists_mean_Team1,ph_assists_std_Team0,ph_assists_std_Team1,ph_damage_per_min_min_Team0,ph_damage_per_min_min_Team1,ph_damage_per_min_max_Team0,ph_damage_per_min_max_Team1,ph_damage_per_min_mean_Team0,ph_damage_per_min_mean_Team1,ph_damage_per_min_std_Team0,ph_damage_per_min_std_Team1,ph_time_played_min_Team0,ph_time_played_min_Team1,ph_time_played_max_Team0,ph_time_played_max_Team1,ph_time_played_mean_Team0,ph_time_played_mean_Team1,ph_time_played_std_Team0,ph_time_played_std_Team1,ph_total_kd_min_Team0,ph_total_kd_min_Team1,ph_total_kd_max_Team0,ph_total_kd_max_Team1,ph_total_kd_mean_Team0,ph_total_kd_mean_Team1,ph_total_kd_std_Team0,ph_total_kd_std_Team1,ph_kd_ratio_min_Team0,ph_kd_ratio_min_Team1,ph_kd_ratio_max_Team0,ph_kd_ratio_max_Team1,ph_kd_ratio_mean_Team0,ph_kd_ratio_mean_Team1,ph_kd_ratio_std_Team0,ph_kd_ratio_std_Team1,ph_time_played_ratio_min_Team0,ph_time_played_ratio_min_Team1,ph_time_played_ratio_max_Team0,ph_time_played_ratio_max_Team1,ph_time_played_ratio_mean_Team0,ph_time_played_ratio_mean_Team1,ph_time_played_ratio_std_Team0,ph_time_played_ratio_std_Team1,ph_damage_per_min_ratio_min_Team0,ph_damage_per_min_ratio_min_Team1,ph_damage_per_min_ratio_max_Team0,ph_damage_per_min_ratio_max_Team1,ph_damage_per_min_ratio_mean_Team0,ph_damage_per_min_ratio_mean_Team1,ph_damage_per_min_ratio_std_Team0,ph_damage_per_min_ratio_std_Team1,ph_assists_ratio_min_Team0,ph_assists_ratio_min_Team1,ph_assists_ratio_max_Team0,ph_assists_ratio_max_Team1,ph_assists_ratio_mean_Team0,ph_assists_ratio_mean_Team1,ph_assists_ratio_std_Team0,ph_assists_ratio_std_Team1,ph_win_rate_ratio_min_Team0,ph_win_rate_ratio_min_Team1,ph_win_rate_ratio_max_Team0,ph_win_rate_ratio_max_Team1,ph_win_rate_ratio_mean_Team0,ph_win_rate_ratio_mean_Team1,ph_win_rate_ratio_std_Team0,ph_win_rate_ratio_std_Team1,target
571,38721421,490949,146121,1863994,3559223,1309390.0,1655314.5,542371.61,1380754.83,15,4,172,147,71.83,68.5,60.05,60.24,237,34,1310,2339,749.5,1028.0,449.12,948.28,145,42,1439,1604,745.33,811.5,432.88,734.05,312,56,3973,1964,1608.17,1061.5,1485.62,959.35,491.74,731.66,1154.16,1060.03,861.69,903.1,282.44,136.65,52242,9447,552621,427307,244510.83,214990.0,200271.73,191427.55,0.37,0.81,1.63,1.53,1.1,1.25,0.43,0.29,0.86,0.9,2.31,1.5,1.25,1.1,0.54,0.22,0.72,0.09,6.04,3.7,2.54,1.96,2.15,1.71,0.69,0.85,1.23,1.22,1.02,1.03,0.21,0.13,0.77,0.1,7.06,3.89,2.73,2.01,2.56,1.79,0.93,1.05,1.28,1.49,1.07,1.2,0.12,0.15,N
707,38735600,385277,231665,5080198,2538268,2430599.33,1573686.17,1722119.98,943670.71,18,4,790,486,213.83,166.83,296.7,195.03,354,27,6207,5611,2317.17,2010.67,2459.15,2279.01,202,31,9381,4042,2444.5,1462.67,3557.36,1645.18,450,89,20852,8803,5205.83,2939.0,7917.38,3444.93,459.84,730.76,1186.7,1172.41,920.19,906.68,250.6,191.09,67933,8895,2821423,1640297,781760.33,585564.83,1070790.29,676168.53,0.66,0.87,1.75,2.13,1.4,1.46,0.44,0.54,0.69,0.59,1.31,1.14,0.92,0.92,0.24,0.24,0.4,0.1,33.61,17.93,9.16,6.56,13.0,7.33,0.76,0.94,1.24,1.36,1.08,1.14,0.18,0.17,0.43,0.15,35.52,15.65,9.34,5.95,13.62,6.43,0.97,1.06,1.17,1.58,1.1,1.29,0.08,0.24,N
548,38719367,828878,231304,3227511,3386954,1888384.33,2122277.5,1098606.22,1375190.77,37,15,314,688,164.5,169.0,118.54,258.0,516,195,6114,10785,2270.33,2633.67,2359.58,4059.85,232,67,4648,7538,1559.0,1853.0,1677.6,2831.7,428,189,7430,12107,3487.17,3031.0,2770.14,4537.31,508.55,818.77,1038.46,1186.78,810.88,1016.2,213.16,158.6,98543,32107,1226939,2392097,564347.67,572411.67,490347.98,902464.27,0.92,1.01,3.02,2.91,1.67,1.65,0.83,0.65,0.54,0.51,1.4,1.22,0.89,0.85,0.3,0.25,0.96,0.35,18.09,25.02,7.54,6.05,7.4,9.41,0.72,0.95,1.21,1.22,1.02,1.12,0.19,0.1,0.93,0.4,15.88,23.56,7.39,5.99,6.61,8.78,1.03,1.02,1.5,1.28,1.22,1.11,0.2,0.1,Y
176,38673339,781368,935558,3496972,3490014,2084325.17,2665020.0,1064768.33,935575.48,40,14,347,706,141.67,223.83,119.82,283.84,538,258,4845,9604,1945.0,3023.17,1735.1,3685.77,261,204,3746,3483,1391.5,1436.5,1321.15,1330.24,650,386,6009,16666,2521.17,4787.67,2061.65,6512.4,798.21,676.15,1275.08,1050.91,1063.47,886.32,161.74,161.93,117948,55239,1142081,2528193,452141.0,759207.0,393618.62,967392.77,0.96,1.17,2.06,2.76,1.5,1.68,0.38,0.6,0.7,0.36,1.44,1.08,0.92,0.8,0.27,0.28,1.45,0.93,12.21,28.88,4.41,8.23,4.25,11.21,0.95,0.91,1.35,1.34,1.19,1.13,0.15,0.18,1.39,1.01,11.91,28.74,4.64,8.37,4.26,11.24,0.91,0.93,1.22,1.19,1.14,1.02,0.11,0.09,Y
291,38690827,1147443,434823,2539776,3892498,1926541.67,1930498.67,558055.09,1251762.5,12,11,163,508,96.33,105.0,66.92,197.58,119,125,2032,9163,1182.0,1777.83,868.48,3622.28,110,99,1650,5161,894.17,1074.0,634.32,2005.22,144,190,3342,7913,1766.83,1755.83,1361.26,3022.57,785.36,696.22,1176.3,1068.97,943.78,933.87,139.1,135.15,39665,34858,595169,1797298,312100.0,371650.33,225894.44,699198.09,0.99,0.62,2.08,1.78,1.28,1.28,0.42,0.4,0.66,0.8,1.15,1.81,1.0,1.14,0.2,0.37,0.41,0.44,15.1,13.68,4.37,3.1,5.5,5.2,0.95,0.98,1.25,1.23,1.08,1.09,0.13,0.09,0.28,0.42,15.12,13.67,4.38,3.12,5.54,5.19,1.01,0.91,1.24,1.23,1.14,1.1,0.09,0.11,N
645,38727783,299725,1841310,3227511,3219746,1318625.83,2711419.83,1120628.91,489586.19,4,7,276,688,61.67,214.33,105.29,263.4,36,101,3238,10451,781.17,3030.5,1213.81,3977.67,46,109,4248,7350,904.0,2356.83,1643.72,2807.78,68,227,4081,12541,969.0,4177.5,1532.22,4873.45,685.12,706.06,1162.49,1041.31,895.88,851.22,172.52,123.31,14346,31685,980951,2500451,218422.5,767342.67,374939.61,950080.38,0.76,0.8,2.02,1.42,1.16,1.11,0.52,0.23,0.75,0.85,2.1,1.32,1.4,1.07,0.55,0.18,0.17,0.31,10.61,23.97,2.34,7.51,4.07,9.23,0.77,0.84,1.36,1.21,1.0,1.06,0.23,0.12,0.15,0.35,8.7,23.44,2.03,7.54,3.28,9.14,0.72,0.81,1.22,1.11,0.99,0.96,0.16,0.13,N
478,38711655,152231,626092,2131421,3669768,704283.5,2011696.67,796613.66,1219322.41,10,18,337,503,89.0,211.67,127.02,217.39,84,306,6901,8119,1668.5,3564.67,2622.15,3651.32,85,289,4407,5934,1126.17,2408.0,1655.19,2429.4,131,508,4644,10668,1443.33,3897.5,1772.58,3992.9,921.7,769.05,1307.54,1130.37,1041.6,923.32,139.54,137.34,22960,71367,1088814,1790773,290885.5,732175.67,410859.62,739086.85,0.99,1.06,1.63,1.74,1.32,1.42,0.25,0.26,0.72,0.82,1.25,1.21,0.99,0.99,0.17,0.16,0.24,1.2,8.29,15.03,2.54,6.15,3.14,5.59,0.98,0.99,1.36,1.46,1.16,1.12,0.16,0.18,0.23,1.33,8.02,14.04,2.71,6.14,3.16,5.19,0.85,0.97,1.46,1.19,1.16,1.09,0.22,0.07,Y
547,38719315,658377,228604,3278754,3083664,1918505.0,1763909.67,959664.95,967975.74,18,7,314,426,179.83,123.67,102.2,173.18,344,70,6375,6109,3518.17,1460.33,2257.35,2369.92,204,83,6676,5649,2586.17,1359.33,2194.22,2188.27,362,107,5776,8006,3511.67,2658.33,2135.41,3494.27,757.97,535.86,1298.65,957.96,1052.82,765.63,185.9,136.85,60674,20762,1084087,1519375,635732.0,419539.0,367263.5,602238.33,0.86,0.83,2.89,2.21,1.59,1.17,0.69,0.52,0.42,0.67,1.32,1.37,0.9,1.04,0.31,0.23,0.56,0.34,11.34,12.47,6.17,4.68,4.01,5.49,0.91,0.56,1.51,1.27,1.22,0.97,0.22,0.23,0.69,0.34,11.24,13.45,6.78,5.1,4.19,5.88,1.05,0.87,1.16,1.35,1.08,1.1,0.04,0.19,Y
664,38729362,1094932,932187,4714217,2594223,2251600.83,1747475.83,1340651.52,654646.89,35,7,732,194,331.0,79.5,261.54,67.6,532,49,10569,3652,3916.17,1331.83,3531.48,1313.45,373,82,8501,2118,3530.67,810.83,3006.07,723.53,605,92,16781,3049,7211.33,1425.33,6344.18,1069.45,406.41,822.33,1022.05,1125.17,822.75,983.68,236.81,113.06,120807,20529,2802862,635663,1148873.0,273539.17,984526.41,226027.06,0.66,0.6,1.48,1.93,1.19,1.38,0.29,0.48,0.73,0.82,1.32,2.06,0.97,1.16,0.22,0.46,1.16,0.25,21.21,5.43,10.72,2.78,7.73,2.13,0.68,0.79,1.26,1.27,1.03,1.08,0.21,0.18,1.13,0.2,22.23,6.17,11.13,2.97,7.8,2.21,1.01,0.97,1.19,1.14,1.08,1.02,0.06,0.06,N
163,38671461,1160660,432053,4520794,4358744,2922167.67,2668346.17,1471927.11,1533221.93,12,10,422,816,173.17,290.0,170.44,367.88,219,129,7109,15456,2637.17,4622.0,2811.4,6414.0,164,69,4880,9269,1929.67,2529.17,1836.37,3524.93,300,164,7041,16666,3284.0,5872.5,3043.01,7507.4,877.95,676.15,1140.2,1168.99,956.54,949.83,108.94,189.83,59842,24006,1545653,2764758,612362.5,1006669.83,592074.84,1278598.72,0.97,0.62,1.59,2.76,1.27,1.82,0.25,0.81,0.68,0.36,1.28,1.4,1.08,0.84,0.22,0.37,0.88,0.3,13.2,28.88,5.6,10.43,4.8,13.44,0.94,1.01,1.31,1.37,1.1,1.2,0.15,0.15,0.86,0.35,13.91,28.74,5.89,10.5,5.22,13.39,0.77,0.86,1.16,1.42,0.97,1.13,0.14,0.19,N
629,38726591,265107,784451,2921678,2989760,2014615.33,2027500.67,936373.53,880485.91,11,2,293,302,101.33,117.17,106.41,106.73,87,26,4541,5888,1451.83,2079.83,1642.2,2088.82,23,27,3882,3858,1199.83,1332.0,1409.3,1411.31,87,39,5960,4713,1907.83,1900.67,2176.01,1683.0,872.41,796.18,967.45,1081.43,915.13,905.76,33.09,111.6,14680,6329,968614,979371,332236.0,368726.67,354078.91,351649.43,0.88,0.96,3.78,2.11,1.64,1.55,1.07,0.44,0.38,0.54,1.81,1.12,1.04,0.86,0.46,0.19,0.19,0.11,14.13,8.37,4.1,3.28,5.13,2.84,0.98,0.97,1.24,1.26,1.06,1.09,0.09,0.11,0.19,0.12,12.95,9.54,4.06,3.61,4.66,3.23,0.89,0.97,1.78,1.32,1.15,1.14,0.32,0.14,Y
621,38725905,70024,932035,3342093,3773255,1084731.0,1999088.17,1235873.38,1078655.61,9,13,852,313,258.67,122.33,334.04,117.26,118,95,8376,6541,2992.0,2282.33,3435.22,2396.53,77,117,5419,4857,1898.33,1626.17,2233.76,1827.72,112,435,18747,4702,5303.33,2163.5,7246.19,1801.76,577.4,525.74,1321.24,1199.23,976.45,893.67,263.53,235.69,20970,55441,3057914,1130718,884003.5,456707.67,1188723.46,425406.02,1.5,0.81,2.16,2.96,1.7,1.59,0.25,0.73,0.57,0.55,0.85,1.13,0.74,0.99,0.1,0.22,0.19,0.66,44.6,9.66,11.45,4.57,17.18,3.8,0.82,0.87,1.53,1.26,1.18,1.05,0.27,0.16,0.21,0.74,40.74,9.52,10.64,4.62,15.66,3.85,0.97,0.93,1.59,1.1,1.16,1.0,0.22,0.06,Y
503,38714616,658377,549805,3926387,3741938,2477854.5,2227877.83,1265353.63,1037634.15,10,10,242,44,117.0,22.5,79.83,12.05,118,86,3342,522,1624.5,300.0,1053.54,153.11,41,146,2435,355,1272.5,203.5,821.33,75.98,131,391,6189,709,2292.33,468.5,2065.85,124.74,745.02,443.95,1165.11,1122.48,913.88,925.07,163.05,250.7,20737,47781,732055,121556,392227.17,68437.83,255563.96,27151.1,1.08,0.59,2.88,2.36,1.55,1.45,0.67,0.58,0.37,0.58,1.24,1.47,0.93,0.94,0.3,0.31,0.23,0.35,10.68,1.38,4.19,0.82,3.51,0.38,0.94,0.74,1.5,1.32,1.1,1.13,0.2,0.22,0.23,0.38,13.45,2.04,4.68,1.07,4.53,0.58,0.96,0.75,1.47,1.45,1.13,1.12,0.19,0.27,Y
356,38697938,848936,126798,2921678,4044416,2099099.33,2158556.17,751867.83,1364405.47,2,10,136,518,56.5,137.0,47.65,194.1,34,122,1414,6204,681.0,1684.17,477.45,2297.67,38,95,1083,7423,651.0,1825.17,392.35,2805.97,81,163,3317,11194,1262.17,2664.5,1155.72,4263.02,671.25,642.44,1028.74,841.03,844.5,762.53,147.38,66.77,10924,34912,395091,1885870,181502.83,466013.0,135327.6,711338.48,0.65,0.84,1.37,1.31,1.02,1.14,0.27,0.2,0.8,0.87,1.92,1.43,1.33,1.17,0.44,0.2,0.11,0.35,5.76,22.67,2.14,5.91,1.97,8.63,0.82,0.85,1.23,0.97,1.0,0.92,0.15,0.04,0.12,0.35,7.21,23.66,2.6,6.32,2.48,9.04,0.59,0.8,1.19,1.23,0.95,1.03,0.2,0.14,Y
286,38690524,563342,1085450,4856059,3036710,2624817.5,2174953.33,1652874.7,933496.57,16,14,271,557,116.83,150.83,98.45,203.74,326,241,4750,8205,1693.17,2122.17,1647.23,3021.33,112,77,3162,6727,1313.67,1805.5,1209.11,2480.64,187,317,4483,9620,2107.17,2608.5,1867.13,3495.3,561.83,735.33,1163.62,1047.11,884.44,922.38,199.69,124.37,40658,41875,911184,2053258,387714.17,523518.83,336753.77,761900.43,0.95,0.86,2.91,3.13,1.53,1.54,0.72,0.83,0.56,0.41,1.18,1.45,0.94,1.05,0.22,0.37,0.5,0.7,6.94,19.0,3.39,4.93,2.76,7.02,0.71,0.86,1.31,1.33,1.05,1.08,0.2,0.17,0.4,0.83,7.74,18.38,3.56,4.87,2.99,6.73,0.94,0.92,1.32,1.27,1.13,1.09,0.14,0.13,Y
420,38704990,1029334,1643019,3118615,3117594,2196868.83,2354168.5,866214.72,584529.75,11,23,553,324,164.33,158.17,213.69,124.98,97,281,6312,4494,1980.17,1886.83,2519.62,1559.91,95,332,5909,3351,1812.17,1572.0,2355.92,1130.68,176,416,12306,7125,3369.0,3298.33,4692.68,2764.38,711.05,627.81,1030.87,938.49,865.87,776.04,101.76,102.02,31109,94032,2014563,1130925,591028.0,559661.17,778924.49,424790.53,0.82,0.85,1.33,1.91,1.1,1.16,0.18,0.4,0.81,0.72,1.48,1.93,1.08,1.22,0.24,0.43,0.31,1.16,24.0,12.36,6.44,6.55,9.19,3.73,0.92,0.85,1.42,1.11,1.1,0.97,0.18,0.11,0.3,0.89,20.96,12.67,5.94,6.19,8.02,3.8,0.97,0.91,1.28,1.22,1.06,1.04,0.11,0.11,Y
104,38664675,2117244,1085450,3737168,3479175,2694335.17,2312502.0,642521.85,849552.9,42,9,458,448,155.83,143.5,153.76,157.94,689,139,5597,2079,2091.5,1191.0,1797.2,742.48,525,80,4270,4670,1595.0,1605.33,1432.06,1613.77,792,207,8978,8912,3156.33,2672.83,3064.31,3199.23,692.56,595.7,1135.27,1001.0,935.06,764.05,174.14,161.73,129830,33831,1473964,1323918,514932.17,442314.5,501106.25,458478.52,1.01,0.45,2.48,1.74,1.42,1.03,0.53,0.42,0.61,0.63,1.22,2.38,0.99,1.34,0.21,0.58,0.99,0.49,17.72,14.47,5.72,4.72,6.28,5.09,0.87,0.77,1.33,1.24,1.08,0.94,0.15,0.19,1.25,0.45,19.91,15.84,6.34,5.01,7.06,5.67,0.99,0.84,1.16,1.25,1.09,1.03,0.07,0.16,Y
114,38666163,524469,1079786,3117734,4256091,1502421.17,2242712.67,1030250.7,1146347.44,5,15,86,363,31.33,118.67,28.76,137.55,43,185,1084,5085,416.67,1669.33,390.66,1919.85,40,131,699,4818,310.33,1289.5,247.54,1784.21,44,334,1809,7114,637.5,2104.0,608.72,2603.87,704.24,813.85,1029.18,1017.89,857.85,927.0,105.73,79.03,11051,48630,329113,1336940,112369.5,403457.5,114295.74,500500.81,1.04,0.95,1.55,1.98,1.23,1.47,0.21,0.4,0.76,0.69,1.38,1.17,1.14,0.92,0.22,0.2,0.08,0.53,3.05,13.86,1.04,5.25,1.06,6.29,0.81,0.98,1.07,1.24,0.98,1.09,0.1,0.1,0.08,0.59,3.46,14.36,1.18,5.46,1.2,6.5,1.0,1.02,1.6,1.13,1.17,1.08,0.22,0.05,Y
636,38727120,524469,500143,5284870,6155641,2506105.17,2186462.17,1865149.39,2030809.9,19,8,865,1192,259.5,235.83,315.91,469.38,190,110,13622,17562,3715.83,3449.17,5011.29,6929.64,182,108,11937,12271,3189.17,2455.33,4443.1,4820.25,323,178,11752,20057,4706.0,4165.33,4419.85,7812.9,742.06,576.5,1162.49,1098.53,926.19,898.27,165.01,185.83,48109,32684,2684738,4261514,830660.5,845817.33,981593.54,1677546.22,1.01,1.02,2.02,1.43,1.32,1.23,0.38,0.17,0.75,0.86,1.09,1.2,0.97,1.04,0.12,0.12,0.5,0.32,24.85,46.11,8.92,9.05,9.68,18.19,1.04,0.82,1.36,1.28,1.16,1.04,0.12,0.16,0.63,0.27,22.45,42.78,9.12,8.7,9.19,16.75,1.01,0.86,1.22,1.08,1.11,0.96,0.08,0.09,Y
635,38727036,1796751,1544819,3248474,4358744,2701538.5,2399137.33,536796.66,1013834.02,7,33,645,422,185.0,142.67,235.54,152.2,80,429,11276,7109,2912.67,1943.33,4240.02,2559.99,69,379,8164,4880,2311.5,1644.67,3040.67,1738.74,162,510,10883,6869,3332.67,2737.5,3898.4,2547.13,734.88,601.85,1044.72,967.12,849.14,846.69,120.9,129.92,21345,120064,1837866,1545653,584888.67,508862.17,658288.88,542744.82,0.79,0.66,1.38,1.66,1.16,1.15,0.22,0.36,0.88,0.91,1.41,1.49,1.19,1.16,0.21,0.23,0.26,1.21,17.62,13.2,5.63,4.88,6.25,4.63,0.87,0.9,1.21,1.06,1.0,1.01,0.13,0.06,0.35,1.1,20.34,13.91,6.17,5.13,7.26,5.0,0.94,0.84,1.19,1.21,1.07,1.03,0.12,0.13,N
314,38693907,510719,1186058,6075765,3058387,2893112.67,2306682.33,2052754.77,692529.03,4,4,278,280,110.5,82.67,106.8,105.27,77,71,3737,3796,1572.17,1274.17,1405.53,1505.98,70,32,3103,2944,1417.67,1045.17,1195.24,1217.48,129,64,6225,4942,2309.17,1464.83,2381.02,1844.33,894.53,704.27,1020.7,1118.4,947.37,910.84,42.2,154.84,18629,9993,802219,1073010,366105.17,308713.33,312674.31,405708.25,0.62,0.75,1.55,2.22,1.05,1.33,0.33,0.55,0.89,0.49,1.89,1.66,1.36,1.13,0.37,0.45,0.18,0.15,6.34,10.29,3.41,2.87,2.79,3.81,0.94,0.91,1.12,1.46,1.06,1.1,0.08,0.2,0.2,0.14,7.05,9.24,3.68,2.77,3.01,3.39,0.83,0.9,1.18,1.37,0.97,1.05,0.13,0.17,N
92,38662545,548647,282240,3304523,3417932,2347135.17,2007132.0,965982.88,1211364.77,9,6,526,134,185.33,49.0,210.24,48.96,139,74,9878,2347,3091.0,841.17,3782.51,901.23,80,61,7309,1895,2429.5,640.17,2954.46,705.21,207,93,9099,1691,3102.33,815.0,3619.92,726.46,872.74,813.43,1135.27,1228.66,997.13,964.82,95.13,149.33,33831,19584,1722462,448527,583898.17,170373.83,690181.76,168341.49,0.85,1.01,2.48,1.7,1.44,1.38,0.59,0.27,0.61,0.87,1.45,1.16,1.01,1.01,0.33,0.12,0.49,0.19,38.72,3.83,9.28,1.7,14.94,1.55,1.0,0.94,1.33,1.28,1.17,1.09,0.12,0.12,0.45,0.2,46.94,3.62,10.7,1.67,18.2,1.52,0.84,0.88,1.27,1.2,1.07,1.03,0.15,0.13,Y
7,38649994,679614,1245849,2044728,2484181,1290074.0,1932430.5,573077.25,546169.61,16,34,521,296,112.5,121.83,200.81,114.35,237,370,6616,2882,1459.33,1303.0,2534.29,959.12,113,367,4319,3541,1003.83,1464.17,1640.39,1477.14,201,729,11234,7643,2413.33,3060.17,4343.14,3174.4,682.76,444.4,1397.01,1149.08,964.41,833.19,274.64,258.4,41918,151437,1850753,1156422,403618.5,477781.17,712554.08,467803.62,0.89,0.58,2.15,1.89,1.54,1.18,0.53,0.46,0.67,0.64,1.11,1.49,0.93,1.12,0.2,0.32,0.42,1.48,10.99,14.56,2.97,6.13,4.05,6.25,0.91,0.74,1.63,1.33,1.14,1.05,0.26,0.22,0.44,1.39,10.73,14.29,2.92,6.03,3.95,5.97,0.99,0.89,1.31,1.08,1.12,1.01,0.13,0.07,Y
89,38662217,1132458,743366,4094328,2991256,2406678.33,1380993.83,1148696.05,849550.64,33,6,333,109,125.33,36.33,116.94,37.29,396,63,4670,1710,1738.33,535.33,1604.43,607.2,247,77,2598,1044,1159.83,331.0,850.85,357.36,564,167,5516,2130,2214.83,719.5,1921.93,720.73,788.36,618.61,1037.54,1137.27,903.49,965.58,100.68,196.64,96878,20190,1095696,328866,400479.17,106892.5,377313.58,114760.94,1.02,0.82,1.8,2.05,1.39,1.46,0.31,0.46,0.63,0.76,1.42,1.56,1.04,0.99,0.29,0.29,0.98,0.28,11.46,4.51,4.22,1.32,3.95,1.66,0.88,0.82,1.17,1.34,1.05,1.14,0.11,0.2,1.22,0.37,10.73,5.26,4.45,1.57,3.71,1.92,0.89,1.03,1.18,1.54,1.06,1.23,0.12,0.2,Y
537,38718517,220571,563342,3083664,4185675,1596918.0,1779231.0,1101540.35,1267801.47,18,12,426,343,147.83,130.0,177.04,131.82,239,153,6109,3136,2290.17,1540.67,2634.41,1397.54,104,75,5649,3103,1866.5,1500.17,2314.75,1422.85,225,146,8006,6919,2994.5,2594.33,3643.56,2640.71,823.23,757.97,1074.89,1020.7,981.46,885.93,89.7,103.21,41781,31221,1519375,1201712,510906.0,452145.0,620586.14,464437.52,0.83,0.79,2.3,2.04,1.5,1.31,0.6,0.51,0.51,0.6,1.37,1.56,0.94,1.03,0.3,0.32,0.39,0.3,12.47,19.97,4.57,5.73,4.4,7.45,1.03,0.91,1.27,1.18,1.18,1.06,0.09,0.1,0.43,0.32,11.5,22.16,4.7,6.4,4.07,8.27,0.87,0.96,1.25,1.39,1.12,1.07,0.13,0.16,N
588,38723155,323909,69893,3713240,3288470,1647827.33,1338289.0,1242365.37,1311887.28,8,4,372,244,123.83,61.17,141.55,90.9,122,72,5760,4080,1795.83,1009.67,2115.57,1537.77,26,23,3279,2308,1384.33,540.0,1461.75,876.17,105,46,5945,4781,2174.0,1269.5,2347.61,1766.81,678.05,531.25,1459.4,1123.86,967.93,940.21,269.8,207.41,15777,8951,1108707,791434,393608.0,197696.83,425050.94,296352.04,0.72,1.48,4.69,3.13,2.0,2.14,1.44,0.68,0.26,0.44,1.38,0.69,0.89,0.58,0.43,0.1,0.16,0.2,11.21,7.59,3.9,1.81,4.32,2.85,0.99,0.88,1.55,1.32,1.15,1.16,0.21,0.15,0.19,0.24,12.88,8.93,4.08,2.15,4.83,3.35,0.97,1.12,1.56,1.5,1.18,1.26,0.2,0.17,N
530,38717476,426822,214514,2141539,3836787,1463431.67,1702443.33,666893.09,1410481.83,10,7,116,664,52.83,136.17,46.46,259.73,162,90,1645,9561,743.5,1940.5,702.06,3743.95,123,56,1337,7989,521.83,1587.67,439.49,3143.57,222,173,2931,12532,1211.67,2572.0,1124.81,4906.91,803.2,790.58,1159.69,974.54,960.59,934.06,133.66,71.74,32048,19671,399400,2319780,184920.33,471897.33,168673.12,909218.49,0.88,0.68,2.58,2.08,1.34,1.35,0.63,0.46,0.45,0.69,1.42,1.72,1.05,1.1,0.34,0.38,0.31,0.19,4.27,25.1,2.03,5.12,1.45,9.85,0.9,0.92,1.41,1.17,1.14,1.06,0.21,0.1,0.41,0.27,4.49,26.73,2.22,5.48,1.52,10.48,1.02,0.96,1.2,1.32,1.09,1.09,0.07,0.13,N
575,38721737,260829,185780,4094328,3298822,2474494.33,1839284.0,1472872.51,1389253.09,29,15,63,477,46.83,143.83,15.22,181.52,319,346,1034,5527,710.17,1891.33,276.43,2047.18,420,164,655,4268,526.67,1277.83,100.46,1593.34,514,285,1071,11101,788.33,2977.17,193.27,4202.96,841.09,767.88,1187.08,1299.92,969.35,1075.95,122.48,186.44,109085,47755,225668,1583870,152585.17,452033.33,45742.94,601603.82,0.76,1.22,1.69,2.19,1.32,1.75,0.34,0.43,0.87,0.53,1.32,1.07,1.05,0.77,0.18,0.22,0.97,0.65,2.28,9.4,1.61,3.5,0.44,3.84,0.97,0.91,1.16,1.52,1.09,1.24,0.08,0.23,1.04,0.7,2.32,10.6,1.75,3.92,0.48,4.25,0.91,0.92,1.12,1.48,1.01,1.16,0.09,0.21,N
686,38731804,439670,932035,3458710,4520794,2237910.67,2411255.0,1131515.72,1452839.26,6,7,211,295,87.0,114.17,92.21,102.64,88,101,3185,3083,1295.83,1312.83,1420.13,1007.52,57,109,1818,3043,726.83,1138.0,777.59,1028.14,124,227,4328,6669,1616.5,2382.67,1887.38,2389.93,826.3,513.77,1270.75,1160.21,1036.84,891.65,183.82,242.16,20526,31685,673156,912001,274341.33,367866.33,303309.08,314456.28,1.13,0.93,2.16,1.95,1.72,1.22,0.35,0.38,0.62,0.76,1.06,1.28,0.82,1.0,0.19,0.2,0.25,0.31,9.23,10.42,3.24,4.11,3.85,3.78,0.93,0.85,1.49,1.34,1.19,1.11,0.19,0.18,0.27,0.35,10.7,11.5,3.55,4.31,4.39,4.13,0.92,0.81,1.52,1.22,1.17,1.04,0.22,0.15,Y
