account_id,match_id,team,hero_id,kills,deaths,assists,denies,net_worth
74963221,38611347,Team1,15,8,12,14,0,31917
914316537,38611529,Team0,15,8,8,12,2,32681
223305242,38611529,Team1,10,6,6,11,1,34865
1057438293,38611529,Team0,25,8,7,13,1,41173
1548410234,38611529,Team1,6,5,15,11,2,23183
188270361,38611529,Team0,2,9,7,17,3,42867
911856667,38611529,Team0,13,13,7,10,1,33184
95947783,38611529,Team0,58,6,14,8,1,31068
110088215,38611529,Team1,1,9,8,12,1,34503
288422074,38611529,Team0,12,12,5,10,0,44209
211510825,38611529,Team1,7,10,10,8,1,31019
284349366,38611529,Team1,31,8,10,13,2,30297
323142724,38611529,Team1,4,10,8,14,0,31922
969975089,38611604,Team1,10,10,2,23,3,44902
108601750,38611604,Team1,3,9,3,15,6,48647
81902929,38611604,Team0,50,9,8,8,0,36753
150454049,38611604,Team1,31,6,5,18,4,38485
1210056867,38611604,Team0,14,6,8,7,1,36143
150465214,38611604,Team1,11,6,8,20,1,36804
1863208191,38611604,Team0,25,1,9,9,2,33436
214095947,38611604,Team1,27,7,6,15,8,38911
1676299122,38611604,Team0,35,6,9,4,1,35959
1477660209,38611604,Team1,1,14,4,16,2,52012
1110282931,38611604,Team0,60,4,7,9,3,36099
293506436,38611604,Team0,4,2,11,11,3,39206
233759171,38611811,Team1,16,3,9,15,11,28820
429541677,38611811,Team0,1,8,7,7,2,40676
337523871,38611811,Team0,31,2,4,12,5,33350
176548427,38611811,Team1,13,3,9,4,7,35114
176077109,38611811,Team0,15,8,8,12,2,34379
297273074,38611811,Team1,2,1,6,7,4,28425
186795251,38611811,Team1,14,12,3,10,1,28707
1067915524,38611811,Team1,6,11,5,6,7,27487
1903551664,38611811,Team1,27,4,6,9,2,30480
1845811046,38611811,Team0,58,7,6,8,7,30311
898514158,38611811,Team0,4,9,3,13,1,37850
1207703560,38611811,Team0,18,4,6,17,1,32757
141680443,38611906,Team1,58,3,12,9,9,31610
166126796,38611906,Team0,31,10,7,23,1,37968
1277268551,38611906,Team1,4,2,13,8,3,33434
200874500,38611906,Team0,3,13,3,25,3,37222
1682265751,38611906,Team0,10,10,4,22,4,37221
1867592319,38611906,Team1,15,1,14,6,1,32434
1752792693,38611906,Team1,20,1,10,10,6,36466
844075563,38611906,Team1,19,9,6,1,8,40929
203574572,38611906,Team1,27,6,8,6,2,33044
878674161,38611906,Team0,14,12,2,24,0,36327
1095027393,38611906,Team0,16,7,3,30,4,38313
1575345996,38611906,Team0,1,11,4,15,3,40440
1178668535,38611964,Team0,25,9,0,15,2,28476
1742073423,38611964,Team0,3,7,3,17,1,25671
241312861,38611964,Team0,6,9,2,11,0,30078
341371548,38611964,Team0,50,10,1,9,1,30994
108631241,38611964,Team1,20,1,10,2,2,17227
387885975,38611964,Team1,2,1,9,5,2,21497
284870226,38611964,Team1,7,1,6,1,2,20582
85911734,38611964,Team1,35,1,9,5,0,12558
246214695,38611964,Team1,27,6,3,4,4,22314
300507547,38611964,Team0,15,3,5,15,4,22528
25821887,38611964,Team0,14,7,3,10,0,27828
245020207,38611964,Team1,19,4,8,2,0,17279
137281129,38612098,Team1,31,1,11,10,1,29950
323235963,38612098,Team0,7,6,8,19,2,35574
52912967,38612098,Team0,27,9,4,14,7,36619
1886876070,38612098,Team1,17,0,10,12,0,27225
277803056,38612098,Team1,58,9,7,12,4,38303
31573479,38612098,Team0,15,12,9,15,1,31447
1189626894,38612098,Team1,14,6,10,10,2,31327
107045879,38612098,Team0,12,9,2,21,3,36361
1159176040,38612098,Team1,25,10,5,10,0,39292
1169534488,38612098,Team0,10,6,7,18,2,33782
1167240032,38612098,Team0,13,13,6,13,3,52624
118662392,38612098,Team1,2,9,12,12,7,30179
452555721,38612171,Team1,13,8,9,6,6,44178
236599146,38612171,Team0,4,6,12,14,2,43452
7910302,38612171,Team0,7,8,5,15,1,53189
145596499,38612171,Team0,19,14,7,15,1,36687
1745708053,38612171,Team1,27,9,5,9,2,42896
1896932924,38612171,Team1,31,8,4,15,0,36959
123933607,38612171,Team1,52,6,7,8,6,37798
248881284,38612171,Team1,15,7,12,12,0,33435
877571505,38612171,Team0,1,7,8,15,1,43478
74963221,38612171,Team1,11,5,9,12,0,36834
1478890615,38612171,Team0,12,3,6,16,0,45859
1156359431,38612171,Team0,2,8,6,19,5,49903
1728758115,38612206,Team1,13,6,7,4,1,29069
888853854,38612206,Team0,17,15,4,16,1,37020
1195896640,38612206,Team1,25,0,9,5,6,23800
97417380,38612206,Team1,12,6,7,4,1,27496
1845004553,38612206,Team0,18,5,2,17,1,33047
131256035,38612206,Team0,10,8,2,21,1,31762
180076228,38612206,Team1,4,4,12,4,0,24543
321601241,38612206,Team1,7,1,8,4,0,25428
1912389093,38612206,Team0,19,2,3,17,4,31822
370318526,38612206,Team1,20,0,11,4,2,22299
370376528,38612206,Team0,58,10,2,11,2,31236
1695444354,38612206,Team0,1,14,4,7,1,32870
1118515282,38612254,Team0,31,11,5,14,1,34439
1035462273,38612254,Team1,14,5,10,7,1,32510
160829871,38612254,Team0,25,3,7,23,0,33366
1132179639,38612254,Team1,12,3,8,9,0,35241
173357955,38612254,Team1,18,4,9,8,1,27812
235571100,38612254,Team0,27,11,4,20,1,34109
1482647580,38612254,Team1,20,7,5,10,5,34407
102312863,38612254,Team0,2,9,2,26,3,51541
255586815,38612254,Team0,13,10,3,14,0,38541
111701409,38612254,Team1,1,2,9,4,1,31335
178795494,38612254,Team1,58,7,9,2,4,29467
1007596529,38612254,Team0,7,6,7,21,4,32686
911856667,38612438,Team0,13,4,13,6,4,16812
252092048,38612438,Team1,3,11,5,12,3,30055
323142724,38612438,Team1,4,7,5,13,5,27305
410539068,38612438,Team1,31,5,2,16,5,26162
200022855,38612438,Team0,6,5,6,1,3,19932
234314999,38612438,Team0,50,3,7,3,0,17382
188441304,38612438,Team1,11,0,2,17,4,25302
846913632,38612438,Team0,58,1,4,6,4,24291
992398804,38612438,Team1,27,11,4,9,0,27431
87073622,38612438,Team0,1,1,5,3,6,19318
223305242,38612438,Team1,10,8,2,13,1,26947
288422074,38612438,Team0,12,6,7,1,1,33166
969975089,38612562,Team0,3,3,7,12,2,19825
1477660209,38612562,Team1,15,12,2,8,1,33591
32639412,38612562,Team0,11,1,5,7,2,20625
344884238,38612562,Team1,6,1,7,12,0,24882
1110282931,38612562,Team1,60,7,2,9,2,28953
1067915524,38612562,Team1,31,6,3,10,1,27720
1529829716,38612562,Team0,18,0,5,8,0,17949
108601750,38612562,Team1,14,6,3,14,4,29214
1903551664,38612562,Team0,27,13,7,4,2,24034
1863208191,38612562,Team0,1,0,8,2,2,25687
81902929,38612562,Team1,50,4,5,11,1,25324
131386009,38612562,Team0,2,3,5,7,2,21903
1676299122,38612742,Team0,31,4,6,7,0,24581
105263588,38612742,Team1,1,2,7,12,2,24949
1273149256,38612742,Team0,13,2,5,5,7,21691
246214695,38612742,Team1,27,7,3,13,3,25870
25821887,38612742,Team0,10,5,9,6,1,19699
172198186,38612742,Team0,19,3,6,5,2,19599
1840058877,38612742,Team1,2,7,5,12,4,23407
1871021649,38612742,Team1,25,3,4,12,9,27864
284870226,38612742,Team1,6,10,3,12,1,29074
150882082,38612742,Team0,3,5,4,6,3,23410
1190115775,38612742,Team0,15,4,7,8,1,19458
1903109551,38612742,Team1,7,8,1,16,0,26782
1779852249,38612832,Team0,13,17,3,17,1,53759
1682265751,38612832,Team0,10,3,7,19,0,33265
855666586,38612832,Team1,27,3,10,6,4,35830
