match_id,start_time,game_mode,match_mode,duration_s,winning_team
38607736,2025-08-07 18:54:33,Normal,Unranked,1869,Team1
38607833,2025-08-07 18:58:20,Normal,Unranked,1647,Team0
38608050,2025-08-07 19:06:43,Normal,Unranked,2041,Team0
38608113,2025-08-07 19:09:08,Normal,Unranked,1493,Team0
38608119,2025-08-07 19:09:26,Normal,Unranked,1925,Team0
38608340,2025-08-07 19:17:37,Normal,Unranked,1562,Team1
38608550,2025-08-07 19:25:16,Normal,Unranked,1854,Team1
38608609,2025-08-07 19:27:11,Normal,Unranked,1988,Team0
38608650,2025-08-07 19:28:28,Normal,Unranked,1728,Team1
38608672,2025-08-07 19:29:27,Normal,Unranked,1812,Team1
38608690,2025-08-07 19:29:53,Normal,Unranked,2114,Team0
38608829,2025-08-07 19:34:50,Normal,Unranked,2072,Team1
38608960,2025-08-07 19:40:29,Normal,Unranked,1562,Team0
38608978,2025-08-07 19:41:04,Normal,Unranked,1924,Team0
38609045,2025-08-07 19:43:23,Normal,Unranked,2002,Team1
38609155,2025-08-07 19:47:23,Normal,Unranked,1677,Team0
38609325,2025-08-07 19:53:40,Normal,Unranked,1498,Team0
38609386,2025-08-07 19:56:12,Normal,Unranked,1792,Team0
38609871,2025-08-07 20:13:26,Normal,Unranked,2034,Team0
38610024,2025-08-07 20:19:37,Normal,Unranked,2078,Team0
38610147,2025-08-07 20:24:10,Normal,Unranked,1703,Team0
38610331,2025-08-07 20:30:23,Normal,Unranked,2127,Team1
38610341,2025-08-07 20:30:42,Normal,Unranked,1638,Team0
38610603,2025-08-07 20:41:12,Normal,Unranked,1515,Team1
38610664,2025-08-07 20:43:22,Normal,Unranked,1608,Team0
38610819,2025-08-07 20:49:52,Normal,Unranked,1704,Team1
38610979,2025-08-07 20:56:13,Normal,Unranked,1720,Team1
38611246,2025-08-07 21:07:19,Normal,Unranked,1863,Team0
38611347,2025-08-07 21:11:36,Normal,Unranked,1929,Team0
38611529,2025-08-07 21:19:33,Normal,Unranked,1761,Team0
38611604,2025-08-07 21:22:23,Normal,Unranked,2070,Team1
38611811,2025-08-07 21:31:08,Normal,Unranked,1734,Team0
38611906,2025-08-07 21:34:58,Normal,Unranked,1944,Team0
38611964,2025-08-07 21:37:47,Normal,Unranked,1287,Team0
38612098,2025-08-07 21:43:42,Normal,Unranked,1920,Team0
38612171,2025-08-07 21:46:57,Normal,Unranked,2037,Team0
38612206,2025-08-07 21:48:41,Normal,Unranked,1581,Team0
38612254,2025-08-07 21:51:34,Normal,Unranked,1758,Team0
38612438,2025-08-07 21:59:20,Normal,Unranked,1401,Team1
38612562,2025-08-07 22:05:00,Normal,Unranked,1373,Team1
38612742,2025-08-07 22:13:01,Normal,Unranked,1279,Team1
38612832,2025-08-07 22:17:03,Normal,Unranked,2070,Team0
38612961,2025-08-07 22:23:42,Normal,Unranked,1910,Team1
38613126,2025-08-07 22:32:38,Normal,Unranked,1813,Team1
38613211,2025-08-07 22:36:58,Normal,Unranked,2044,Team0
38613372,2025-08-07 22:43:59,Normal,Unranked,2496,Team1
38613469,2025-08-07 22:49:27,Normal,Unranked,1663,Team0
38613577,2025-08-07 22:54:23,Normal,Unranked,2220,Team0
38613644,2025-08-07 22:57:48,Normal,Unranked,1750,Team0
38613809,2025-08-07 23:05:43,Normal,Unranked,1830,Team0
38614027,2025-08-07 23:15:40,Normal,Unranked,1955,Team0
38614398,2025-08-07 23:34:15,Normal,Unranked,1709,Team0
38614467,2025-08-07 23:37:46,Normal,Unranked,2397,Team0
38614501,2025-08-07 23:39:37,Normal,Unranked,1503,Team0
38614657,2025-08-07 23:48:42,Normal,Unranked,479,Team1
38614805,2025-08-07 23:56:54,Normal,Unranked,1344,Team0
38615005,2025-08-08 00:06:48,Normal,Unranked,2127,Team0
38615006,2025-08-08 00:06:48,Normal,Unranked,1453,Team0
38615274,2025-08-08 00:19:55,Normal,Unranked,1832,Team1
38615428,2025-08-08 00:27:37,Normal,Unranked,1896,Team0
38615519,2025-08-08 00:31:53,Normal,Unranked,1832,Team0
38615839,2025-08-08 00:47:32,Normal,Unranked,1389,Team0
38616025,2025-08-08 00:56:49,Normal,Unranked,1814,Team1
38616203,2025-08-08 01:05:40,Normal,Unranked,3059,Team0
38616597,2025-08-08 01:25:34,Normal,Unranked,1903,Team0
38616792,2025-08-08 01:34:33,Normal,Unranked,1750,Team1
38616880,2025-08-08 01:38:42,Normal,Unranked,1216,Team1
38617036,2025-08-08 01:46:11,Normal,Unranked,1448,Team1
38617121,2025-08-08 01:50:06,Normal,Unranked,2106,Team1
38617398,2025-08-08 02:03:30,Normal,Unranked,1733,Team0
38617566,2025-08-08 02:12:22,Normal,Unranked,1930,Team0
38617632,2025-08-08 02:15:35,Normal,Unranked,1540,Team1
38617670,2025-08-08 02:17:35,Normal,Unranked,1317,Team1
38617847,2025-08-08 02:26:48,Normal,Unranked,1453,Team0
38617897,2025-08-08 02:29:28,Normal,Unranked,1730,Team0
38618019,2025-08-08 02:35:37,Normal,Unranked,1619,Team0
38618148,2025-08-08 02:42:04,Normal,Unranked,2093,Team0
38618195,2025-08-08 02:44:38,Normal,Unranked,1540,Team1
38618336,2025-08-08 02:51:23,Normal,Unranked,1897,Team0
38618376,2025-08-08 02:53:15,Normal,Unranked,1619,Team1
38618418,2025-08-08 02:55:12,Normal,Unranked,1945,Team1
38618673,2025-08-08 03:08:17,Normal,Unranked,1796,Team1
38618907,2025-08-08 03:20:06,Normal,Unranked,2161,Team0
38618939,2025-08-08 03:21:22,Normal,Unranked,2150,Team1
38619004,2025-08-08 03:24:36,Normal,Unranked,1889,Team1
38619103,2025-08-08 03:30:15,Normal,Unranked,1941,Team0
38619241,2025-08-08 03:37:36,Normal,Unranked,1553,Team0
38619272,2025-08-08 03:39:29,Normal,Unranked,2056,Team0
38619522,2025-08-08 03:53:45,Normal,Unranked,412,Team1
38619590,2025-08-08 03:57:10,Normal,Unranked,2241,Team1
38619694,2025-08-08 04:03:19,Normal,Unranked,1357,Team0
38619725,2025-08-08 04:05:11,Normal,Unranked,1835,Team1
38619733,2025-08-08 04:05:40,Normal,Unranked,1801,Team0
38620053,2025-08-08 04:24:12,Normal,Unranked,1674,Team1
38620141,2025-08-08 04:29:26,Normal,Unranked,1949,Team1
38620163,2025-08-08 04:30:42,Normal,Unranked,841,Team1
38620209,2025-08-08 04:33:36,Normal,Unranked,1554,Team0
38620313,2025-08-08 04:39:47,Normal,Unranked,1521,Team1
38620388,2025-08-08 04:44:35,Normal,Unranked,1996,Team1
38620416,2025-08-08 04:46:24,Normal,Unranked,1570,Team1
38620638,2025-08-08 05:01:20,Normal,Unranked,1358,Team0
38620889,2025-08-08 05:18:05,Normal,Unranked,1370,Team1
38620938,2025-08-08 05:21:39,Normal,Unranked,1785,Team0
38621103,2025-08-08 05:33:15,Normal,Unranked,1299,Team0
38621298,2025-08-08 05:46:59,Normal,Unranked,1209,Team1
38621466,2025-08-08 06:00:36,Normal,Unranked,1324,Team0
38621514,2025-08-08 06:04:20,Normal,Unranked,1636,Team1
38621797,2025-08-08 06:25:46,Normal,Unranked,1736,Team1
38621883,2025-08-08 06:33:40,Normal,Unranked,2068,Team0
38622194,2025-08-08 07:01:24,Normal,Unranked,1949,Team0
38623161,2025-08-08 08:28:02,Normal,Unranked,1598,Team1
38623509,2025-08-08 09:01:14,Normal,Unranked,1566,Team0
38623582,2025-08-08 09:07:58,Normal,Unranked,1185,Team1
38623855,2025-08-08 09:32:18,Normal,Unranked,2010,Team1
38624136,2025-08-08 09:56:25,Normal,Unranked,1472,Team0
38624443,2025-08-08 10:22:35,Normal,Unranked,1453,Team1
38624526,2025-08-08 10:29:14,Normal,Unranked,1832,Team1
38624756,2025-08-08 10:48:16,Normal,Unranked,2235,Team0
38624846,2025-08-08 10:55:50,Normal,Unranked,1548,Team1
38624962,2025-08-08 11:04:32,Normal,Unranked,1366,Team0
38625049,2025-08-08 11:10:49,Normal,Unranked,1725,Team1
38625229,2025-08-08 11:24:55,Normal,Unranked,1756,Team0
38625322,2025-08-08 11:31:43,Normal,Unranked,1917,Team1
38625481,2025-08-08 11:43:14,Normal,Unranked,1683,Team0
38625523,2025-08-08 11:46:00,Normal,Unranked,1800,Team1
38625590,2025-08-08 11:50:40,Normal,Unranked,1859,Team1
38625675,2025-08-08 11:56:47,Normal,Unranked,1496,Team1
38625795,2025-08-08 12:05:24,Normal,Unranked,1973,Team0
38625983,2025-08-08 12:17:57,Normal,Unranked,1431,Team0
38626179,2025-08-08 12:29:31,Normal,Unranked,1638,Team1
38626249,2025-08-08 12:33:50,Normal,Unranked,1791,Team0
38626428,2025-08-08 12:45:29,Normal,Unranked,2235,Team1
38626564,2025-08-08 12:53:47,Normal,Unranked,1685,Team1
38626588,2025-08-08 12:55:03,Normal,Unranked,1588,Team0
38627261,2025-08-08 13:34:23,Normal,Unranked,1576,Team1
38627304,2025-08-08 13:36:53,Normal,Unranked,1836,Team0
38627429,2025-08-08 13:45:09,Normal,Unranked,1905,Team0
38627606,2025-08-08 13:54:20,Normal,Unranked,1384,Team1
38627746,2025-08-08 14:03:02,Normal,Unranked,1986,Team1
38627872,2025-08-08 14:09:40,Normal,Unranked,1867,Team0
38628623,2025-08-08 14:48:21,Normal,Unranked,1945,Team0
38574309,2025-08-06 15:43:39,Normal,Unranked,1511,Team0
38574361,2025-08-06 15:45:45,Normal,Unranked,1386,Team1
38574550,2025-08-06 15:54:13,Normal,Unranked,1889,Team1
38574718,2025-08-06 16:01:49,Normal,Unranked,2121,Team0
38574763,2025-08-06 16:04:07,Normal,Unranked,2230,Team1
38574890,2025-08-06 16:09:36,Normal,Unranked,640,Team0
38575052,2025-08-06 16:16:20,Normal,Unranked,1631,Team1
38575137,2025-08-06 16:20:37,Normal,Unranked,1382,Team0
38575237,2025-08-06 16:24:52,Normal,Unranked,470,Team1
38575390,2025-08-06 16:30:49,Normal,Unranked,2250,Team0
38575434,2025-08-06 16:32:38,Normal,Unranked,1684,Team1
38575676,2025-08-06 16:44:09,Normal,Unranked,1899,Team0
38575709,2025-08-06 16:45:00,Normal,Unranked,1569,Team0
38575789,2025-08-06 16:48:15,Normal,Unranked,1602,Team1
38575855,2025-08-06 16:50:49,Normal,Unranked,1545,Team1
38575876,2025-08-06 16:51:28,Normal,Unranked,1959,Team1
38575959,2025-08-06 16:54:50,Normal,Unranked,1712,Team1
38576145,2025-08-06 17:02:33,Normal,Unranked,2191,Team1
38576164,2025-08-06 17:03:32,Normal,Unranked,586,Team1
38576352,2025-08-06 17:10:40,Normal,Unranked,1451,Team0
38576486,2025-08-06 17:15:41,Normal,Unranked,1631,Team0
38576557,2025-08-06 17:18:01,Normal,Unranked,1302,Team1
38576588,2025-08-06 17:19:01,Normal,Unranked,2225,Team0
38576754,2025-08-06 17:25:25,Normal,Unranked,2253,Team0
38576756,2025-08-06 17:25:29,Normal,Unranked,1746,Team1
38576803,2025-08-06 17:27:03,Normal,Unranked,1736,Team0
38577111,2025-08-06 17:37:59,Normal,Unranked,1755,Team0
38577269,2025-08-06 17:43:49,Normal,Unranked,2423,Team1
38577306,2025-08-06 17:45:07,Normal,Unranked,511,Team0
38577575,2025-08-06 17:54:59,Normal,Unranked,2052,Team0
38577621,2025-08-06 17:56:48,Normal,Unranked,1442,Team1
38577781,2025-08-06 18:03:08,Normal,Unranked,1283,Team0
38577866,2025-08-06 18:05:52,Normal,Unranked,1476,Team1
38577898,2025-08-06 18:07:35,Normal,Unranked,2521,Team1
38577999,2025-08-06 18:11:03,Normal,Unranked,1744,Team1
38578191,2025-08-06 18:17:57,Normal,Unranked,1285,Team0
38578303,2025-08-06 18:21:27,Normal,Unranked,1022,Team0
38578461,2025-08-06 18:27:30,Normal,Unranked,1767,Team1
38578502,2025-08-06 18:28:53,Normal,Unranked,1981,Team0
38578508,2025-08-06 18:29:11,Normal,Unranked,1876,Team1
38578651,2025-08-06 18:34:10,Normal,Unranked,2148,Team0
38578719,2025-08-06 18:36:26,Normal,Unranked,2143,Team0
38578844,2025-08-06 18:40:56,Normal,Unranked,1521,Team0
38578911,2025-08-06 18:43:25,Normal,Unranked,1396,Team0
38578912,2025-08-06 18:43:25,Normal,Unranked,1185,Team1
38579026,2025-08-06 18:47:58,Normal,Unranked,1715,Team1
38579047,2025-08-06 18:48:45,Normal,Unranked,2223,Team1
38579448,2025-08-06 19:02:17,Normal,Unranked,2440,Team0
38579462,2025-08-06 19:02:50,Normal,Unranked,1549,Team1
38579507,2025-08-06 19:04:27,Normal,Unranked,1624,Team0
38579521,2025-08-06 19:04:48,Normal,Unranked,1090,Team0
38579605,2025-08-06 19:07:23,Normal,Unranked,1607,Team1
38579711,2025-08-06 19:10:59,Normal,Unranked,1681,Team1
38579726,2025-08-06 19:11:26,Normal,Unranked,1154,Team0
38579774,2025-08-06 19:12:58,Normal,Unranked,1802,Team1
38579835,2025-08-06 19:15:14,Normal,Unranked,1543,Team0
38579871,2025-08-06 19:16:37,Normal,Unranked,1427,Team0
38579886,2025-08-06 19:17:05,Normal,Unranked,2051,Team0
38580194,2025-08-06 19:26:58,Normal,Unranked,1682,Team0
38580257,2025-08-06 19:29:01,Normal,Unranked,1648,Team1
38580355,2025-08-06 19:32:24,Normal,Unranked,1823,Team0
38580436,2025-08-06 19:34:58,Normal,Unranked,1758,Team1
38580491,2025-08-06 19:37:01,Normal,Unranked,1731,Team1
38580578,2025-08-06 19:39:26,Normal,Unranked,1875,Team1
38580612,2025-08-06 19:40:38,Normal,Unranked,1758,Team0
38580681,2025-08-06 19:42:39,Normal,Unranked,1828,Team1
38580699,2025-08-06 19:43:17,Normal,Unranked,1689,Team1
38580811,2025-08-06 19:47:14,Normal,Unranked,1957,Team1
38580938,2025-08-06 19:51:37,Normal,Unranked,1461,Team0
38580964,2025-08-06 19:52:33,Normal,Unranked,1677,Team0
38580968,2025-08-06 19:52:46,Normal,Unranked,1446,Team0
38581290,2025-08-06 20:03:48,Normal,Unranked,2137,Team0
38581388,2025-08-06 20:07:18,Normal,Unranked,1874,Team1
38581492,2025-08-06 20:10:48,Normal,Unranked,1619,Team1
38581504,2025-08-06 20:11:16,Normal,Unranked,2145,Team1
38581619,2025-08-06 20:15:15,Normal,Unranked,1720,Team1
38581626,2025-08-06 20:15:37,Normal,Unranked,1626,Team1
38581765,2025-08-06 20:20:26,Normal,Unranked,1606,Team0
38581814,2025-08-06 20:21:55,Normal,Unranked,1792,Team1
38581918,2025-08-06 20:25:16,Normal,Unranked,1621,Team1
38582035,2025-08-06 20:29:15,Normal,Unranked,1480,Team0
38582074,2025-08-06 20:30:53,Normal,Unranked,1777,Team0
38582122,2025-08-06 20:32:38,Normal,Unranked,1812,Team1
38582398,2025-08-06 20:41:59,Normal,Unranked,1840,Team0
38582399,2025-08-06 20:42:12,Normal,Unranked,1488,Team1
38582540,2025-08-06 20:47:13,Normal,Unranked,1550,Team1
38582624,2025-08-06 20:50:25,Normal,Unranked,2019,Team1
38582724,2025-08-06 20:54:06,Normal,Unranked,1352,Team1
38582735,2025-08-06 20:54:26,Normal,Unranked,1569,Team0
38582938,2025-08-06 21:01:48,Normal,Unranked,1416,Team1
38583052,2025-08-06 21:05:54,Normal,Unranked,2011,Team1
38583124,2025-08-06 21:08:41,Normal,Unranked,2018,Team0
38583257,2025-08-06 21:13:21,Normal,Unranked,1494,Team1
38583283,2025-08-06 21:13:58,Normal,Unranked,1380,Team1
38583357,2025-08-06 21:16:37,Normal,Unranked,2021,Team0
38583450,2025-08-06 21:19:39,Normal,Unranked,1862,Team1
38583614,2025-08-06 21:26:46,Normal,Unranked,1906,Team1
38583653,2025-08-06 21:28:32,Normal,Unranked,1702,Team0
38583742,2025-08-06 21:32:04,Normal,Unranked,1840,Team1
38583864,2025-08-06 21:37:05,Normal,Unranked,1450,Team0
38583968,2025-08-06 21:40:58,Normal,Unranked,2027,Team1
38583980,2025-08-06 21:41:27,Normal,Unranked,1870,Team1
38584137,2025-08-06 21:46:52,Normal,Unranked,2405,Team1
38584317,2025-08-06 21:54:23,Normal,Unranked,2305,Team0
38584330,2025-08-06 21:54:51,Normal,Unranked,1523,Team1
38584644,2025-08-06 22:07:16,Normal,Unranked,1481,Team1
38584765,2025-08-06 22:12:39,Normal,Unranked,1676,Team0
38584861,2025-08-06 22:16:45,Normal,Unranked,1686,Team1
38585072,2025-08-06 22:25:22,Normal,Unranked,1686,Team0
38585326,2025-08-06 22:35:28,Normal,Unranked,1577,Team1
38585360,2025-08-06 22:37:06,Normal,Unranked,2230,Team1
38585366,2025-08-06 22:37:16,Normal,Unranked,1775,Team0
38585601,2025-08-06 22:47:02,Normal,Unranked,1878,Team0
38585656,2025-08-06 22:49:33,Normal,Unranked,1466,Team0
38585889,2025-08-06 22:59:09,Normal,Unranked,2011,Team1
38586098,2025-08-06 23:07:56,Normal,Unranked,1985,Team1
38586112,2025-08-06 23:08:52,Normal,Unranked,1538,Team0
38586181,2025-08-06 23:11:25,Normal,Unranked,1975,Team1
38586263,2025-08-06 23:14:39,Normal,Unranked,1466,Team0
38586301,2025-08-06 23:16:19,Normal,Unranked,1694,Team1
38586348,2025-08-06 23:18:03,Normal,Unranked,1837,Team0
38586464,2025-08-06 23:22:59,Normal,Unranked,768,Team0
38586545,2025-08-06 23:26:49,Normal,Unranked,1605,Team1
38586609,2025-08-06 23:29:39,Normal,Unranked,1575,Team1
38586866,2025-08-06 23:41:23,Normal,Unranked,1915,Team1
38586926,2025-08-06 23:43:23,Normal,Unranked,1731,Team1
38587018,2025-08-06 23:47:44,Normal,Unranked,1648,Team0
38587167,2025-08-06 23:54:15,Normal,Unranked,1789,Team1
38587419,2025-08-07 00:06:21,Normal,Unranked,1422,Team0
38587547,2025-08-07 00:11:53,Normal,Unranked,1725,Team1
38587617,2025-08-07 00:14:55,Normal,Unranked,1831,Team1
38587694,2025-08-07 00:18:15,Normal,Unranked,1472,Team1
38587742,2025-08-07 00:20:31,Normal,Unranked,1565,Team0
38587805,2025-08-07 00:23:24,Normal,Unranked,1922,Team0
38587820,2025-08-07 00:23:50,Normal,Unranked,1941,Team1
38588019,2025-08-07 00:32:13,Normal,Unranked,1677,Team0
38588201,2025-08-07 00:40:34,Normal,Unranked,2248,Team0
38588380,2025-08-07 00:48:36,Normal,Unranked,930,Team1
38588381,2025-08-07 00:48:37,Normal,Unranked,1667,Team0
38588464,2025-08-07 00:52:30,Normal,Unranked,1720,Team1
38588558,2025-08-07 00:56:25,Normal,Unranked,1948,Team0
38588685,2025-08-07 01:02:01,Normal,Unranked,1653,Team0
38588772,2025-08-07 01:06:05,Normal,Unranked,1577,Team0
38588966,2025-08-07 01:13:47,Normal,Unranked,1788,Team0
38589082,2025-08-07 01:18:53,Normal,Unranked,1659,Team0
38589171,2025-08-07 01:22:48,Normal,Unranked,1583,Team0
38589467,2025-08-07 01:34:35,Normal,Unranked,1788,Team1
38589478,2025-08-07 01:35:02,Normal,Unranked,1752,Team0
38589682,2025-08-07 01:43:38,Normal,Unranked,2115,Team0
38589788,2025-08-07 01:47:54,Normal,Unranked,1444,Team0
38590092,2025-08-07 02:00:55,Normal,Unranked,1697,Team1
38590149,2025-08-07 02:03:24,Normal,Unranked,1494,Team0
38590372,2025-08-07 02:12:33,Normal,Unranked,2046,Team1
38590453,2025-08-07 02:15:42,Normal,Unranked,1642,Team0
38590661,2025-08-07 02:25:01,Normal,Unranked,1495,Team1
38590786,2025-08-07 02:30:19,Normal,Unranked,1362,Team0
38590918,2025-08-07 02:36:48,Normal,Unranked,1733,Team1
38591014,2025-08-07 02:41:38,Normal,Unranked,450,Team0
38591112,2025-08-07 02:45:53,Normal,Unranked,2013,Team1
38591220,2025-08-07 02:51:15,Normal,Unranked,519,Team0
38591368,2025-08-07 02:57:04,Normal,Unranked,1103,Team0
38591644,2025-08-07 03:08:57,Normal,Unranked,1277,Team1
38591919,2025-08-07 03:22:47,Normal,Unranked,1888,Team0
38592083,2025-08-07 03:31:13,Normal,Unranked,2128,Team0
38592087,2025-08-07 03:31:36,Normal,Unranked,2793,Team1
38592332,2025-08-07 03:44:34,Normal,Unranked,1525,Team1
38592668,2025-08-07 04:02:51,Normal,Unranked,2014,Team0
38592699,2025-08-07 04:04:25,Normal,Unranked,1406,Team1
38592822,2025-08-07 04:11:35,Normal,Unranked,1538,Team1
38593000,2025-08-07 04:20:52,Normal,Unranked,1701,Team0
38593145,2025-08-07 04:29:12,Normal,Unranked,1691,Team0
38593413,2025-08-07 04:44:57,Normal,Unranked,2049,Team0
38593596,2025-08-07 04:56:03,Normal,Unranked,1439,Team0
38593714,2025-08-07 05:02:35,Normal,Unranked,2082,Team0
38593977,2025-08-07 05:19:18,Normal,Unranked,1468,Team1
38594095,2025-08-07 05:26:18,Normal,Unranked,1609,Team1
38594294,2025-08-07 05:39:24,Normal,Unranked,1520,Team1
38594604,2025-08-07 06:01:08,Normal,Unranked,1724,Team0
38594659,2025-08-07 06:05:04,Normal,Unranked,1962,Team1
38595139,2025-08-07 06:40:42,Normal,Unranked,1565,Team1
38595188,2025-08-07 06:44:36,Normal,Unranked,1641,Team1
38595836,2025-08-07 07:40:26,Normal,Unranked,1920,Team0
38595946,2025-08-07 07:49:47,Normal,Unranked,1708,Team0
38596316,2025-08-07 08:24:23,Normal,Unranked,1301,Team0
38596354,2025-08-07 08:27:43,Normal,Unranked,1778,Team0
38596358,2025-08-07 08:27:58,Normal,Unranked,1785,Team1
38597544,2025-08-07 10:08:22,Normal,Unranked,1556,Team1
38597642,2025-08-07 10:16:27,Normal,Unranked,1438,Team1
38597736,2025-08-07 10:23:30,Normal,Unranked,2588,Team1
38597889,2025-08-07 10:34:28,Normal,Unranked,1688,Team1
38597982,2025-08-07 10:41:51,Normal,Unranked,1782,Team0
38598027,2025-08-07 10:44:56,Normal,Unranked,1640,Team0
38598443,2025-08-07 11:16:23,Normal,Unranked,1514,Team0
38598541,2025-08-07 11:22:55,Normal,Unranked,1871,Team0
38598617,2025-08-07 11:29:02,Normal,Unranked,1895,Team1
38598854,2025-08-07 11:44:11,Normal,Unranked,1715,Team0
38598911,2025-08-07 11:48:41,Normal,Unranked,2046,Team0
38598966,2025-08-07 11:52:29,Normal,Unranked,1932,Team0
38599079,2025-08-07 11:59:49,Normal,Unranked,1440,Team0
38599160,2025-08-07 12:04:41,Normal,Unranked,1637,Team0
38599221,2025-08-07 12:08:28,Normal,Unranked,1619,Team1
38599285,2025-08-07 12:12:19,Normal,Unranked,870,Team0
38599339,2025-08-07 12:15:45,Normal,Unranked,1979,Team0
38599423,2025-08-07 12:21:04,Normal,Unranked,1492,Team0
38599670,2025-08-07 12:35:03,Normal,Unranked,946,Team1
38599746,2025-08-07 12:39:50,Normal,Unranked,2232,Team0
38599849,2025-08-07 12:46:19,Normal,Unranked,878,Team0
38599980,2025-08-07 12:54:45,Normal,Unranked,1858,Team0
38600083,2025-08-07 13:01:24,Normal,Unranked,1816,Team1
38600435,2025-08-07 13:22:55,Normal,Unranked,1505,Team0
38600566,2025-08-07 13:30:52,Normal,Unranked,1687,Team0
38600777,2025-08-07 13:43:04,Normal,Unranked,1999,Team1
38600828,2025-08-07 13:45:55,Normal,Unranked,1568,Team0
38600962,2025-08-07 13:54:26,Normal,Unranked,1879,Team0
38601105,2025-08-07 14:02:38,Normal,Unranked,1324,Team1
38601160,2025-08-07 14:05:55,Normal,Unranked,1381,Team1
38601458,2025-08-07 14:21:29,Normal,Unranked,2227,Team1
38601470,2025-08-07 14:22:14,Normal,Unranked,1289,Team0
38601629,2025-08-07 14:30:40,Normal,Unranked,1791,Team1
38601840,2025-08-07 14:43:09,Normal,Unranked,2128,Team0
38601915,2025-08-07 14:47:13,Normal,Unranked,1839,Team1
38602134,2025-08-07 14:58:12,Normal,Unranked,1748,Team1
38602278,2025-08-07 15:06:04,Normal,Unranked,2417,Team1
38602362,2025-08-07 15:10:13,Normal,Unranked,2325,Team0
38602432,2025-08-07 15:13:33,Normal,Unranked,1684,Team0
38602559,2025-08-07 15:20:17,Normal,Unranked,1502,Team1
38602665,2025-08-07 15:25:02,Normal,Unranked,2231,Team0
38602764,2025-08-07 15:29:32,Normal,Unranked,1784,Team1
38602989,2025-08-07 15:40:06,Normal,Unranked,1824,Team0
38544629,2025-08-05 15:43:00,Normal,Unranked,1355,Team0
38544792,2025-08-05 15:49:53,Normal,Unranked,1603,Team0
38544884,2025-08-05 15:53:59,Normal,Unranked,1296,Team0
38544898,2025-08-05 15:54:20,Normal,Unranked,1768,Team1
38544942,2025-08-05 15:56:28,Normal,Unranked,1660,Team0
38545042,2025-08-05 16:00:54,Normal,Unranked,1858,Team0
38545119,2025-08-05 16:03:43,Normal,Unranked,1440,Team0
38545139,2025-08-05 16:04:33,Normal,Unranked,1461,Team0
38545246,2025-08-05 16:08:27,Normal,Unranked,656,Team1
38545315,2025-08-05 16:11:16,Normal,Unranked,1837,Team1
38545318,2025-08-05 16:11:33,Normal,Unranked,1489,Team1
38545353,2025-08-05 16:12:57,Normal,Unranked,1662,Team1
38545573,2025-08-05 16:21:33,Normal,Unranked,1387,Team0
38545800,2025-08-05 16:30:42,Normal,Unranked,1670,Team0
