account_id,matches_played,total_kills,total_deaths,total_assists,avg_kd,win_rate,total_time_played
50102427,1050,6137,4747,12448,1.2928165156941227,0.4961904761904762,2114947
1901445393,140,685,427,2085,1.604215456674473,0.7285714285714285,228604
165560339,2377,12880,18141,26555,0.7099939363871892,0.5414387883887253,4316436
119464217,666,4086,4366,7307,0.9358680714612918,0.5045045045045045,1328422
1855119651,497,3875,2286,6246,1.6951006124234471,0.5774647887323944,933477
1674617124,238,1411,1311,3372,1.07627765064836,0.5798319327731093,455311
333815918,1330,6788,8565,16015,0.792527729130181,0.5360902255639097,2650038
414269598,1111,7600,8082,13557,0.9403612967087355,0.5589558955895589,2098651
241565825,1263,9255,6196,10711,1.4937056165267915,0.5249406175771971,2603294
213147949,330,3038,2235,3247,1.3592841163310962,0.5636363636363636,662922
919887968,1539,10474,11167,17290,0.9379421509805678,0.5341130604288499,2952230
338321587,1040,8351,5992,11527,1.3936915887850467,0.5163461538461539,2054652
145596499,1547,18462,13940,13003,1.324390243902439,0.5319974143503555,2947704
354353309,1551,11189,11152,15676,1.0033177905308466,0.5119277885235332,3016474
395034833,875,4928,5017,10322,0.9822603149292406,0.5257142857142857,1669365
200057040,732,4258,4427,7258,0.9618251637677886,0.5218579234972678,1374248
16318483,2054,16803,15670,21489,1.0723037651563496,0.5053554040895814,3974430
404144306,1618,10505,6271,19898,1.6751714240153086,0.5253399258343634,3180533
385482964,1095,7663,7346,10942,1.0431527361829567,0.5360730593607306,2198245
294387909,1454,9373,8212,15996,1.1413784705309304,0.5137551581843192,2913994
123756868,908,4985,6483,11047,0.7689341354311275,0.5539647577092511,1771755
445120743,1291,8995,11260,16246,0.7988454706927176,0.5166537567776918,2455218
41238741,1384,9468,9966,14002,0.9500301023479831,0.5238439306358381,2871142
144449790,926,8224,5947,8516,1.382882125441399,0.5151187904967602,1693326
1170006348,191,1651,1371,2268,1.2042304886943838,0.6020942408376964,387393
440369400,859,4965,3918,9393,1.2672281776416539,0.4912689173457509,1701830
385851663,706,4830,4949,6770,0.9759547383309759,0.5042492917847026,1376279
869892364,1267,10755,4941,12882,2.1766848816029145,0.5516969218626677,2495970
403751180,1410,12752,9122,15214,1.3979390484542864,0.5624113475177305,2581347
1059528967,1370,10690,9269,14464,1.1533067213291617,0.5423357664233577,2654703
878674161,2112,16470,12659,23191,1.3010506359112095,0.5165719696969697,3909196
1728758115,202,1927,1185,1687,1.6261603375527427,0.6683168316831684,321298
153125220,407,2677,2088,4774,1.282088122605364,0.5405405405405406,776367
147743012,739,7067,4548,7715,1.5538698328935796,0.5345060893098782,1463194
83640622,529,3416,2937,6681,1.1630915900578822,0.5463137996219282,1068865
169902360,1053,10539,5713,6324,1.8447400665149658,0.5593542260208927,2008920
44253494,731,5512,3526,7815,1.5632444696539989,0.5677154582763337,1366343
867492119,1774,16473,11313,20748,1.4561124370193583,0.5174746335963923,3433856
47300986,404,2460,2138,3767,1.1506080449017773,0.556930693069307,791235
180740478,256,2407,1646,2604,1.462332928311057,0.62109375,516249
1126687027,968,10202,7196,9501,1.4177320733740968,0.5681818181818182,1933451
112337209,806,7185,5688,10531,1.2631856540084387,0.543424317617866,1581097
1922548108,59,384,297,576,1.292929292929293,0.6271186440677966,102437
137322787,1589,14710,8041,18442,1.8293744559134435,0.5355569540591567,2885649
1869783455,491,4549,2626,5219,1.7322924600152323,0.6272912423625254,865923
148832575,797,5856,4118,9156,1.4220495386109762,0.5257214554579673,1480989
1690517924,741,5502,4028,8220,1.3659384309831182,0.5654520917678812,1339499
414687547,1439,11878,8749,12854,1.3576408732426564,0.5059068797776234,2723141
884752808,297,2853,1848,3198,1.5438311688311688,0.6161616161616161,519608
954384816,504,3358,3435,4960,0.9775836972343522,0.5158730158730159,882519
22536497,1603,7098,11444,13835,0.6202376791331702,0.5127885215221459,3100954
1335009605,709,5377,4719,7460,1.1394363212545031,0.5289139633286318,1366901
319455668,649,5827,4715,6679,1.2358430540827148,0.5254237288135594,1191899
252633529,344,3548,2201,3674,1.6119945479327578,0.5436046511627907,676022
1903362489,109,1044,291,1121,3.5876288659793816,0.6697247706422018,196614
269017416,866,7349,4736,8775,1.5517314189189189,0.5750577367205543,1638576
1118069185,972,8777,6316,9306,1.3896453451551616,0.5606995884773662,1773184
1858970051,805,5620,4426,8068,1.2697695436059648,0.5329192546583851,1434181
917995842,1531,12550,8544,18502,1.4688670411985019,0.5519268451992162,2852187
1540429,979,8224,4537,8909,1.8126515318492396,0.5771195097037793,1963697
147382596,1465,12453,7312,13819,1.7030908096280089,0.5296928327645051,2697530
2900294,1697,13398,8550,20586,1.5670175438596492,0.5657041838538598,3148700
1026712033,268,1549,2831,2244,0.5471564818085483,0.6119402985074627,490949
151503194,1059,5870,9608,10378,0.6109492089925063,0.550519357884797,2076199
473604446,1108,6985,5257,11658,1.3287045843637055,0.5189530685920578,2280578
369820138,624,5134,4560,6835,1.125877192982456,0.5737179487179487,1152108
1807540716,626,6419,2978,4724,2.1554734721289455,0.5718849840255591,1147397
163455333,938,6381,5515,10151,1.157026291931097,0.5223880597014925,1816543
203694575,497,4867,2015,4035,2.4153846153846152,0.6156941649899397,1010590
1859387891,921,7809,6343,8216,1.2311209206999842,0.5602605863192183,1754356
1036665161,1931,13244,9189,19862,1.441288497116117,0.5183842568617296,3814879
1144439143,1292,7677,8166,15835,0.9401175606171932,0.5178018575851393,2206072
1522925942,1113,9974,7075,10604,1.4097526501766784,0.5624438454627134,2191043
1039204742,963,8046,6681,9870,1.2043107319263584,0.4963655244029076,1935968
890192275,730,7270,5018,7893,1.4487843762455161,0.5589041095890411,1234006
413966860,755,6275,4182,8027,1.5004782400765184,0.6516556291390728,1338323
197222765,1546,13901,12511,17660,1.111102230037567,0.55627425614489,2983463
150176111,1068,6635,5719,8896,1.1601678615142508,0.5674157303370787,1805296
190513568,891,6019,4748,9563,1.2676916596461667,0.569023569023569,1731819
1183383938,1931,14148,14202,15482,0.9961977186311787,0.49922320041429313,3671169
1895825944,125,1116,590,1676,1.8915254237288135,0.544,243030
864952690,2318,15598,16550,25186,0.942477341389728,0.5103537532355479,4582547
1445790234,52,464,284,627,1.6338028169014085,0.7115384615384616,100405
1922220580,68,620,421,802,1.4726840855106889,0.6617647058823529,124677
901357991,1519,14558,10126,13029,1.4376851668970967,0.5385121790651745,2825751
875659698,761,5241,3616,8803,1.449391592920354,0.5637319316688568,1542394
1682391475,1354,14210,5468,13750,2.5987564008778348,0.5657311669128509,2499058
1925530166,54,588,240,584,2.45,0.7222222222222222,95751
1052500537,399,2886,3057,3142,0.9440628066732091,0.543859649122807,696473
259187167,760,6333,3636,8115,1.7417491749174918,0.5302631578947369,1455323
1824776763,410,4002,3035,5599,1.3186161449752882,0.5951219512195122,807906
190267879,835,7818,6506,7496,1.2016600061481708,0.5341317365269461,1602207
445776341,970,6300,7278,8511,0.8656224237427865,0.5061855670103093,1924350
130810431,975,5606,5691,11799,0.9850641363556493,0.5282051282051282,2012453
1222533695,343,2999,1846,3786,1.624593716143012,0.6034985422740525,663771
323682881,268,1909,1280,2899,1.49140625,0.5671641791044776,500143
1512014406,1061,10328,6871,11468,1.5031290932906418,0.590951932139491,2100954
1922425418,77,481,560,784,0.8589285714285714,0.5974025974025974,146843
109093321,1199,7924,7201,14131,1.1004027218441883,0.5095913261050876,2300901
1048084960,1107,7201,8018,10463,0.8981042654028436,0.5338753387533876,2190791
879354344,828,7049,5352,7228,1.3170777279521675,0.5422705314009661,1696857
1435132410,989,8796,6024,9680,1.4601593625498008,0.5793731041456016,1771129
951370173,2567,20737,19939,27259,1.0400220673052811,0.5052590572652902,4961897
1846632947,1578,13020,8701,16014,1.4963797264682221,0.5373891001267427,3095841
96993796,1368,9213,10617,15751,0.8677592540265612,0.5036549707602339,2706414
105873903,1774,14683,12488,18579,1.175768737988469,0.5304396843291995,3265668
248889872,859,6067,6627,10725,0.91549720838992,0.5541327124563445,1618935
13599244,1123,8797,6794,12236,1.294818957904033,0.5476402493321461,2197148
83927554,1954,5013,11015,17062,0.4551066727190195,0.522517911975435,3767530
238518802,850,4843,5991,9942,0.8083792355199466,0.5270588235294118,1723218
1075151398,747,7526,4482,7414,1.679161088799643,0.570281124497992,1442745
861184523,1154,5120,5446,14746,0.9401395519647447,0.5268630849220104,2286088
247185980,1048,6098,7099,10069,0.8589942245386675,0.48950381679389315,2141108
450871828,1963,11658,9635,23801,1.209963674104826,0.5165562913907285,3825107
896909867,1885,10305,12807,22361,0.8046380885453268,0.5437665782493368,3716501
1200456203,2027,9700,16821,23630,0.576660127221925,0.5303404045387272,4033526
1662419499,66,591,346,893,1.7080924855491328,0.7575757575757576,115604
49971767,2413,18749,14781,24448,1.2684527433867803,0.49979278905926233,4517876
296583733,525,4335,2634,6012,1.6457858769931664,0.5885714285714285,989307
1009525310,1384,10587,10390,17026,1.0189605389797882,0.5216763005780347,2790106
355049988,1531,11176,11544,16913,0.9681219681219682,0.5434356629653821,2919457
1888084579,193,1029,529,2139,1.945179584120983,0.5803108808290155,370484
327443073,126,1704,460,1526,3.7043478260869565,0.7222222222222222,216023
1869333160,438,2660,2544,5528,1.0455974842767295,0.5502283105022832,798926
104612435,1030,10337,9771,10035,1.0579265172449084,0.516504854368932,1964375
1193943742,583,3196,4291,6014,0.7448147285015148,0.5214408233276158,1135394
311353974,480,3148,3407,4942,0.9239800410918697,0.5583333333333333,910416
1294549649,803,5820,5415,8967,1.074792243767313,0.5442092154420921,1501695
355549809,1040,7563,8148,10454,0.9282032400589102,0.5115384615384615,2044484
188441304,1697,13175,11825,18204,1.1141649048625792,0.5032410135533294,3151606
1865605849,76,974,423,952,2.3026004728132388,0.7368421052631579,136289
279421538,927,4220,3948,10959,1.0688956433637284,0.5221143473570659,1873901
115729094,930,6480,8366,8754,0.7745637102557973,0.510752688172043,1939016
1081131742,521,4837,3376,4996,1.432760663507109,0.6180422264875239,870986
308888286,651,5193,4258,7105,1.2195866604039456,0.5253456221198156,1280750
1731846884,874,6527,4626,7982,1.4109381755296153,0.5274599542334096,1598200
341295847,1341,9308,7822,12651,1.1899769879826132,0.5130499627143923,2588086
190169838,724,5004,3019,8187,1.6575024842663133,0.4972375690607735,1334074
82985712,907,5285,5920,10507,0.8927364864864865,0.545755237045204,1759243
428737272,418,4998,1918,6032,2.605839416058394,0.5980861244019139,807900
1851130619,405,3492,1683,4298,2.0748663101604277,0.5901234567901235,725525
1916158716,182,1211,1145,2321,1.05764192139738,0.5274725274725275,335359
885940865,568,5596,3199,6378,1.7492966552047515,0.5827464788732394,1076382
158057048,830,3384,3838,11642,0.8817092235539343,0.5518072289156627,1493874
393929400,804,6401,4964,8397,1.289484286865431,0.6293532338308457,1452197
392127070,942,6820,5146,9438,1.3253012048192772,0.5116772823779193,1834202
1115382466,1249,8719,8831,11434,0.9873174045974409,0.49799839871897517,2450119
1679123205,204,2346,1336,2157,1.7559880239520957,0.6225490196078431,379332
80478980,399,3692,2796,4249,1.3204577968526467,0.531328320802005,713015
52470434,1280,8983,8244,13320,1.0896409509946627,0.5359375,2456159
1919935245,102,682,417,1500,1.6354916067146283,0.6274509803921569,177087
392086095,1164,8488,7160,12964,1.1854748603351954,0.5214776632302406,2045988
200303380,539,2179,2913,6347,0.7480260899416409,0.536178107606679,1074155
342598421,241,2038,1864,2313,1.0933476394849786,0.5228215767634855,454099
312427167,594,4670,3543,5340,1.318092012418854,0.5471380471380471,1207958
86541004,1043,9021,5387,10042,1.674586968628179,0.5081495685522531,1933905
190120651,870,7787,6818,8955,1.1421237899677326,0.5402298850574713,1661087
1271079678,507,4664,3266,4622,1.4280465401102265,0.5700197238658777,1007075
74744539,700,5512,5714,8129,0.9646482324116206,0.5657142857142857,1264821
1188176675,840,7521,5743,8947,1.3095942886992862,0.5619047619047619,1609646
207717158,491,4064,3039,5120,1.3372820006581112,0.5560081466395111,957868
327631528,874,6814,6452,8290,1.056106633601984,0.5297482837528604,1700041
279700264,561,4346,3312,6655,1.3121980676328502,0.5686274509803921,1101470
82272945,1014,6562,4804,9877,1.3659450457951707,0.5542406311637081,2033327
1123836591,1209,7392,8262,12334,0.8946986201888163,0.5037220843672456,2403072
168215213,1115,10493,9326,11164,1.1251340338837659,0.5300448430493273,2276572
194413375,531,3596,2381,6635,1.510289794204116,0.544256120527307,1101367
1424351890,1429,12688,8899,17003,1.4257781773232947,0.5654303708887334,2394371
424190601,1648,12536,13322,16546,0.9409998498723915,0.5364077669902912,3227511
80413318,1346,6083,5087,12965,1.195793198348732,0.5052005943536404,2754869
75416407,501,3572,3113,5900,1.1474461933825892,0.5548902195608783,972830
71729884,1288,9016,4377,15116,2.059858350468357,0.5287267080745341,2584427
1041023693,1426,10922,9142,15539,1.1947057536644061,0.5091164095371669,2841979
161334108,490,4074,1575,4874,2.5866666666666664,0.5551020408163265,923052
1904092000,106,1217,562,1506,2.1654804270462633,0.7169811320754716,185780
1838228318,364,2673,2324,4054,1.1501721170395869,0.554945054945055,694576
37520231,449,2667,2340,4494,1.1397435897435897,0.5389755011135857,858427
441229991,907,5925,3179,11015,1.8637936458005662,0.5060639470782801,1810044
294560455,1925,14465,9613,21675,1.504733173827109,0.561038961038961,3427240
79192770,2113,14569,16095,20621,0.9051879465672569,0.5215333648840511,3857923
338903669,2263,22204,14649,22309,1.5157348624479487,0.5338046840477243,4358744
376529662,1012,5972,7427,10547,0.8040931735559446,0.5039525691699605,2018191
414384900,1025,6350,4808,11788,1.3207154742096505,0.5375609756097561,2027440
879510273,950,8932,4703,9062,1.8992132681267275,0.5747368421052632,1837501
181601143,227,1755,1117,2593,1.5711727842435095,0.5110132158590308,481695
1274954495,1680,14536,12822,17528,1.133676493526751,0.5232142857142857,3250303
1095566219,196,1687,792,2187,2.130050505050505,0.6275510204081632,366355
381952778,1062,8414,5956,9223,1.4126930826057758,0.5338983050847458,2045438
1914332050,40,621,135,473,4.6,0.8,69967
1730061203,613,6077,3793,6975,1.6021618771421038,0.5399673735725938,1174654
95216533,128,1537,578,1747,2.6591695501730106,0.765625,213115
850420498,1555,6823,11299,13897,0.6038587485618196,0.5273311897106109,3067748
1017930521,1945,12053,13394,19558,0.8998805435269523,0.5377892030848329,3694291
89359132,1642,8443,9828,21770,0.8590761090761091,0.5030450669914738,3093950
1029882662,869,8451,5919,9540,1.427774961986822,0.5327963176064442,1703871
313058076,1721,13419,8456,18388,1.5869205298013245,0.5351539802440441,3374577
32547650,885,5221,5317,8769,0.981944705661087,0.5299435028248588,1771009
66192303,472,3023,2666,5506,1.1339084771192798,0.527542372881356,935970
442417969,1372,13231,6686,12795,1.9789111576428358,0.5539358600583091,2666121
1620386639,1063,6173,6290,10982,0.9813990461049285,0.5390404515522107,2069594
1101743036,354,3445,2634,3090,1.3078967350037964,0.5790960451977402,638683
1022010206,764,5400,7235,6334,0.7463718037318591,0.5,1494927
891651010,610,4445,4212,6535,1.055318138651472,0.5229508196721312,1149390
1888535488,55,377,313,696,1.2044728434504792,0.6363636363636364,97583
492143568,22,229,90,245,2.5444444444444443,0.5909090909090909,39913
191767332,1510,12318,8269,16851,1.4896601765630668,0.509271523178808,2930151
1195885529,582,4461,3562,6406,1.2523862998315554,0.5378006872852233,1030702
1267704655,1286,4415,5970,17553,0.7395309882747069,0.6018662519440124,2545448
1117823798,1428,10915,10049,14007,1.0861777291272763,0.5273109243697479,2599344
129623009,687,4937,4148,7465,1.190212150433944,0.4963609898107715,1440774
170861414,966,9987,6649,10730,1.502030380508347,0.5341614906832298,1971101
291791842,414,4040,1816,3652,2.2246696035242293,0.5193236714975845,816344
334340951,1303,8429,6761,13764,1.2467090667061085,0.5042210283960092,2558806
117629808,983,6219,5505,10625,1.129700272479564,0.555442522889115,1883762
158901144,637,4019,3592,6649,1.1188752783964366,0.5086342229199372,1207216
1896170482,338,2343,1781,3114,1.3155530600786076,0.5591715976331361,641562
137126897,636,4097,4098,7295,0.9997559785261103,0.5251572327044025,1301485
369861487,877,7498,8134,8157,0.9218096877305139,0.540478905359179,1630289
1904346107,131,919,673,1960,1.3655274888558693,0.6641221374045801,231669
167576350,1249,8255,7174,8502,1.1506830220239754,0.5052041633306645,2330213
1095115629,881,5650,5574,10468,1.0136347326874775,0.5221339387060159,1723276
193110892,1278,11637,8283,14214,1.4049257515392974,0.5195618153364632,2523099
208225186,834,6238,4922,10368,1.2673709874034944,0.5251798561151079,1678875
336905219,267,1639,1558,3256,1.05198973042362,0.5131086142322098,508587
151913358,1426,11811,13198,11829,0.8949083194423397,0.5729312762973352,2473430
1128784909,506,4014,2438,7481,1.6464315012305168,0.5434782608695652,1029273
312681386,829,4132,4822,8558,0.8569058481957694,0.5018094089264173,1691792
111002500,2091,15389,10182,21207,1.5113926537026126,0.5356288857006217,3822545
1193911309,287,2200,1761,3167,1.249290176036343,0.5574912891986062,543645
315343725,539,4817,3940,5842,1.2225888324873095,0.5213358070500927,1051035
1132856347,90,1101,573,987,1.9214659685863875,0.7222222222222222,161952
890872864,436,3577,2775,4482,1.289009009009009,0.5825688073394495,762741
1084400561,1008,7723,3937,10912,1.9616459232918466,0.5257936507936508,1981736
340059169,670,4107,4064,7622,1.0105807086614174,0.5298507462686567,1288471
165143514,923,4357,4412,14330,0.9875339981867634,0.6067172264355363,1774552
107045812,1005,6953,5200,11434,1.3371153846153847,0.5164179104477612,1978393
168805287,2086,10854,13470,25360,0.8057906458797327,0.5278044103547459,3865778
1779852249,1019,8501,5341,9456,1.5916495038382326,0.5682041216879293,1728056
896222182,1150,12852,5080,13714,2.52992125984252,0.5452173913043479,2310217
1745937346,1367,9305,9123,14399,1.0199495779896963,0.5376737381126554,2734717
167167041,399,2804,2194,4542,1.2780309936189609,0.5413533834586466,773107
191956051,690,3927,3878,8764,1.0126353790613718,0.5811594202898551,1413499
209134682,406,2406,2453,3208,0.9808397880146759,0.5985221674876847,746455
1111221230,1418,8786,9708,14630,0.9050267820354347,0.5669957686882934,2648810
67773536,439,4221,2451,4956,1.7221542227662179,0.6400911161731208,884758
69551100,1134,7581,6766,12735,1.1204552172627844,0.5229276895943563,2106044
1043391589,77,808,536,697,1.507462686567164,0.6883116883116883,132266
79709174,931,7225,5108,8232,1.4144479248238058,0.5445757250268528,1732486
1854628972,277,2354,1426,3330,1.6507713884992987,0.5884476534296029,536435
1242342402,1165,8459,7821,13183,1.0815752461322081,0.5218884120171674,2231911
906011648,1327,12908,7014,13173,1.840319361277445,0.5644310474755087,2281835
1189626894,920,6997,5622,10290,1.244574884382782,0.5282608695652173,1634739
328475680,731,4902,5950,7581,0.8238655462184874,0.5499316005471956,1478834
102900749,1698,11544,9210,17423,1.2534201954397395,0.5064782096584217,3194097
148333716,413,2365,3130,4879,0.755591054313099,0.5157384987893463,841154
924812291,1838,16470,9774,17421,1.6850828729281768,0.559847660500544,3242463
149349432,791,5522,4546,8577,1.214694236691597,0.5221238938053098,1544819
1463723173,186,2046,1147,1819,1.7837837837837838,0.6182795698924731,351073
34866225,864,4929,5267,10467,0.9358268464021264,0.5196759259259259,1847099
121250874,733,4500,5068,7150,0.8879242304656669,0.5211459754433834,1398600
93127849,368,2163,3296,4485,0.65625,0.5,735621
1903551664,360,2897,1706,3489,1.6981242672919108,0.6083333333333333,635711
1481589945,522,4879,2708,5846,1.801698670605613,0.5727969348659003,921689
888030249,1577,13760,7097,18289,1.93884740030999,0.6594800253646164,2782041
318194745,1017,7320,6224,10301,1.1760925449871464,0.5290068829891839,1985565
1745708053,1632,13452,11191,16484,1.202037351443124,0.5196078431372549,3030235
14697666,271,1211,1717,3751,0.7052999417588818,0.5313653136531366,543354
351708211,1384,11206,7719,11284,1.4517424536857106,0.5520231213872833,2623175
86492358,828,8558,4988,9619,1.7157177225340818,0.5628019323671497,1630152
1728988360,403,3351,2537,4177,1.3208513992905007,0.5607940446650124,750716
483116091,1430,12491,10832,16778,1.1531573116691285,0.5307692307692308,2556772
291914832,1212,7690,10946,11740,0.7025397405444911,0.5181518151815182,2351987
1250845755,1554,10245,8745,13117,1.1715265866209263,0.5212355212355212,3001151
1135445109,599,2853,3730,6774,0.7648793565683646,0.5525876460767947,1184685
1034134638,1248,10064,8968,12528,1.1222123104371098,0.532051282051282,2301697
241312861,1371,11656,6775,15702,1.7204428044280442,0.5601750547045952,2454099
188859483,1777,14172,10895,17122,1.300780174391923,0.501969611705121,3372760
45745253,1526,7250,10226,15855,0.7089771171523568,0.5157273918741808,2909778
216532083,1173,9146,7713,12737,1.185790224296642,0.5072463768115942,2267559
118744171,1212,11417,7407,12734,1.5413797758876737,0.5453795379537953,2401680
926311563,1199,7649,7366,12167,1.0384197664947055,0.5279399499582986,2343627
119358588,1903,14442,10556,21534,1.3681318681318682,0.5107724645296899,3748141
1485644952,1169,11418,5057,10731,2.257860391536484,0.5149700598802395,2177156
186795251,775,5076,3560,9035,1.4258426966292135,0.5161290322580645,1604239
108135668,350,2484,2635,3387,0.9426944971537002,0.5428571428571428,649122
1125557395,1524,10930,11124,18293,0.9825602301330457,0.568241469816273,2699850
1063199987,120,855,713,1227,1.1991584852734922,0.6666666666666666,214817
1880204539,212,1065,1740,2161,0.6120689655172413,0.5377358490566038,379225
209527962,1242,8057,8053,12445,1.0004967093008816,0.5064412238325282,2460508
59409611,628,4080,4200,6781,0.9714285714285714,0.4840764331210191,1223434
1090618511,2239,16208,9965,25374,1.6264927245358756,0.5203215721304154,4199569
169346214,831,5328,5474,10482,0.9733284618195104,0.5342960288808665,1678362
72811684,752,4989,5896,7394,0.8461668928086838,0.49867021276595747,1536140
158377148,1086,6532,7426,11469,0.8796121734446539,0.507366482504604,2022069
211469463,2163,20311,9937,21722,2.043977055449331,0.5256588072122053,4095980
30917829,959,5814,4497,12081,1.2928619079386257,0.5005213764337852,1912935
166126796,1174,7994,7992,11833,1.0002502502502502,0.5323679727427598,2190887
1130521786,1648,14114,20864,17229,0.676476226993865,0.5309466019417476,3278754
298312890,1451,7921,9933,19989,0.7974428672103091,0.5527222605099931,2645413
313361583,1425,9762,9895,15987,0.9865588681152097,0.5080701754385964,2842028
37635280,874,6457,8588,7412,0.7518630647414998,0.5045766590389016,1728766
1042703572,869,7590,7081,8833,1.0718825024714023,0.5558112773302647,1668932
