account_id,match_id
193110892,37488849
49971767,37488849
922773680,37488849
44307921,37488849
116510665,37488849
924812291,37488849
104579843,37488849
131614199,37488849
918074721,37488849
148361928,37488849
22753747,37488849
366778958,37488849
105413261,37488975
148392333,37488975
361839040,37488975
242822795,37488975
1896932924,37488975
150882082,37488975
151248750,37488975
386039958,37488975
1745708053,37488975
142394011,37488975
179221823,37488975
861184523,37488975
329035753,37489226
1862559855,37489226
94619044,37489226
154191414,37489226
185989154,37489226
1902828658,37489226
184208894,37489226
846183775,37489226
1885262860,37489226
1676299122,37489226
1200745973,37489226
108815945,37489226
83594771,37489359
452009806,37489359
1155806157,37489359
1718704309,37489359
1473244712,37489359
1850177863,37489359
922540074,37489359
108631241,37489359
442403321,37489359
130389431,37489359
235571100,37489359
1003637618,37489359
895588232,37489387
32639412,37489387
898514158,37489387
1834548373,37489387
385546291,37489387
1572967252,37489387
1801276369,37489387
84801726,37489387
179974390,37489387
226152046,37489387
126388481,37489387
897208144,37489387
131614199,37489605
188859483,37489605
1017193917,37489605
918074721,37489605
1066002321,37489605
297273074,37489605
133544364,37489605
361839040,37489605
87624911,37489605
116510665,37489605
274125728,37489605
861184523,37489605
429541677,37489683
52300677,37489683
108264063,37489683
49971767,37489683
105413261,37489683
44307921,37489683
1745708053,37489683
179221823,37489683
84014505,37489683
1896932924,37489683
446255707,37489683
150454049,37489683
1016689973,37490066
861184523,37490066
188859483,37490066
895588232,37490066
124429631,37490066
83594771,37490066
386039958,37490066
57438032,37490066
55126821,37490066
116510665,37490066
131614199,37490066
1697604484,37490066
897208144,37490085
84801726,37490085
1017193917,37490085
1065996175,37490085
32639412,37490085
437146090,37490085
87624911,37490085
385546291,37490085
1572967252,37490085
924812291,37490085
139810330,37490085
1905136282,37490085
133544364,37490091
1066002321,37490091
82079476,37490091
119502652,37490091
153691505,37490091
1862559855,37490091
918074721,37490091
846183775,37490091
179974390,37490091
126388481,37490091
226152046,37490091
94619044,37490091
1896932924,37490284
185989154,37490284
1383176223,37490284
1834548373,37490284
1676299122,37490284
108815945,37490284
235571100,37490284
1847933347,37490284
47352426,37490284
154191414,37490284
1801276369,37490284
83773938,37490284
96487121,37490344
108264063,37490344
82571600,37490344
429541677,37490344
224623791,37490344
1048238119,37490344
1118078287,37490344
1902828658,37490344
248881284,37490344
124024173,37490344
354353309,37490344
44307921,37490344
177618,37490439
1849363296,37490439
355049988,37490439
158043057,37490439
1166390405,37490439
440170702,37490439
1529829716,37490439
39274751,37490439
68673784,37490439
123933607,37490439
1209687593,37490439
1730766959,37490439
32639412,37490726
924812291,37490726
987712322,37490726
1065996175,37490726
385546291,37490726
1862514181,37490726
123795813,37490726
1016689973,37490726
131614199,37490726
84801726,37490726
87624911,37490726
437146090,37490726
206150740,37490840
147760487,37490840
1473244712,37490840
130179038,37490840
141706498,37490840
1910162838,37490840
246290520,37490840
92794206,37490840
14091677,37490840
846183775,37490840
94619044,37490840
1104329788,37490840
108264063,37491044
158752514,37491044
1066002321,37491044
897208144,37491044
343953272,37491044
91484677,37491044
213255741,37491044
34262576,37491044
119502652,37491044
177618,37491044
149772213,37491044
124024173,37491044
124429631,37491113
429795010,37491113
242702216,37491113
139810330,37491113
882459018,37491113
1862559855,37491113
82571600,37491113
47352426,37491113
1834548373,37491113
83773938,37491113
1529829716,37491113
442403321,37491113
1902828658,37491249
1676299122,37491249
334858516,37491249
337955472,37491249
16852086,37491249
108815945,37491249
154191414,37491249
329035753,37491249
250489315,37491249
1837047150,37491249
375288852,37491249
1850022759,37491249
188859483,37491395
1482595800,37491395
334340951,37491395
384653741,37491395
55126821,37491395
1207703560,37491395
837058017,37491395
138792989,37491395
922773680,37491395
185573660,37491395
1048356191,37491395
1290664077,37491395
1885262860,37491545
992690940,37491545
1065996175,37491545
987712322,37491545
1689302808,37491545
141706498,37491545
246290520,37491545
261830,37491545
1080384749,37491545
924812291,37491545
144067642,37491545
1016689973,37491545
1844000053,37491629
107466904,37491629
156468943,37491629
72568913,37491629
1718704309,37491629
895588232,37491629
84801726,37491629
104579843,37491629
153691505,37491629
123795813,37491629
1039207155,37491629
1713978414,37491629
131614199,37491717
124024173,37491717
195648445,37491717
34262576,37491717
1156359431,37491717
897208144,37491717
386039958,37491717
1869333160,37491717
336845300,37491717
85618996,37491717
1808067262,37491717
278308858,37491717
158752514,37491838
279125228,37491838
91484677,37491838
399289886,37491838
329035753,37491838
882459018,37491838
177618,37491838
139810330,37491838
295164305,37491838
94619044,37491838
442403321,37491838
846183775,37491838
16852086,37491911
1090737694,37491911
259187167,37491911
242702216,37491911
1124199166,37491911
1905136282,37491911
238783017,37491911
83773938,37491911
262698000,37491911
47352426,37491911
1529829716,37491911
84014505,37491911
1676299122,37492013
337955472,37492013
1837047150,37492013
435663650,37492013
1902828658,37492013
108815945,37492013
361839040,37492013
298312890,37492013
136771700,37492013
1146769754,37492013
1850022759,37492013
1834548373,37492013
341295847,37492337
130284232,37492337
104579843,37492337
918074721,37492337
1080384749,37492337
113894323,37492337
107466904,37492337
141706498,37492337
1240681165,37492337
1844000053,37492337
987712322,37492337
185573660,37492337
897208144,37492500
139606453,37492500
84801726,37492500
385546291,37492500
1354657132,37492500
85618996,37492500
924812291,37492500
1718704309,37492500
358780740,37492500
1885262860,37492500
922773680,37492500
130389431,37492500
176115006,37492557
238783017,37492557
159314245,37492557
1852114301,37492557
1039207155,37492557
102814434,37492557
323329760,37492557
846868260,37492557
124024173,37492557
251571392,37492557
1808067262,37492557
838322891,37492557
895588232,37492680
94619044,37492680
108815945,37492680
399289886,37492680
1676299122,37492680
44035503,37492680
94897742,37492680
279125228,37492680
1834548373,37492680
898514158,37492680
846183775,37492680
123795813,37492680
386039958,37492789
83653175,37492789
136771700,37492789
63235374,37492789
1265935231,37492789
34262576,37492789
1905136282,37492789
32135834,37492789
339244156,37492789
882459018,37492789
361839040,37492789
1288343973,37492789
129595008,37492790
219127266,37492790
343953272,37492790
1859610133,37492790
1837047150,37492790
149772213,37492790
298312890,37492790
442403321,37492790
1850177863,37492790
1850022759,37492790
1855820454,37492790
169966889,37492790
102900749,37492934
99642330,37492934
1383176223,37492934
136300948,37492934
895588232,37492934
123795813,37492934
91167368,37492934
94897742,37492934
94619044,37492934
138792989,37492934
139810330,37492934
846183775,37492934
158043057,37493041
108710262,37493041
366861640,37493041
36514852,37493041
87286231,37493041
185143050,37493041
355049988,37493041
859118081,37493041
992690940,37493041
1697604484,37493041
1095115629,37493041
149490427,37493041
1857321245,37493062
144067642,37493062
240942631,37493062
279125228,37493062
1676299122,37493062
1745708053,37493062
16318483,37493062
92686602,37493062
1477660209,37493062
91484677,37493062
102345367,37493062
280308116,37493062
1395432137,37493214
1885262860,37493214
385546291,37493214
1594163085,37493214
1049955,37493214
124024173,37493214
131614199,37493214
1529829716,37493214
34933717,37493214
130389431,37493214
1847327864,37493214
897208144,37493214
1387549649,37493361
83540388,37493361
398425116,37493361
44035503,37493361
93310330,37493361
1844000053,37493361
1039207155,37493361
336845300,37493361
84801726,37493361
32639412,37493361
309442065,37493361
1832319597,37493361
133544364,37493419
1868630606,37493419
1001079924,37493419
1290664077,37493419
27406990,37493419
354353309,37493419
113315951,37493419
176115006,37493419
1207602479,37493419
918074721,37493419
1068873718,37493419
102312863,37493419
1069168374,37493470
1903109551,37493470
53300374,37493470
88471516,37493470
379059601,37493470
1048356191,37493470
381952778,37493470
44796801,37493470
108159355,37493470
1482595800,37493470
1837991471,37493470
1245832021,37493470
118623905,37493513
898514158,37493513
1018546912,37493513
1854844172,37493513
464298246,37493513
339244156,37493513
1834548373,37493513
1001079924,37493513
405946428,37493513
135112961,37493513
113315951,37493513
156468943,37493513
181456277,37493684
1855820454,37493684
136771700,37493684
1850177863,37493684
72568913,37493684
91167368,37493684
442403321,37493684
298312890,37493684
158043057,37493684
34262576,37493684
176115006,37493684
129595008,37493684
280308116,37493778
178309421,37493778
100400545,37493778
136300948,37493778
149490427,37493778
1049955,37493778
1529829716,37493778
104612435,37493778
59313281,37493778
1383176223,37493778
1594163085,37493778
386039958,37493778
240942631,37493800
1143244656,37493800
846183775,37493800
1730766959,37493800
131614199,37493800
1209687593,37493800
130389431,37493800
34933717,37493800
1745708053,37493800
385546291,37493800
94619044,37493800
94897742,37493800
185573660,37493851
334858516,37493851
124024173,37493851
177618,37493851
32639412,37493851
859118081,37493851
897208144,37493851
123795813,37493851
366861640,37493851
108710262,37493851
1902828658,37493851
273428056,37493851
1395432137,37494059
1905136282,37494059
279125228,37494059
84801726,37494059
153691505,37494059
91484677,37494059
1676299122,37494059
1847327864,37494059
1477660209,37494059
337955472,37494059
1885262860,37494059
882459018,37494059
341295847,37494215
1068873718,37494215
1546763935,37494215
16852086,37494215
184208894,37494215
1016964122,37494215
886437731,37494215
1834548373,37494215
305226957,37494215
898514158,37494215
1069168374,37494215
347624260,37494215
176115006,37494396
1837991471,37494396
59313281,37494396
240942631,37494396
1594163085,37494396
361839040,37494396
1049955,37494396
34262576,37494396
178309421,37494396
158043057,37494396
1529829716,37494396
1745708053,37494396
1060518433,37494609
1297395846,37494609
123795813,37494609
57797478,37494609
337955472,37494609
185573660,37494609
345182041,37494609
352231929,37494609
1481412250,37494609
87286231,37494609
124024173,37494609
47352426,37494609
1676299122,37494707
315794943,37494707
241312861,37494707
1477660209,37494707
82571600,37494707
1865845924,37494707
91484677,37494707
