account_id,p_total_matches_played,p_total_kills,p_total_deaths,p_total_wins,p_total_assists,p_total_time_played,p_avg_kills,p_win_rate
166636738,477,3580,1476,240,5075,949978,7.50524109014675,0.5031446540880503
166855865,991,5697,5052,504,10954,1972390,5.748738647830474,0.508577194752775
166869495,568,3437,3154,299,8053,1163815,6.051056338028169,0.5264084507042254
166897256,878,5960,6116,441,8486,1711948,6.788154897494305,0.5022779043280182
167062507,1578,10557,8611,897,16983,2901898,6.690114068441065,0.5684410646387833
167087705,868,4831,6159,430,8978,1736466,5.565668202764977,0.49539170506912444
167167041,226,1605,1221,119,2487,439052,7.101769911504425,0.5265486725663717
167267690,1290,11450,6251,724,12107,2597788,8.875968992248062,0.5612403100775194
167270663,149,1141,1049,85,2046,317117,7.657718120805369,0.5704697986577181
167275069,770,5458,4388,396,7452,1598137,7.088311688311689,0.5142857142857142
167359472,363,3445,2719,199,3821,765085,9.490358126721762,0.5482093663911846
167362286,760,4722,5346,387,8502,1555910,6.213157894736842,0.5092105263157894
167576350,963,6438,5522,492,6114,1807163,6.685358255451713,0.5109034267912772
167578639,210,2136,1597,132,2016,388490,10.17142857142857,0.6285714285714286
167643044,1014,7162,8126,531,9230,2100730,7.063116370808679,0.5236686390532544
167690828,653,3905,3528,362,6631,1251230,5.980091883614088,0.554364471669219
167698564,350,2594,1934,207,4428,677103,7.411428571428571,0.5914285714285714
167735245,204,1703,1173,105,2019,389292,8.348039215686274,0.5147058823529411
167770458,341,3683,2162,185,3207,705245,10.80058651026393,0.5425219941348973
167798010,660,5333,3159,338,7656,1356703,8.08030303030303,0.5121212121212121
167829056,886,4903,4726,463,8280,1733111,5.533860045146727,0.5225733634311512
167858005,508,2987,3873,246,4911,966308,5.8799212598425195,0.484251968503937
168024011,533,2558,3200,280,7413,1107187,4.799249530956848,0.525328330206379
168144064,361,2732,2297,187,2864,678722,7.56786703601108,0.518005540166205
168184707,1146,7671,4583,605,10990,2194337,6.693717277486911,0.5279232111692844
168348682,482,2340,2172,315,6998,894400,4.854771784232365,0.6535269709543569
168562992,565,5798,3816,327,7161,1158128,10.261946902654866,0.5787610619469027
168763243,402,1603,2088,205,4755,802738,3.987562189054726,0.5099502487562189
168768502,1048,10305,5511,642,10245,1932134,9.833015267175572,0.6125954198473282
168805287,1818,9440,12013,954,22033,3379704,5.192519251925193,0.5247524752475248
168907821,355,3611,1688,199,3890,684456,10.171830985915493,0.5605633802816902
169128053,202,1840,1113,119,2121,387434,9.108910891089108,0.5891089108910891
169157537,330,2487,2257,159,2861,660206,7.536363636363636,0.4818181818181818
169204401,396,3785,2004,244,4946,810140,9.558080808080808,0.6161616161616161
169247382,674,4336,3002,348,7125,1356431,6.433234421364985,0.516320474777448
169346214,701,4652,4728,377,8853,1429435,6.63623395149786,0.5378031383737518
169564838,411,2196,1815,208,4559,813952,5.343065693430657,0.5060827250608273
169571304,423,2565,2698,214,4511,853734,6.0638297872340425,0.5059101654846335
169588667,1430,9503,8792,721,14204,2647940,6.6454545454545455,0.5041958041958042
169631959,181,1924,1498,125,1461,332979,10.629834254143647,0.6906077348066298
169639046,658,5790,2821,333,6599,1269875,8.799392097264437,0.506079027355623
169643011,1599,15450,12222,919,15088,2918420,9.662288930581614,0.5747342088805504
169680074,525,2710,2113,274,6341,1047052,5.161904761904762,0.5219047619047619
169801111,448,2713,2489,246,4796,886455,6.055803571428571,0.5491071428571429
169902360,892,8762,5083,479,5348,1719271,9.82286995515695,0.5369955156950673
169943494,637,6855,4650,352,5494,1281496,10.76138147566719,0.5525902668759811
169966889,492,2118,3210,255,6224,1023494,4.304878048780488,0.5182926829268293
170040249,737,5040,4964,360,8003,1422905,6.8385345997286295,0.48846675712347354
170078468,372,1371,1939,201,5240,705213,3.685483870967742,0.5403225806451613
170113194,626,5932,5327,330,5961,1230498,9.476038338658148,0.5271565495207667
170134364,694,7663,7762,381,6590,1378260,11.04178674351585,0.5489913544668588
170144342,177,1319,1121,93,1802,353480,7.451977401129944,0.5254237288135594
170174527,766,5542,6098,389,6441,1468012,7.234986945169712,0.5078328981723238
170178918,1147,6577,6799,619,14546,2316239,5.734088927637314,0.5396687009590235
170206742,2327,13869,11937,1181,20708,4934219,5.960034379028793,0.5075204125483455
170272303,804,4254,3995,433,9875,1560256,5.291044776119403,0.5385572139303483
170312418,441,2357,2360,245,5155,865654,5.344671201814059,0.5555555555555556
170322445,698,5361,4120,345,8124,1378665,7.680515759312321,0.49426934097421205
170331956,509,3994,2261,296,4552,913337,7.846758349705304,0.581532416502947
170542095,1191,11149,7704,584,11381,2418382,9.361041141897566,0.4903442485306465
170809608,692,5289,4993,362,8328,1272038,7.643063583815029,0.523121387283237
170861414,819,8741,5714,445,9104,1692713,10.672771672771672,0.5433455433455433
170936641,1014,7764,7129,542,11258,1972836,7.65680473372781,0.534516765285996
170945634,621,5025,3373,328,7167,1280165,8.091787439613526,0.5281803542673108
171291537,1031,7783,8021,543,11731,1960688,7.5489815712900095,0.5266731328806984
171477171,552,3717,3609,284,6065,1142555,6.733695652173913,0.5144927536231884
171481422,612,4193,4082,325,7129,1185968,6.851307189542483,0.5310457516339869
171806401,932,7072,6284,479,10062,1875452,7.587982832618025,0.5139484978540773
171832042,566,4761,3088,292,5874,1119051,8.411660777385158,0.5159010600706714
171862597,1141,9457,7633,620,9047,2216806,8.28834355828221,0.5433829973707275
171971830,206,1983,1401,113,2030,348352,9.62621359223301,0.5485436893203883
172198186,906,7140,4898,466,9915,1807365,7.880794701986755,0.5143487858719646
172309032,1080,5353,6981,580,13094,1946971,4.9564814814814815,0.5370370370370371
172423864,1143,6252,5771,571,12555,2309516,5.469816272965879,0.4995625546806649
172573787,1144,8490,11392,574,11252,2287309,7.421328671328672,0.5017482517482518
172638273,627,4482,2710,309,7091,1233232,7.148325358851674,0.49282296650717705
172653819,870,5346,3940,425,9052,1787838,6.144827586206897,0.4885057471264368
172683399,824,6789,4806,445,8095,1573505,8.239077669902912,0.5400485436893204
172756437,844,7826,4427,474,9172,1708874,9.272511848341232,0.5616113744075829
172775918,197,1725,1270,126,2469,387063,8.756345177664974,0.6395939086294417
173076267,1039,8762,5543,585,11308,1969072,8.43310875842156,0.563041385948027
173111818,442,2952,2689,227,5137,909145,6.678733031674208,0.5135746606334841
173322536,855,6239,6083,461,8081,1700664,7.297076023391813,0.5391812865497077
173343244,1271,9444,7177,678,13797,2432850,7.430369787568844,0.5334382376081825
173357955,1528,11406,11606,806,14663,2793339,7.464659685863874,0.5274869109947644
173444968,1051,7710,6943,591,9910,2054827,7.335870599429115,0.5623215984776403
173445172,371,3509,1963,216,4345,742608,9.45822102425876,0.5822102425876011
173459561,702,6832,4602,362,6713,1515233,9.732193732193732,0.5156695156695157
173604003,815,8605,4400,470,9249,1628791,10.558282208588958,0.5766871165644172
173652043,456,2608,3556,236,5017,943133,5.719298245614035,0.5175438596491229
173653998,799,5219,4692,414,8166,1651796,6.531914893617022,0.5181476846057572
173680478,951,4251,6103,494,9907,1838723,4.470031545741325,0.519453207150368
173714750,168,760,823,95,2040,313864,4.523809523809524,0.5654761904761905
173907991,775,6203,4443,423,7509,1431642,8.003870967741936,0.5458064516129032
173932152,1646,15377,12502,856,14394,3281247,9.342041312272174,0.520048602673147
173954507,344,1922,2414,177,3596,685143,5.587209302325581,0.5145348837209303
174042857,778,5733,4574,400,6623,1435820,7.368894601542417,0.5141388174807198
174197935,961,8937,6942,510,8029,2006210,9.299687825182103,0.5306971904266389
174306378,936,7596,6959,455,9417,1853969,8.115384615384615,0.4861111111111111
174365685,412,3535,2265,247,4265,762639,8.580097087378642,0.5995145631067961
174495787,953,6636,3757,503,8609,1929924,6.963273871983211,0.527806925498426
174502640,456,4096,2681,254,5060,874053,8.982456140350877,0.5570175438596491
174841361,798,6028,6701,412,7446,1578496,7.553884711779449,0.5162907268170426
175008749,247,1876,1592,122,2345,485227,7.5951417004048585,0.4939271255060729
175041379,719,5112,5364,360,8407,1424487,7.109874826147427,0.5006954102920723
175144010,1251,13390,6732,692,14719,2395234,10.70343725019984,0.5531574740207834
175370779,814,6726,6442,430,7590,1614400,8.262899262899262,0.5282555282555282
175392860,689,5838,6560,368,4077,1463565,8.473149492017416,0.5341074020319303
175475254,429,2602,2648,224,4702,839826,6.065268065268065,0.5221445221445221
175485709,71,755,463,45,735,135353,10.633802816901408,0.6338028169014085
175560144,506,4123,3793,259,4856,990818,8.148221343873518,0.5118577075098815
175582510,663,3764,3292,343,7554,1286814,5.677224736048266,0.5173453996983409
175607712,545,4121,3573,285,5556,1122286,7.561467889908257,0.5229357798165137
175613062,361,2809,2360,178,3582,730502,7.781163434903047,0.4930747922437673
175656930,206,1769,1399,108,2078,410492,8.587378640776699,0.5242718446601942
175674366,98,754,384,97,1025,122494,7.6938775510204085,0.9897959183673469
175719941,341,3079,1559,180,3174,628537,9.029325513196481,0.5278592375366569
175919461,1022,5118,6365,508,10423,1922059,5.007827788649706,0.49706457925636005
176000657,1101,7986,6922,551,11563,2253542,7.253405994550409,0.5004541326067211
176007261,739,4655,3240,394,7291,1488245,6.299052774018945,0.5331529093369418
176020422,1272,8641,8831,648,11981,2471088,6.793238993710692,0.5094339622641509
176041359,385,3607,3157,187,3706,767374,9.36883116883117,0.4857142857142857
176077109,2987,22254,19993,1552,37182,5473024,7.450284566454637,0.5195848677602946
176115006,571,4380,3063,325,5373,978095,7.670753064798599,0.5691768826619965
176156194,431,2909,3064,216,4723,844303,6.749419953596288,0.5011600928074246
176266354,1308,7927,8365,668,12701,2757490,6.06039755351682,0.5107033639143731
176282824,105,876,465,65,1443,192403,8.342857142857143,0.6190476190476191
176373326,669,5546,5733,350,5890,1310960,8.28998505231689,0.523168908819133
176391174,511,3299,3616,271,5014,1058070,6.4559686888454015,0.5303326810176126
176548427,818,8341,6616,420,5767,1627287,10.19682151589242,0.5134474327628362
176732279,813,4790,5561,392,6980,1623696,5.891758917589176,0.4821648216482165
176732895,849,4271,6047,433,10242,1725332,5.030624263839812,0.5100117785630153
176799433,433,3308,2948,222,5719,889235,7.63972286374134,0.5127020785219399
176811936,887,4712,6123,475,7128,1709531,5.312288613303269,0.5355129650507328
176819236,2221,18509,11920,1149,23942,4382753,8.333633498424133,0.5173345339936966
176925666,159,1130,763,96,1950,308397,7.1069182389937104,0.6037735849056604
177015724,111,642,759,62,988,206837,5.783783783783784,0.5585585585585585
177059391,455,4665,2252,257,4512,900249,10.252747252747254,0.5648351648351648
177065098,110,938,588,70,934,177643,8.527272727272727,0.6363636363636364
177250862,238,1943,1882,130,2487,458979,8.163865546218487,0.5462184873949579
177342898,750,7192,5764,412,6451,1493293,9.589333333333334,0.5493333333333333
177468704,334,2344,2076,190,3633,678635,7.017964071856287,0.5688622754491018
177502895,584,5010,2669,355,6409,1105241,8.57876712328767,0.6078767123287672
177548694,850,7518,5084,474,12421,1641015,8.84470588235294,0.5576470588235294
177659662,519,4416,3523,269,5155,1069262,8.508670520231213,0.5183044315992292
177704190,411,2629,2447,231,5065,815603,6.396593673965937,0.5620437956204379
177832175,165,1382,880,91,1532,288916,8.375757575757575,0.5515151515151515
177842066,744,5301,5228,382,6611,1462692,7.125,0.5134408602150538
177881246,1006,7698,5889,515,12310,2079412,7.652087475149106,0.5119284294234593
177952020,676,4668,4579,352,7604,1371485,6.905325443786983,0.5207100591715976
178014857,224,1816,1337,135,2106,432039,8.107142857142858,0.6026785714285714
178141594,935,5848,6810,464,9938,1834531,6.254545454545455,0.49625668449197863
178226547,931,8607,7133,504,9421,1806250,9.244897959183673,0.5413533834586466
178309421,1067,8413,6365,586,11229,1922338,7.884723523898781,0.549203373945642
178466350,582,4493,4002,305,5709,1171601,7.719931271477663,0.5240549828178694
178675857,262,2534,1816,147,2239,522677,9.67175572519084,0.5610687022900763
178687341,363,3202,2233,199,3806,718784,8.820936639118457,0.5482093663911846
178694137,1117,6430,6700,581,12137,2275013,5.756490599820949,0.5201432408236347
178784966,1101,8862,8938,558,11378,2169748,8.049046321525886,0.5068119891008175
178795494,882,6898,5643,464,9047,1704304,7.820861678004535,0.5260770975056689
178889614,636,5819,4113,349,6373,1328569,9.14937106918239,0.5487421383647799
178939167,374,4047,2680,208,4455,749883,10.820855614973262,0.5561497326203209
179042475,723,4400,4735,366,7548,1381236,6.085753803596127,0.5062240663900415
179158796,923,4647,5645,458,10514,1762223,5.034669555796317,0.4962080173347779
179159866,559,3949,3741,300,5851,1076925,7.064400715563506,0.5366726296958855
179221823,1667,12883,11215,854,16616,3223822,7.728254349130174,0.5122975404919016
179393048,1071,8706,8023,537,12097,2027175,8.128851540616246,0.5014005602240896
179402418,462,2391,2762,243,4555,938748,5.175324675324675,0.525974025974026
179489990,534,3421,3194,300,5886,931332,6.406367041198502,0.5617977528089888
179554508,738,5511,4332,400,8338,1463793,7.467479674796748,0.5420054200542005
179584149,446,4434,2122,256,4774,837040,9.941704035874439,0.5739910313901345
179626634,760,4757,5197,373,9177,1446453,6.25921052631579,0.49078947368421055
179642163,952,4308,5602,503,10780,1904820,4.525210084033613,0.5283613445378151
179644794,188,2449,1150,125,1837,344783,13.02659574468085,0.6648936170212766
179724835,659,4186,5131,326,6210,1365503,6.352048558421851,0.4946889226100152
179867779,503,4700,1945,301,4666,970337,9.343936381709742,0.5984095427435387
179974390,801,6533,4360,440,7349,1527079,8.15605493133583,0.5493133583021224
180076228,630,4201,6613,343,4856,1061969,6.6682539682539685,0.5444444444444444
180143398,1286,8589,8754,654,14409,2573446,6.678849144634525,0.5085536547433903
180185701,469,4079,2964,250,6047,971049,8.697228144989339,0.5330490405117271
180189455,312,2031,1755,152,3683,634488,6.509615384615385,0.48717948717948717
180314030,652,4005,4942,354,6501,1242344,6.142638036809816,0.5429447852760736
180316092,1476,13569,12395,829,12742,2664366,9.19308943089431,0.5616531165311653
180438631,705,4971,5367,367,8760,1468365,7.051063829787234,0.5205673758865248
180468745,898,7221,7716,455,8342,1791768,8.04120267260579,0.5066815144766147
180592542,632,5425,3346,315,6141,1192246,8.583860759493671,0.49841772151898733
180712257,505,3080,3126,265,5332,976408,6.099009900990099,0.5247524752475248
180759512,992,6783,5283,503,10091,2032339,6.837701612903226,0.5070564516129032
180826172,1675,12413,10043,829,15396,3164290,7.410746268656716,0.4949253731343284
180865846,309,2465,2071,159,3062,602827,7.977346278317152,0.5145631067961165
180967344,836,6762,3406,423,8566,1660121,8.088516746411484,0.5059808612440191
181306399,690,6024,3931,373,7116,1292757,8.730434782608695,0.5405797101449276
181308356,690,5149,3618,351,8162,1398240,7.4623188405797105,0.508695652173913
181456277,1386,9311,6711,724,16094,2680779,6.717893217893218,0.5223665223665224
181540697,557,3865,3722,294,6081,1139839,6.938958707360862,0.5278276481149012
181544494,520,3520,3429,282,4866,977942,6.769230769230769,0.5423076923076923
181597968,911,6950,5695,482,9519,1868285,7.628979143798024,0.5290889132821076
181697179,689,2893,2881,356,7827,1349875,4.198838896952105,0.5166908563134979
181941794,799,7562,5811,447,8634,1567428,9.46433041301627,0.5594493116395495
181974408,591,4510,4342,301,7090,1239455,7.631133671742809,0.5093062605752962
182090939,405,3119,1897,202,4529,830573,7.701234567901235,0.49876543209876545
182280086,599,3979,3192,313,6061,1171109,6.642737896494157,0.5225375626043406
182379652,779,4619,4749,424,6694,1565545,5.929396662387677,0.5442875481386393
182746884,892,7442,5836,462,9859,1888205,8.34304932735426,0.5179372197309418
182813721,653,4003,4142,339,6504,1347162,6.130168453292496,0.5191424196018377
182939012,280,2076,1470,148,3116,519752,7.414285714285715,0.5285714285714286
182960069,746,6171,4781,393,7699,1519845,8.272117962466488,0.5268096514745308
182981707,691,4545,3661,362,8257,1350500,6.577424023154848,0.5238784370477568
183027627,973,6746,6123,487,10163,2015889,6.933196300102775,0.5005138746145941
183247488,733,4613,4266,389,7535,1491131,6.2933151432469305,0.5306957708049114
183333644,488,3385,2682,230,4236,933682,6.936475409836065,0.4713114754098361
183362050,854,6508,6118,477,9094,1699021,7.620608899297424,0.5585480093676815
183451434,625,4961,3101,339,7882,1278802,7.9376,0.5424
183455879,172,1301,827,97,2320,378907,7.563953488372093,0.563953488372093
183488979,1224,9537,11281,623,10923,2396430,7.791666666666667,0.5089869281045751
183566662,203,1283,1281,113,2783,409409,6.320197044334975,0.5566502463054187
183599462,428,3990,2390,241,5725,874048,9.322429906542055,0.5630841121495327
183746488,188,1589,976,97,1814,351198,8.452127659574469,0.5159574468085106
183784760,886,6229,6779,459,8532,1756745,7.030474040632054,0.518058690744921
183883546,351,2721,3129,202,3516,703507,7.752136752136752,0.5754985754985755
183912490,718,4179,4804,382,8120,1363954,5.82033426183844,0.532033426183844
184086004,689,4353,3670,352,8208,1397930,6.317851959361393,0.5108853410740203
184158230,1309,10576,8141,689,14726,2586284,8.079449961802903,0.5263559969442322
184208894,877,6325,7053,457,8107,1695782,7.212086659064994,0.5210946408209807
184304042,987,7836,8402,516,9381,2019650,7.939209726443769,0.5227963525835866
184314419,850,8565,4483,412,7612,1656174,10.076470588235294,0.48470588235294115
184439564,362,2614,1852,192,3529,624791,7.220994475138122,0.5303867403314917
184583351,434,3526,3766,227,3878,863428,8.12442396313364,0.5230414746543779
184586689,240,1706,1214,157,3099,449830,7.108333333333333,0.6541666666666667
184591063,680,6732,3424,385,7694,1295795,9.9,0.5661764705882353
184673674,949,9796,5556,489,9566,1897579,10.322444678609061,0.5152792413066386
184911405,476,3580,2611,252,4238,893475,7.5210084033613445,0.5294117647058824
185127636,836,6910,9862,436,7374,1677762,8.26555023923445,0.5215311004784688
185143050,809,6581,5056,422,7270,1595476,8.134734239802224,0.5216316440049443
185194245,97,597,510,62,1087,189433,6.154639175257732,0.6391752577319587
185250475,543,2351,4025,289,5784,1105173,4.329650092081032,0.5322283609576427
185368295,939,5685,4495,474,11369,1875216,6.054313099041534,0.5047923322683706
185398219,98,951,723,66,1304,195724,9.704081632653061,0.673469387755102
185547233,717,3544,5435,378,7733,1447803,4.9428172942817294,0.5271966527196653
185573660,1111,8677,5874,580,9951,2042190,7.81008100810081,0.5220522052205221
185835851,999,8261,6564,562,11452,2032141,8.26926926926927,0.5625625625625625
185873781,1330,8488,4517,707,12700,2634336,6.381954887218045,0.531578947368421
185981710,766,4765,3283,465,10370,1404937,6.2206266318537855,0.6070496083550914
185989154,1324,7632,9415,695,12014,2352361,5.764350453172206,0.5249244712990937
186022946,610,5680,4126,309,5313,1238491,9.311475409836065,0.5065573770491804
186116993,75,412,406,45,1166,153260,5.493333333333333,0.6
186157133,1164,10814,8077,594,10079,2259185,9.290378006872853,0.5103092783505154
186233525,948,7549,6499,506,9507,1728164,7.963080168776371,0.5337552742616034
186392429,122,1005,800,59,1289,228385,8.237704918032787,0.48360655737704916
186514857,430,3721,2668,246,5851,834893,8.653488372093022,0.5720930232558139
186550306,1139,9175,9429,598,14703,2307021,8.05531167690957,0.5250219490781387
186740995,1453,10174,9435,718,15361,2968388,7.002064693737096,0.4941500344115623
186795251,615,4074,2849,319,7074,1287161,6.624390243902439,0.5186991869918699
186988288,899,7215,5914,457,9820,1720284,8.025583982202447,0.5083426028921023
187061523,971,9031,5267,524,11353,1695303,9.300720906282184,0.5396498455200824
187709046,761,6694,5254,418,6920,1360916,8.796320630749014,0.5492772667542707
187776273,784,6679,5224,418,6926,1508324,8.519132653061224,0.5331632653061225
187839612,341,3018,1815,217,3504,668003,8.850439882697946,0.6363636363636364
188187206,413,2113,3194,213,3869,795349,5.116222760290557,0.5157384987893463
188247994,191,1803,1196,88,1406,363341,9.43979057591623,0.4607329842931937
188268570,1381,8822,7616,683,13191,2689200,6.388124547429399,0.4945691527878349
188270361,1749,12146,14039,908,18183,3042419,6.944539736992567,0.51915380217267
188308575,1849,9114,12772,957,19598,3639129,4.929150892374256,0.5175770686857761
188369901,321,2058,1877,172,3102,573163,6.411214953271028,0.5358255451713395
188379453,411,3549,2701,228,3989,765580,8.635036496350365,0.5547445255474452
188438140,293,2537,1710,170,3539,536438,8.658703071672354,0.5802047781569966
188441304,1535,11730,10852,772,16188,2852547,7.641693811074918,0.5029315960912052
188478416,435,3101,2240,222,5210,870243,7.128735632183908,0.5103448275862069
188529173,157,1066,1263,93,1729,311252,6.789808917197452,0.5923566878980892
188692680,729,3864,5783,379,8381,1295670,5.300411522633745,0.5198902606310014
188859483,1606,12914,9939,811,15371,3055867,8.04109589041096,0.5049813200498132
188989241,494,4740,3164,280,5332,950594,9.595141700404858,0.5668016194331984
189013821,553,3089,4920,277,5857,1153582,5.585895117540687,0.5009041591320073
189091670,283,3509,1153,195,3031,512627,12.39929328621908,0.6890459363957597
189114950,138,649,976,64,1304,264891,4.702898550724638,0.463768115942029
189119821,849,7317,6003,428,9334,1551010,8.618374558303888,0.5041224970553593
189126854,982,7144,8364,508,10574,1943100,7.274949083503055,0.5173116089613035
189132136,340,2961,2226,183,3522,736367,8.708823529411765,0.538235294117647
189379334,414,2579,2103,220,4107,809946,6.229468599033816,0.5314009661835749
189404912,752,4044,4852,392,6849,1467363,5.377659574468085,0.5212765957446809
189498046,395,3709,2365,227,4546,752387,9.38987341772152,0.5746835443037974
189553058,749,7224,4177,416,6335,1400122,9.644859813084112,0.5554072096128171
189586484,347,2676,2388,184,4140,721286,7.7118155619596545,0.5302593659942363
189617709,1586,8867,9493,870,19540,3048963,5.590794451450189,0.5485498108448928
189649238,468,4555,2970,262,3166,906707,9.732905982905983,0.5598290598290598
189714735,875,5022,5957,453,9718,1808313,5.739428571428571,0.5177142857142857
189861626,1473,14788,9406,832,17841,2634929,10.039375424304142,0.5648336727766463
189990696,871,5794,4163,448,7853,1695016,6.652123995407577,0.5143513203214696
190033405,671,6306,7361,360,6320,1334920,9.397913561847988,0.5365126676602087
190041536,614,4554,2714,318,5892,1219977,7.416938110749186,0.5179153094462541
190078675,567,5119,2957,290,5682,1180293,9.028218694885362,0.5114638447971781
190120651,778,7169,6139,425,8004,1499844,9.2146529562982,0.5462724935732648
190169838,582,3964,2423,291,6383,1067877,6.810996563573883,0.5
190229697,224,1290,1319,114,2478,457281,5.758928571428571,0.5089285714285714
190360909,799,5904,4060,450,8490,1504065,7.3892365456821025,0.5632040050062578
190395246,796,7883,3660,414,7171,1511354,9.903266331658292,0.5201005025125628
190513568,694,4905,3781,394,7353,1384745,7.067723342939481,0.5677233429394812
190595503,1308,11475,7273,742,13283,2585718,8.772935779816514,0.5672782874617737
190664786,736,5642,3480,397,7466,1443538,7.665760869565218,0.5394021739130435
190682016,318,2011,1666,180,3445,565672,6.323899371069182,0.5660377358490566
190769103,976,8424,6902,495,10011,1910957,8.631147540983607,0.507172131147541
190919051,642,5250,4736,340,7357,1232245,8.177570093457945,0.5295950155763239
190933205,1006,5030,6277,519,10988,1977633,5.0,0.5159045725646123
191052291,760,6614,4922,378,7882,1491493,8.702631578947368,0.49736842105263157
191141277,1256,7845,5413,619,13595,2549980,6.2460191082802545,0.4928343949044586
191144961,1176,8182,5255,610,10656,2366077,6.957482993197279,0.5187074829931972
191165954,733,6128,5842,373,7899,1495841,8.360163710777627,0.5088676671214188
191220653,63,556,348,36,596,112924,8.825396825396826,0.5714285714285714
191262593,1113,6922,5571,592,11261,2150533,6.219227313566936,0.531895777178796
191347472,587,4803,3498,342,5089,1144156,8.18228279386712,0.5826235093696763
191358383,505,2590,2644,257,4979,1014379,5.128712871287129,0.5089108910891089
191482570,481,2647,3877,245,5927,942979,5.503118503118503,0.5093555093555093
191549922,425,2947,2181,232,4361,849820,6.934117647058824,0.5458823529411765
191574881,396,2395,1825,223,4093,809054,6.047979797979798,0.5631313131313131
191767332,1224,10221,6868,631,13465,2404797,8.35049019607843,0.5155228758169934
191952685,344,2749,2685,192,3414,739209,7.991279069767442,0.5581395348837209
191956051,578,3361,3354,340,7371,1199823,5.814878892733564,0.5882352941176471
192013690,390,2441,1918,208,4175,744769,6.258974358974359,0.5333333333333333
192013740,52,428,285,32,636,105550,8.23076923076923,0.6153846153846154
192216911,173,1801,1189,116,1858,332066,10.410404624277456,0.6705202312138728
192227354,373,3418,1946,234,4342,659688,9.163538873994638,0.6273458445040214
192285424,673,3592,4084,350,8001,1391850,5.337295690936107,0.5200594353640416
192323061,369,3229,2269,198,3493,759045,8.750677506775068,0.5365853658536586
192352266,80,424,393,39,720,163773,5.3,0.4875
192555943,1172,8807,9916,597,12111,2381391,7.514505119453925,0.5093856655290102
192600611,1059,8046,5171,570,10190,2097126,7.597733711048159,0.5382436260623229
192605539,724,3947,3872,386,7753,1511269,5.451657458563536,0.5331491712707183
192724448,816,7124,6990,430,10048,1597957,8.730392156862745,0.5269607843137255
192869499,946,4593,6479,477,9416,1834055,4.855179704016913,0.5042283298097252
193003823,838,6755,7215,436,7520,1610326,8.060859188544153,0.5202863961813843
193034354,220,1837,1126,122,1907,402140,8.35,0.5545454545454546
193088594,296,1885,1657,147,3046,580476,6.368243243243243,0.4966216216216216
193110892,1137,10490,7374,588,12427,2254279,9.22603342128408,0.5171503957783641
193143480,840,7190,5431,437,9733,1635797,8.55952380952381,0.5202380952380953
193177950,471,2377,3235,242,4328,935811,5.046709129511678,0.5138004246284501
193179395,345,2761,2709,160,3856,714101,8.002898550724638,0.463768115942029
193669272,136,1381,883,84,1349,279479,10.154411764705882,0.6176470588235294
193701934,432,4265,3550,220,4365,832432,9.872685185185185,0.5092592592592593
193743052,583,4812,3850,345,6504,998369,8.25385934819897,0.5917667238421955
193819890,895,6926,5602,504,9742,1658807,7.73854748603352,0.5631284916201117
193896366,944,8704,5269,530,10537,1829999,9.220338983050848,0.5614406779661016
194155344,123,756,891,65,1428,259947,6.146341463414634,0.5284552845528455
194162773,2798,19465,19172,1414,31282,5400970,6.956754824874911,0.505360972122945
194413375,395,2978,1829,225,5055,837137,7.539240506329114,0.569620253164557
194432944,671,4899,3940,355,7479,1253688,7.301043219076006,0.5290611028315947
194703973,487,3571,3471,258,5696,981550,7.33264887063655,0.5297741273100616
194710464,410,3089,2670,241,4573,756537,7.534146341463415,0.5878048780487805
194727573,420,2319,3073,212,4630,837177,5.521428571428571,0.5047619047619047
194764103,686,4118,5123,370,6065,1341762,6.002915451895044,0.5393586005830904
194799642,492,2111,2597,260,5346,976244,4.290650406504065,0.5284552845528455
194833486,1706,15097,9112,972,17579,3025790,8.849355216881595,0.5697538100820633
194887279,882,7035,3701,458,9148,1896563,7.976190476190476,0.5192743764172335
194901954,616,4636,2093,317,7259,1191683,7.525974025974026,0.5146103896103896
194963619,1130,6651,7558,548,13297,2183322,5.885840707964602,0.4849557522123894
195016484,1407,10940,6234,736,17019,2597684,7.775408670931059,0.5230987917555082
195071239,727,4918,4881,383,7075,1259414,6.764786795048143,0.5268225584594223
195157669,310,3104,1229,175,3736,658556,10.012903225806452,0.5645161290322581
195186464,306,2478,2053,182,2414,623264,8.098039215686274,0.5947712418300654
195215525,579,6192,3461,311,5015,1112930,10.694300518134716,0.5371329879101899
195248181,482,3172,3040,248,4806,1031756,6.580912863070539,0.5145228215767634
195257679,1529,10155,10514,808,16947,2947709,6.641595814257685,0.5284499672988882
195288263,774,4230,4863,443,9105,1357548,5.465116279069767,0.5723514211886305
195409859,2458,12556,11837,1290,21495,4575463,5.108218063466233,0.5248169243287225
195563441,1349,10718,8604,694,12531,2487883,7.945144551519644,0.514455151964418
195590612,50,436,211,29,750,99296,8.72,0.58
195648445,75,664,346,44,636,135859,8.853333333333333,0.5866666666666667
195918672,1394,8849,8183,741,14551,2614174,6.347919655667145,0.5315638450502153
195922481,404,3158,2579,216,4697,737230,7.816831683168317,0.5346534653465347
195924120,224,1437,1370,118,2801,497233,6.415178571428571,0.5267857142857143
195958050,931,8908,6643,507,7845,1683374,9.568206229860365,0.5445757250268528
196006127,1112,8565,5926,605,11317,2192882,7.702338129496403,0.5440647482014388
